dataHoraInicio;keywords;tipoDiscurso;transcricao
2001-03-07T14:12;"CONGRATULAÇÕES, ASSUNÇÃO, MANDATO PARLAMENTAR, DEPUTADO FEDERAL.
ELOGIO, VIDA PREGRESSA, VIDA PÚBLICA.";COMO LÍDER;"O SR. CARLOS ALBERTO ROSADO (Bloco/PFL-RN. Como Líder. Sem revisão do orador.) - Sr. Presidente, Sras. e Srs. Deputados, o Partido da Frente Liberal ocupa a tribuna da Casa para saudar o Deputado Salomão Gurgel, do PDT. 
Conhecemos muito de perto a trajetória de vida de S.Exa., seu esforço e a sua luta para formar-se em Psiquiatria pela Universidade da Amizade dos Povos Patrice Lumumba, em Moscou. Sua passagem pela Prefeitura de Janduís marcou de forma indelével a maneira de administrar no Rio Grande do Norte e  criou uma nova perspectiva de vida para os diversos Municípios do  Estado. 
O trabalho do Sr. Salomão Gurgel nas áreas da educação e da saúde multiplicou a assistência, criou e ampliou possibilidades de emprego para a juventude. Por isso, a população de Janduís, sua cidade natal, e dos Municípios vizinhos ainda  apóia de forma maciça suas ações.  
	Carlos Alberto Rosado está muito próximo de toda essa trajetória política, viveu de perto o esforço de Salomão Gurgel na Prefeitura de Janduís, reconhecida no Rio Grande do Norte e em todo o Brasil.
	O Governo do Rio Grande do Norte não teve, na imprensa nacional, o mesmo destaque da Prefeitura de Janduís na administração de S.Exa.. Isso demonstra o reconhecimento da sociedade brasileira por sua grande administração. É essa vontade de  trabalhar e o compromisso com o povo que Salomão Gurgel traz à Casa. 
Não tenho dúvida, nobre Deputado, de que S.Exa irá produzir o trabalho que  a Casa e o País esperam  e precisam. A região oeste do Estado e a do Siridó deverão ter em S.Exa um paladino para defender suas causas mais nobres.
A Casa cresce ao receber um cidadão trabalhador e obreiro do Estado do Rio Grande do Norte, que deverá melhorar as condições de vida de seus concidadãos.
Parabéns,  nobre Deputado Salomão Gurgel. 
Obrigado. (Palmas.)"
2001-03-15T10:04;"CONGRATULAÇÕES, JOSÉ JORGE, MINISTRO DE ESTADO, (MME), HENRI PHILIPPE REICHSTUL, PRESIDENTE, (PETROBRÁS), SISTEMA DE SEGURANÇA, SEGURANÇA INTERNA, EMPRESA, PROVIDÊNCIA, INCÊNCIO, PLATAFORMA CONTINENTAL, PETRÓLEO, BACIA DE CAMPOS, ESTADO, (RJ).
PROJETO DE LEI COMPLEMENTAR, ALTERAÇÃO, LEI FEDERAL, EXIGÊNCIA, AUTORIZAÇÃO, LEGISLATIVO, CONTENÇÃO, GASTOS PÚBLICOS, DOTAÇÃO ORÇAMENTÁRIA, RECURSOS FINANCEIROS, ÁREA, SAÚDE, SANEAMENTO BÁSICO, HABITAÇÃO, EDUCAÇÃO, ASSISTÊNCIA SOCIAL.";BREVES COMUNICAÇÕES;"O SR. CARLOS ALBERTO ROSADO (Bloco/PFL-RN. Sem revisão do orador.) – Sr. Presidente, Sras. e Srs. Deputados, quero manifestar minha solidariedade aos funcionários da PETROBRAS, que passam por dificuldades neste momento angustiante da vida da empresa. Um acidente — o imponderável acontece — ceifou a vida de um trabalhador e alguns outros ainda estão desaparecidos. Tenho certeza de que a condução do Presidente Henri Philippe Reichstul leva a PETROBRAS a ter eficiência em segurança do trabalho compatível e superior a de muitas empresas que trabalham na prospecção de petróleo no mundo. 
	O Ministro José Jorge está tomando conhecimento da situação, e as dificuldades por que a PETROBRAS está passando neste momento, decorrentes do imponderável, serão diminuídas a partir das medidas de segurança que serão tomadas por S.Exa. no dia-a-dia. Portanto, os nossos parabéns ao Presidente, à Diretoria da PETROBRAS e ao Ministro pela pronta ação desencadeada na Bacia de Campos. 
	Sr. Presidente, Sras. e Srs. Deputados, apresento à Casa projeto de lei complementar que altera a Lei nº 4.320, de 1964, referente ao Orçamento da União. O ponto específico que quero alterar nessa lei diz respeito exatamente às possibilidades de contingenciamento. 
Temos observado que o Governo Federal, no afã de cumprir as metas orçamentárias acertadas e acordadas com organismos internacionais, tem prejudicado o desenvolvimento e o crescimento da sociedade brasileira, porque há contingenciamento de recursos voltados para a área de educação, saúde e assistência social.	 
A modificação que propomos à Lei nº 4.320 é a inclusão, no art. 48, de um parágrafo único com a seguinte redação: ""As dotações orçamentárias destinadas aos gastos nas áreas de saúde, saneamento, educação, habitação e assistência social somente poderão ser contingenciadas ou bloqueadas para empenho mediante autorização legislativa específica.""
Sr. Presidente, estou pedindo que o Congresso Nacional, que deveria elaborar um Orçamento impositivo e não autorizativo, como é feito hoje, determine que, pelo menos no que tange às áreas de educação, habitação, assistência social e saneamento, esta Casa seja ouvida antes do contingenciamento de recursos a elas destinados. 
Temos certeza de que, aprovada esta emenda, Prefeitos, Governadores e toda a sociedade brasileira, que se programam para ter uma vida melhor contando com as ações de saúde e assistência social, receberão esses serviços sem sofrer a solução de continuidade que vemos acontecer cada vez que o Governo contingencia esses recursos. 
Portanto, peço o apoio dos meus pares para a emenda que apresento neste momento alterando a Lei nº 4.320. Temos a expectativa de que dias melhores virão para a sociedade brasileira por intermédio das leis que aprovamos nesta Casa  e das ações do Poder Executivo, sempre voltadas para o crescimento da nossa Nação. 
Muito obrigado."
2001-04-24T16:12;"PROJETO DE LEI COMPLEMENTAR, ALTERAÇÃO, LEI DE RESPONSABILIDADE FISCAL, FIXAÇÃO, LIMITAÇÃO, PERCENTAGEM, RETENÇÃO, DEDUÇÃO, RECURSOS FINANCEIROS, (FPM), COTA, MUNICÍPIOS, PAGAMENTO, AMORTIZAÇÃO, DÍVIDA, DÉBITO PREVIDENCIÁRIO, CONTRIBUIÇÃO SOCIAL, (INSS), RENEGOCIAÇÃO, UNIÃO FEDERAL.

PODER CONCLUSIVO : NÃO";PELA ORDEM;"O SR. CARLOS ALBERTO ROSADO (Bloco/PFL-RN. Pela ordem. Sem revisão do orador.) - Sr. Presidente, o objetivo da minha intervenção é anunciar a esta Casa a apresentação de projeto de lei complementar de nossa autoria que modifica a Lei de Responsabilidade Fiscal.
Modificando-se a Lei de Responsabilidade Fiscal, serão estabelecidos limites para o desconto ao INSS do Fundo de Participação dos Municípios. Em alguns casos, como no meu Estado, o Rio Grande do Norte, há situações em que 32% desse fundo, num único mês, foram destinados ao pagamento de dívidas do INSS. Nessas condições, fica impossível o Prefeito executar outros preceitos constitucionais presentes no exercício do seu mandato. Assim, estamos estabelecendo um limite na renegociação de 5% de desconto do FPM.
	Muito obrigado."
2001-10-05T10:42;"REQUERIMENTO DE INFORMAÇÕES, (MME), CÓPIA, ADITIVO, CONTRATO, EMPRESA DE ENERGIA ELÉTRICA, CONCESSIONÁRIAS,  REAJUSTE, TARIFAS, RESSARCIMENTO, REDUÇÃO, FORNECIMENTO, ENERGIA ELÉTRICA.
REQUERIMENTO DE INFORMAÇÕES, MINISTÉRIO DA DEFESA, FISCALIZAÇÃO, (DAC), SEGURANÇA DE VÔO, AERONAVE, ACIDENTE AERONÁUTICO, AVIAÇÃO CIVIL, EMPRESA DE TRANSPORTE AÉREO.";PELA ORDEM;"O SR. CARLOS ALBERTO ROSADO (Bloco/PFL-RN. Pela ordem. Sem revisão do orador.) - Sr. Presidente, o objetivo da minha intervenção é apresentar à mesa dois requerimentos. 
O primeiro deles é uma solicitação que faço ao Ministro de Estado de Minas e Energia de informações sobre contratos entre geradoras e distribuidoras de energia, que têm nos seus ativos contratos de previsão de mecanismos referentes a eventuais reduções de fornecimento de energia elétrica. A Imprensa Nacional alardeou, há quinze dias, que existia um tal de Anexo V nesses contratos de concessão que obrigam o Governo brasileiro a ressarcir as concessionárias de energia elétrica, desde que o consumo caia abaixo de 20%. O que chamou a atenção da sociedade brasileira foi o fato de o Governo Federal exigir dos consumidores meta de redução de 20% no consumo, quando aí se abriria espaço para indenização, de acordo com o Anexo V. 
Portanto, estamos pedindo informação adicional a esse respeito ao Ministério de Minas e Energia.
	O segundo pedido de informação é dirigido ao Ministério da Defesa e diz respeito à segurança, como o Departamento de Aviação Civil está acompanhando a segurança das companhias aéreas. 
No caso específico da TAM, a empresa tem apresentado nos últimos anos o maior índice de acidentes no Brasil. Já tivemos oportunidade de apresentar requerimento nesse sentido, embora não tenhamos recebido resposta do Ministério. Naturalmente caberia cobrança da solicitação anterior. De lá para cá, a TAM envolveu-se em pelo menos mais dois acidentes e, lamentavelmente, há quinze dias, mais uma vez, em Belo Horizonte, faleceu outro passageiro da empresa. 
	Sr. Presidente, solicito a V.Exa. a divulgação dos dois requerimentos nos órgãos de comunicação da Casa e seu encaminhamento à Mesa para as devidas providências."
2001-10-10T18:18;"PROPOSTA, EMENDA CONSTITUCIONAL,  CONTRIBUIÇÃO SOCIAL, INTERVENÇÃO, DOMÍNIO ECONÔMICO, AUSÊNCIA , INCIDÊNCIA,  RECEITA, EXPORTAÇÃO, INCIDÊNCIA, IMPORTAÇÃO, BENS, SERVIÇOS, DEFINIÇÃO, REQUISITOS,  CONTRIBUIÇÃO, COMERCIALIZAÇÃO, REVENDA, REFINO, IMPORTAÇÃO, PETRÓLEO, DERIVADOS DE PETRÓLEO, GÁS NATURAL, ÁLCOOL CARBURANTE.
VOTO CONTRÁRIO. 
PREJUÍZO, ESTADOS, PRODUTOR, PETRÓLEO, DERIVADOS DE PETRÓLEO, (ICMS), ESTADOS, CONSUMO. 
PERDA, RECEITA, (RN), PRODUÇÃO, PETRÓLEO, DERIVADOS DE PETRÓLEO, (ICMS), ESTADOS, CONSUMO.";DISCUSSÃO;"O SR. CARLOS ALBERTO ROSADO (Bloco/PFL-RN. Sem revisão do orador.) - Sr. Presidente, Sras. e Srs. Deputados, estamos votando a Proposta de Emenda à Constituição nº 277-C, de 2000. Além das medidas referentes às contribuições federais, essa proposta mantém incólume as perversas normas que presidem a incidência do ICMS nas operações interestaduais referentes ao petróleo e aos combustíveis dele derivados.
	Perde esta Casa a melhor oportunidade que já teve para reparar erro cometido pelos Constituintes de 1988. Como se sabe, é regra constitucional que, nas operações interestaduais, o ICMS deva ser repartido entre o Estado produtor e o Estado consumidor.
Porém, isso não acontece com o petróleo e com os combustíveis dele derivados. No caso do meu Estado, o Rio Grande do Norte, a exceção produz efeitos catastróficos. Um Estado pobre perde a oportunidade de tributar a sua maior riqueza, beneficiando de maneira inexplicável os Estados das Regiões Sul e Sudeste. Por que não se inclui a tributação do petróleo e seus derivados na regra geral da tributação interestadual do ICMS? Por que se deve continuar retirando das entranhas de um Estado tão pouco desenvolvido, como é o Estado do Rio Grande do Norte, a sua maior fonte de riqueza, sem lhe deixar a justa retribuição do tributo? Por que não se aproveita essa oportunidade para reparar tamanha injustiça?
	Creio que estou clamando no deserto, pois é bem possível que nem os colegas representantes dos Estados infelicitados pela prática tributária aqui reverberada dêem-me apoio nessa cruzada pelo equilíbrio federativo. Mas não posso deixar de aproveitar esta oportunidade, única, para demonstrar o meu inconformismo com tal situação e defender o Rio Grande do Norte contra a sangria de receita que contra ele se pretende perpetrar. 
	Por esta razão, Sras. e Srs. Deputados, somos contrários à aprovação da PEC nº 277-A, de 2000."
2001-10-17T13:14;"HOMENAGEM, ANIVERSÁRIO, EMANCIPAÇÃO POLÍTICA, MUNICÍPIO, (RN), ELOGIO, ADMINISTRAÇÃO MUNICIPAL, RONALDO SOARES, PREFEITO, JOSÉ MARIA MACÊDO DE MEDEIROS, EX PREFEITO.
DEFESA, CRIAÇÃO, REGIÃO ADMINISTRATIVA, CHAPADA DO APODI, BENEFÍCIO, DESENVOLVIMENTO REGIONAL.";PEQUENO EXPEDIENTE;"O SR. CARLOS ALBERTO ROSADO (Bloco/PFL-RN. Sem revisão do orador.) - Sr. Presidente, Sras. e Srs. Deputados, ontem, dia 16 de outubro,  o Município de Açu comemorou sua emancipação política. O desfile cívico das escolas, o destacamento policial e a inauguração de uma nova praça esportiva foram a maneira encontrada pelo povo para registrar mais esse aniversário da cidade.	
É bem verdade, Sr. Presidente, Sras. e Srs. Deputados, que 16 de outubro não marca apenas a emancipação do Município, porque Açu tem mais de 300 anos de história. 
Os primeiros registros datam de 1682, quando a viúva de João Fernandes Vieira, D. Maria Serra, requereu uma sesmaria à sua família. Já em 1686 o Capitão Manuel Soares de Abreu criou o povoado de São João Batista da Ribeira do Açu. Em 1696, Bernardo Vieira fundou a Vila de Nossa Senhora dos Prazeres. Em 1773, cem anos depois, foi criada a Vila Nova da Princesa, em homenagem à mãe de D. João VI. 
Nesses 300 anos de história, Açu se consolidou naquela região ribeirinha, explorando inicialmente recursos naturais, como a cera de carnaúba e o mel. A partir de 1983, com a construção da Barragem Armando Ribeiro Gonçalves, que acumula 2,4 bilhões de metros cúbicos de água, o Município passa a viver uma nova etapa. É este Açu recente, construído pelos Montenegro, Sá Leitão, Macedo, Soares, Abreu e por tantas famílias ilustres daquela região, que prospera e cresce em função do petróleo e do gás do Vale do Açu, mas principalmente da fruticultura irrigada. O açuense soube incorporar bem essa fruticultura irrigada, que faz com que o Rio Grande do Norte exporte 50 milhões de dólares de frutas frescas — mais do que o Vale do São Francisco —, quantidade que representa cerca de 15% da exportação nacional. Aí está o açuense contribuindo para o crescimento e o desenvolvimento do nosso País, principalmente da  região da Chapada do Apodi.
	Estou solidário com a luta do açuense, com a luta do povo da Chapada do Apodi. Aliás, renovo pedido de apoio aos meus pares no sentido de criarmos a Região Administrativa da Chapada do Apodi, tendo Açu como uma das principais cidades, para acelerar o desenvolvimento de toda a região. 
	Os marcos do desenvolvimento da Chapada são os Municípios de Baraúna, Mossoró e Açu, mas essa região administrativa poderá acelerar e transplantar para os Municípios vizinhos o crescimento experimentado por essas três cidades.
Parabenizo o Prefeito Ronaldo Soares, o ex-Prefeito José Maria Macêdo de Medeiros e toda a família açuense por mais essa comemoração do aniversário da cidade. 
	Obrigado."
2001-10-22T14:20;COMEMORAÇÃO, EMANCIPAÇÃO POLÍTICA, MUNICÍPIO, AREIA BRANCA, (RN).;PEQUENO EXPEDIENTE;"O SR. CARLOS ALBERTO ROSADO (Bloco/PFL-RN. Sem revisão do orador.) - Sr. Presidente, no 22 de outubro de 1927, o Município de Areia Branca, no Rio Grande do Norte, foi emancipado, por decreto assinado pelo Governador José Augusto Bezerra de Medeiros.
	O Município de Areia Branca surgiu na verdade pelos idos de 1640, quando os dirigentes das Capitanias de Pernambuco e do Rio Grande do Norte já mandavam os barcos avançar até a foz do Rio Mossoró ou Ivipanim, como era conhecido na região, para apanhar o sal. 
	Com o assoreamento do Porto de Aracati, em 1868, todo o escoamento de produtos primários para as Regiões Sul e Sudeste e para o exterior passou a ser feito pelo Porto de Areia Branca. A partir daí, começou efetivamente o grande crescimento e o desenvolvimento dessa comunidade.
	Joca Soares, Vereador da Cidade de Mossoró, mudou-se para a então Vila de Areia Branca e começou a desenvolvê-la. Várias foram as famílias e lideranças que estiveram presentes na arrancada desenvolvimentista do Município de Areia Branca.
	No início deste século, Francisco Fausto foi durante quase vinte anos sucessivamente eleito Prefeito da Intendência e, logo em seguida, a partir de 1927, eleito por seus pares, de forma indireta ainda, o primeiro Prefeito constitucional do Município de Areia Branca. 
	São desse período os Intendentes Joaquim Lustosa, Antônio do Monte Rocha, Arthur Paula da Costa, Francisco Solon Sobrinho, Agostinho Filgueira Leão, José Menezes Brasil, Manuel Martins Ferreira, Manuel Liberalino de Oliveira, Inácio da Costa Andrade, Antônio Lúcio de Góes, José Xavier da Rocha e João Raimundo Rebouças. Esses sobrenomes ainda estão presentes na história política de Areia Branca em políticos que ocupam cargos de Vereador e Prefeito, conduzindo os destinos dessa cidade progressista e produtora — creio eu — de cerca de 50% do sal marinho consumido no Brasil. O estuário do Rio Mossoró produz em Areia Branca cerca de 2 milhões de toneladas de sal, metade dos 4 milhões de toneladas que o Brasil consome. 
Saúdo, portanto, a família areia-branquense, os atuais dirigentes do Município, os ex-dirigentes, o Vereador Cleodon Bezerra e demais Vereadores, o Prefeito José Bruno, o ex-Prefeito Expedito Gomes Leonez, o ex-Prefeito José Alfredo Rebouças, enfim, as tantas famílias e cidadãos que hoje diuturnamente lutam pela igualdade social e pelo desenvolvimento daquela gente querida."
2001-12-19T13:34;INCLUSÃO , PEQUENO AGRICULTOR , PEQUENO PRODUTOR RURAL , RENEGOCIAÇÃO , PAGAMENTO , DÍVIDA , APROVAÇÃO , ORÇAMENTO.;PEQUENO EXPEDIENTE;"O SR. CARLOS ALBERTO ROSADO (Bloco/PFL-RN. Sem revisão do orador.) -  Sr. Presidente, Sras. e Srs. Deputados, o Governo Federal propõe, por meio da Medida Provisória nº 9, a renegociação das dívidas dos agricultores brasileiros. 
A discussão do tema remonta a pelo menos cinco anos, quando teve início a securitização. Até então, o objetivo das negociações era claramente melhorar a vida dos bancos, mas não atendia à necessidade de repactuação do pagamento daquelas dívidas.
A Medida Provisória nº 9, em tramitação na Casa, contempla essa repactuação, mas exclui os pequenos agricultores, que utilizam os recursos dos Fundos Constitucionais do Norte e Nordeste e do PRONAF. Nesse sentido, a proposta do Governo Federal é insuficiente. 
O noticiário de ontem informa que as Lideranças da Casa condicionam a aprovação do Orçamento a uma definição do Governo sobre as referidas dívidas. Conhecemos a posição do Líder Inocêncio Oliveira, que tem dialogado com o Poder Executivo no sentido de incluir os segmentos mais pobres da agricultura brasileira nessa renegociação.
Ouvi ontem, com prazer, pronunciamento do Líder do PT, Deputado Walter Pinheiro, a respeito da necessidade de o Governo renegociar as dívidas dos pequenos produtores com o PRONAF e o Fundo de Amparo ao Trabalhador. Faço um apelo às demais Lideranças para que condicionem a aprovação do Orçamento a essa renegociação, pois esses agricultores, lamentavelmente, foram excluídos da Medida Provisória nº 9. 
Dirijo-me aos Líderes do PMDB, PTB, PPB e demais partidos, pois tenho certeza de que o Deputado Inocêncio Oliveira já tem em mãos as bases do acordo. Queremos que sejam estendidas, aos produtores que tomaram empréstimos dos fundos constitucionais, do FAT e do BNDES, as vantagens proporcionadas pela Medida Provisória nº 9. 
Se a Câmara dos Deputados fizer essa imposição ao Governo Federal, nossa agricultura crescerá com justiça. Dessa forma, poderá liquidar suas dívidas, apagar da memória o negro período do Plano Real e obter safras futuras entre 200 e 300 mil toneladas, condizentes com a extensão continental do País. 
Não tenho dúvida, Sr. Presidente, Sras. e Srs. Deputados, de que os produtores brasileiros agradecerão aos Líderes partidários essa iniciativa."
2002-02-26T18:00;"MEDIDA PROVISÓRIA, CRIAÇÃO, FUNDO SEGURO-SAFRA, BENEFÍCIO, SEGUROS, SAFRA,  RENDA MÍNIMA,  PEQUENO AGRICULTOR, PROPRIEDADE FAMILIAR, REGIÃO SEMI ÁRIDA.
VOTO FAVORÁVEL. 
PERÍODO, SECA, REGIÃO NORDESTE.";ENCAMINHAMENTO DE VOTAÇÃO;"O SR. CARLOS ALBERTO ROSADO (PFL-RN. Sem revisão do orador.) - Sr. Presidente, Sras. e Srs. Deputados, a Medida Provisória nº 11, que o Governo apresenta para votação nesta tarde, é meritória. Ela atende, de certa forma, à questão da seca no Nordeste brasileiro, criando um componente de cidadania. Uma vez instalada a seca, decretado o estado de emergência, o agricultor, por conta da estiagem, retirará no sistema bancário o valor que lhe couber, eliminando a interferência das lideranças locais, a necessidade de ser incluído numa lista de emergência pelo Governo do Estado, manipulada pelo Prefeito ou pelo Governador. 
Ao tempo em que essa medida provisória traz esses componentes, traz também uma questão esquisita, pelo menos para mim, Deputado nordestino. Ela diz que o benefício, em caso de seca, vai ser recebido durante seis meses. Na minha Região, quando o inverno é bom, quando a precipitação é boa, passam-se oito meses sem chover. Quando ocorre uma seca, quantos meses se passam sem chover? Será que, na presença de seca, seis parcelas mensais de 100 reais atenderiam às necessidades de um agricultor e de sua família? Não. O Governo Federal erra nesse cálculo. É necessário que sejam atendidas as famílias e os agricultores durante pelo menos oito meses por ano.
Faço um apelo às Lideranças desta Casa, ao Líder do Governo, ao Sr. Relator, para modificar o § 1º do art. 8º, que diz que o benefício individual é fixado em até 600 reais por família inscrita no Fundo Seguro-Safra, a ser repassado mensalmente em até seis meses.
	É necessário, portanto, elevarmos esse teto para 800 reais, estabelecendo pelo menos oito pagamentos anuais de 100 reais. 
	Obrigado."
2002-03-05T13:02;HOMENAGEM, ANIVERSÁRIO DE FUNDAÇÃO, MUNICÍPIO, RN.;PEQUENO EXPEDIENTE;"O SR. CARLOS ALBERTO ROSADO (PFL-RN. Sem revisão do orador. ) – Sr. Presidente, Sras. e Srs. Deputados, venho à tribuna na tarde deste dia 5 de março de 2002 trazer o meu coração, para que ele fale ao Município de Caraúbas, Rio Grande do Norte. Espero que essas palavras simples possam registrar o aniversário da cidade e, num passe de mágica, traduzir meus sentimentos de amizade, de alegria, de confiança, de gratidão e de reconhecimento. 
Reconhecimento aos irmãos de Caraúbas, que nesta tarde concederam-me o título de Cidadão Caraubense, por intermédio de sua Câmara de Vereadores, que acolheu proposição da Vereadora Didira Oliveira. Eu, natural de um Município irmão, passo agora a ser também caraubense. 
Em agradecimento à generosidade do povo de Caraúbas, aproveito esta ocasião para lembrar a história daquele importante Município. 
Nos idos de 1732, Souza Falcão estabelece na região a sua fazenda. Em 1760, Leandro da Cunha Bezerra Cavalcante casa-se com D. Ana, filha de Souza Leão, e constrói a Capela de São Sebastião. Começa em definitivo a formar-se o Município de Caraúbas.
	Em 1852, quase 100 anos depois, a Lei nº 250 cria o distrito de paz de Caraúbas. Era a implantação da Comarca. Em 1858, a Lei nº 387 institui a cadeira de primeiras letras, e a Lei nº 408 eleva o distrito à classe de freguesia. Finalmente, no ano de 1868, a Lei nº 601, de 5 de março, eleva à categoria de Município a Vila de Caraúbas.
	A história de Caraúbas está marcada por atos de coragem e desprendimento de suas lideranças.
Foram muitos os Prefeitos que passaram por ali. Entre eles, rememoro os nomes dos mais recentes: Reinaldo Fernandes Pimenta, Jonas Gurgel, Aproniano Sá, Leovirgíado Fernandes Pimenta (filho de Reinaldo Fernandes Pimenta), Odésimo Maia, Edvaldo  Gurgel, José Nicodemos Fernandes, Guido Pimenta (neto de Reinaldo Fernandes Pimenta e filho de Leovirgíado Fernandes Pimenta), Osael Soares, Raimundo Amorim Fernandes, João Marinaldo de Holanda, Júlio Gurgel, Aguinaldo Pereira e Luciano Augusto da Cruz.
	Tenho a mais absoluta certeza, prezados colegas, de que a determinação do povo de Caraúbas projeta aquele Município na liderança de toda uma região. O Deputado Carlos Alberto Rosado, o Betinho Rosado, irmão dos caraubenses, aqui representa aquele povo e continuará lutando, ao lado do valoroso amigo Prefeito Luciano Augusto da Cruz, para que Caraúbas ocupe a posição de destaque que merece no cenário estadual.
	Obrigado."
