dataHoraInicio;keywords;tipoDiscurso;transcricao
2011-02-08T17:40;"MEDIDA PROVISÓRIA, ALTERAÇÃO, LEI FEDERAL, NORMAS GERAIS, ESPORTE, LEI PELÉ,AMPLIAÇÃO,  BOLSA ATLETA, CRIAÇÃO, PROGRAMA ATLETA PÓDIO, PROGRAMA CIDADE ESPORTIVA, QUALIFICAÇÃO, GESTÃO, ESPORTE, INFRAESTRUTURA, APERFEIÇOAMENTO, PROGRAMA, ESPORTE PERFORMANCE, OLIMPÍADAS, PARAOLIMPÍADAS, PROJETO DE LEI DE CONVERSÃO. 
DISPOSITIVOS, DESTINAÇÃO, PERCENTAGEM, RECURSOS FINANCEIROS, MINISTÉRIO DO ESPORTE, ARRECADAÇÃO, LOTERIA, CONFEDERAÇÃO BRASILEIRA DE CLUBES, CBC, DESTAQUE, VOTAÇÃO EM SEPARADO, SUPRESSÃO, DEFESA.
SALÁRIO MÍNIMO, ÍNDICE, REAJUSTE, GOVERNO FEDERAL, DEFESA.";LÍDER;"O SR. CÂNDIDO VACCAREZZA (Bloco/PT-SP. Como Líder. Sem revisão do orador.) - Sr. Presidente, Sras. e Srs. Deputados, esta é a minha primeira fala na Legislatura que começou no dia 1º de fevereiro. Quero parabenizar todos os Parlamentares eleitos.
Estamos discutindo a medida provisória relatada pelo Deputado da Bahia, meu conterrâneo José Rocha. Temos uma grande unidade. Quero dirigir-me pessoalmente ao Deputado José Rocha e fazer um apelo para seguirmos unificados, trabalharmos juntos.
Quanto à pequena diferença na base, para que a população que está nos assistindo entenda, o Deputado José Rocha fez um trabalho primoroso na Casa no ano passado e no ano retrasado, defendendo o esporte brasileiro, e, na relatoria desta medida provisória, foi colocada a Lei Pelé.
Todas as questões, Deputado José Rocha, da Lei Pelé estão garantidas. Nós já fizemos um acordo com o Governo para manter os recursos financeiros para o Comitê Olímpico Brasileiro e para o Comitê Paraolímpico Brasileiro. O Governo quer tirar apenas a parte dos recursos para a Confederação Brasileira de Clubes - CBC, aqueles recursos que iriam para os grandes clubes prepararem os atletas olímpicos e paraolímpicos, os atletas do futebol. 
Nós nos comprometemos a continuar a discussão e procurar uma alternativa. Sei das intenções e do comportamento de V.Exa. na defesa do esporte brasileiro e da importância desse item para V.Exa., mas quero fazer um apelo no sentido de que façamos um acordo na Casa para aprovar a Medida Provisória nº 502 e partir para outras discussões.
Então, deixo aqui o meu apelo para que nós façamos um acordo com toda a base - parece-me que a Oposição também apoia - e tenhamos uma posição consensual, sem um debate, que é importante, não é secundário, mas que adiemos essa discussão. Feito isso, teremos uma vitória em relação ao que já se conseguiu, como a Bolsa-Atleta, uma vitória, em primeiro lugar, de V.Exa. Tivemos outra vitória ao incluir a Lei Pelé nessa medida provisória e garantir os recursos necessários para o Comitê Olímpico Brasileiro.
Então, já saímos daqui bem. Fica faltando uma parte, a partir da qual vamos conversar.
Como ainda disponho de mais três minutos, quero mudar de assunto.
Assisti à fala da Oposição sobre o salário mínimo e quero aqui me dirigir aos Deputados da Oposição e à base do Governo: este é um tema que nós podemos resolver rapidamente. 
Houve, nos 8 anos do Governo do Presidente Lula, um aumento do salário mínimo, em termos reais, superior a 56%. Nós lutávamos para que o salário mínimo chegasse a 100 dólares. Hoje está em 326 dólares. Por que conseguimos essa vitória para o salário mínimo? Porque encontramos uma fórmula que resultou num acordo entre o Governo e as centrais sindicais. Era o seguinte: reajustar o salário mínimo considerando a variação do PIB de 2 anos anteriores e a variação da inflação do ano anterior. Com isso, ganham os trabalhadores, com a certeza de que o salário mínimo terá um aumento acima da inflação; ganha o Brasil, porque estabelece uma política de recuperação do salário mínimo de longo prazo - a nossa ideia é recuperar o valor do salário mínimo até 2023; e ganham também os empresários, porque terão previsibilidade do valor do salário mínimo.
Nessa política para o ano de 2009, um ano de crise, houve um reajuste robusto do salário mínimo, acima da inflação. Ninguém questionou o fato de não ter havido variação positiva do PIB, porque o PIB foi negativo. Mesmo assim, nós garantimos o reajuste do salário mínimo em 2009.
Neste ano de 2011, a previsão para o reajuste do salário mínimo era apenas a inflação, já que a variação do PIB foi negativa. Por isso o Presidente Lula editou uma medida provisória estabelecendo o salário mínimo em 540 reais. 
Agora, a Presidenta Dilma, após discussão com as centrais sindicais sobre o ajuste do salário mínimo, chegou ao número de 545 reais, dando um aumento real de 1,3% para o mínimo, ou seja, a inflação mais 1,3%. 
Nessa condição, vamos ter um aumento justo e uma política para continuar com o reajuste do salário mínimo.
Ontem, a Presidente Dilma, na reunião da coordenação do Governo, na qual eu estava presente, garantiu - e isso quero transmitir a todos os Deputados - que até o final do seu Governo essa política vai continuar. Isso quer dizer que, para o ano que vem, o reajuste do salário mínimo será em torno de 13% e daqui a dois anos, se o Brasil continuar crescendo, como esperamos, vamos ter reajustes robustos, anuais, para o salário mínimo.
Quero me dirigir à Oposição, de quem ouvi os discursos, e à base do Governo, para dizer que nessa questão o Governo brasileiro continua firme com sua política de desenvolvimento econômico, de distribuição de renda e de criação de empregos e vai paulatinamente recuperar o valor do salário mínimo.
Peço o apoio de todos os Deputados desta Casa para, nestes próximos 15 dias, aprovarmos a política do salário mínimo e o seu valor em 545 reais.
Obrigado."
2011-02-08T17:40;REQUERIMENTO, PREFERÊNCIA, VOTAÇÃO, MEDIDA PROVISÓRIA,  ALTERAÇÃO, LEI FEDERAL , AUTORIZAÇÃO, EMPRESA BRASILEIRA DE PESQUISA AGROPECUÁRIA, EMBRAPA, ABERTURA, ESCRITÓRIO, ATUAÇÃO, EXTERIOR, APOIO.;PELA ORDEM;"O SR. CÂNDIDO VACCAREZZA (Bloco/PT-SP. Pela ordem. Sem revisão do orador.) - Pela ordem, Sr. Presidente, eu quero, acompanhando a fala do Deputado ACM Neto, dizer que nós estamos a favor desse encaminhamento. Nós fizemos um acordo no sentido de inverter a pauta, de, em vez de discutir a MP 503, passar diretamente para a discussão da MP 504, e nesse caso o relatório já é conhecido por todos, porque é a matéria original, a MP original. 
O Senado, porém, aprovou hoje a MP 501; então, meu apelo para a Oposição é no sentido de que nós discutamos a MP 501, que está na frente da MP 504, e em seguida entremos na MP 504."
2011-02-15T15:42;"PROJETO DE LEI, REAJUSTE, VALOR, SALÁRIO MÍNIMO, ÍNDICE NACIONAL DE PREÇOS AO CONSUMIDOR, INPC, POLÍTICA, VALORIZAÇÃO, LONGO PRAZO, DISCIPLINAMENTO, REPRESENTAÇÃO, NATUREZA FISCAL, PENALIDADE, PARCELAMENTO, CRÉDITO TRIBUTÁRIO, ACORDO, PROCEDIMENTO, LÍDER, PARTIDO POLÍTICO, VOTAÇÃO. 
PROJETO DE RESOLUÇÃO, AUMENTO, NÚMERO, VICE LÍDER, GOVERNO FEDERAL, MINORIA PARLAMENTAR, AGILIZAÇÃO, VOTAÇÃO, DEFESA.";PELA ORDEM;"O SR. DEPUTADO CÂNDIDO VACCAREZZA - Pela ordem, Sr. Presidente.
O SR. PRESIDENTE (Deputado Marco Maia) - É bom os Líderes que participaram do processo de discussão - o Líder do Governo e os Líderes da Oposição - esclarecerem todo o acordo que foi firmado, para que se tenha clareza dos procedimentos que nós adotaremos de agora até o dia de amanhã.
O SR. DEPUTADO CÂNDIDO VACCAREZZA - Sr. Presidente, o Deputado Antonio Carlos Magalhães Neto foi bastante preciso quanto ao acordo que nós fizemos. 
Primeiro ponto: vamos fazer uma Comissão Geral com painel aberto. A abertura do painel não caracteriza um precedente para ser usado outras vezes, a não ser que seja fruto de outro acordo.
Segundo: teremos duas votações nominais, uma amanhã, em sessão extraordinária...
O SR. PRESIDENTE (Deputado Marco Maia) - Só para esclarecer. Esse painel vale para a sessão extraordinária que teremos logo após, que tem na pauta a Medida Provisória nº 501.
O SR. DEPUTADO CÂNDIDO VACCAREZZA - Também fizemos um acordo com a Oposição, Sr. Presidente, se V.Exa. incorporar, que seria votar hoje a alteração da quantidade de Vice-Líderes - aumentaríamos duas vagas na Vice-Liderança do Governo e uma na Vice-Liderança da Oposição. Poderíamos votar essa matéria na quinta-feira, mas como já está aberta a sessão, resolveríamos esse problema.
Amanhã, seria realizada uma sessão extraordinária, conforme determina o Regimento - aí V.Exa. pode definir essa questão, mas, pelo que eu entendo, faríamos a votação do projeto sem verificação e haveria duas emendas para votação nominal, uma do PSDB e outra do DEM, do PDT, do PV e de outros partidos.
Podemos fazer um acordo para votar o projeto. E se houver necessidade de apoiamento para essas emendas serem votadas, peço aos Líderes da base que deem esse apoio. Está claro que se trata de um apoiamento apenas para cumprirmos o rito de votação, para a matéria poder tramitar; do contrário ficará prejudicada a votação, já que não há destaque de votação.
Acho que está claro, Sr. Presidente."
2011-02-15T19:34;PROJETO DE LEI, REAJUSTE, VALOR, SALÁRIO MÍNIMO, ÍNDICE NACIONAL DE PREÇOS AO CONSUMIDOR, INPC, POLÍTICA, VALORIZAÇÃO, LONGO PRAZO, DISCIPLINAMENTO, REPRESENTAÇÃO, NATUREZA FISCAL, PENALIDADE, PARCELAMENTO, CRÉDITO TRIBUTÁRIO, INCLUSÃO, MATÉRIA PENAL, LEGALIDADE.;PELA ORDEM;"O SR. CÂNDIDO VACCAREZZA (PT-SP. Pela ordem. Sem revisão do orador.) - Infelizmente, Sr. Presidente, o Deputado Arnaldo Faria de Sá, que conhece bem o Regimento, erra nesta questão. O Regimento fala de emenda, e já temos jurisprudência para casos como este, decisão do Presidente Michel Temer: em emenda de Relator ou projeto de lei que venha do Executivo, o Plenário é soberano, e a matéria será submetida direto ao Plenário.
	A tese que o Deputado Arnaldo Faria de Sá defende teria sentido se se tratasse de emenda de um Deputado a uma medida provisória. Não cabe considerar matéria estranha a um projeto que venha do Executivo. Aliás, mesmo medidas provisórias já foram criticadas pela Oposição por conterem mais de 23 temas, um diferente do outro, e o Plenário foi quem julgou. 
Portanto não tem nenhuma procedência a questão de ordem do Deputado Arnaldo Faria de Sá."
2011-02-15T19:34;PROJETO DE LEI, REAJUSTE, VALOR, SALÁRIO MÍNIMO, ÍNDICE NACIONAL DE PREÇOS AO CONSUMIDOR, INPC, POLÍTICA, VALORIZAÇÃO, LONGO PRAZO, DISCIPLINAMENTO, REPRESENTAÇÃO, NATUREZA FISCAL, PENALIDADE, PARCELAMENTO, CRÉDITO TRIBUTÁRIO,  REQUERIMENTO, REGIME DE URGÊNCIA, VOTO FAVORÁVEL, GOVERNO FEDERAL.;ORIENTAÇÃO DE BANCADA;"O SR. CÂNDIDO VACCAREZZA (PT-SP. Pela ordem. Sem revisão do orador.) - Obrigado, Sr. Presidente. 
	Poucos temas na Casa foram tão debatidos quanto o salário mínimo. Realizamos uma Comissão Geral hoje. O Ministro Guido Mantega ficou aqui todo o tempo necessário para o debate. Ouvimos todas as Centrais Sindicais, e o Governo esteve presente em diversas bancadas, inclusive nas do PSDB e do DEM, de modo que a discussão está madura.
Há acordo para realização de sessão extraordinária amanhã com 40 oradores, para se manifestarem sobre o tema. Poucos projetos tiveram tanto debate. Portanto, a discussão está madura. Está na hora de definirmos o salário mínimo do Brasil.
	O Governo vota ""sim""."
2011-02-15T19:34;PROJETO DE RESOLUÇÃO, ALTERAÇÃO, REGIMENTO INTERNO, CÂMARA DOS DEPUTADOS,  COMPOSIÇÃO, LIDERANÇA, GOVERNO FEDERAL, LIDERANÇA, MINORIA PARLAMENTAR, NÚMERO, VICE LÍDER, REQUERIMENTO, REGIME DE URGÊNCIA, ENCAMINHAMENTO DE VOTAÇÃO, APOIAMENTO.;ENCAMINHAMENTO DE VOTAÇÃO;"O SR. CÂNDIDO VACCAREZZA (PT-SP. Sem revisão do orador.) - Sr. Presidente, este é um requerimento objeto de acordo na Casa. Acabei de conversar com os Deputados Ivan Valente e Chico Alencar. Todos os partidos estão de acordo.
Como há acordo entre todos os partidos, podemos aprovar de forma nominal a ampliação do número de Vice-Líderes do Governo em dois e da Oposição em mais um. Dessa maneira, ficaria a Liderança do Governo com um Líder e sete Vice-Líderes e a Oposição com um Líder e quatro Vice-Líderes.
Há acordo de todos os partidos, de todos os Deputados. Portanto, peço a V.Exa. que submeta esse requerimento à votação simbólica, inclusive porque boa parte dos Deputados já saiu."
2011-02-15T19:34;EMENDA,  SENADO, PROJETO DE LEI DE CONVERSÃO, MEDIDA PROVISÓRIA, AUXÍLIO FINANCEIRO, UNIÃO FEDERAL, ESTADOS, DF, MUNICÍPIOS, FOMENTO, EXPORTAÇÃO, CRIAÇÃO, FUNDOS, UNIÃO FEDERAL, SUBSTITUIÇÃO, FIADOR, CRÉDITO EDUCATIVO, FINANCIAMENTO AO ESTUDANTE DO ENSINO SUPERIOR, FIES, AMPLIAÇÃO, SUBVENÇÃO, NATUREZA ECONÔMICA, TESOURO NACIONAL, BNDES,   SUPRESSÃO, DISPOSITIVOS, PAGAMENTO, DÉBITO FISCAL, PRECATÓRIO, DESTAQUE, VOTO FAVORÁVEL, GOVERNO FEDERAL.;ORIENTAÇÃO DE BANCADA;"O SR. CÂNDIDO VACCAREZZA (PT-SP. Pela ordem. Sem revisão do orador.) - Sr. Presidente, todos os problemas que houver nesta medida provisória são pequenos.
	Peço a todos os Deputados da base que a aprovem. Não há compromisso do Governo com veto em toda a medida provisória. Haverá veto em relação a uma ou outra emenda.
	E, para acelerar a discussão e a votação, peço a todos os Deputados da base que permaneçam em plenário, porque temos dois requerimentos de urgência para votar. Um deles é o requerimento de urgência do salário mínimo. 
	Portanto, para acelerar a votação, oriento o voto ""sim"", seguindo o acordo aqui firmado, para votarmos com tranquilidade os temas seguintes."
2011-02-16T18:42;"PROJETO DE LEI, REAJUSTE, VALOR, SALÁRIO MÍNIMO, ÍNDICE NACIONAL DE PREÇOS AO CONSUMIDOR, INPC, POLÍTICA, VALORIZAÇÃO, LONGO PRAZO, DISCIPLINAMENTO, REPRESENTAÇÃO, NATUREZA FISCAL, PENALIDADE, PARCELAMENTO, CRÉDITO TRIBUTÁRIO. 
DISPOSITIVOS, DEFINIÇÃO, REAJUSTE, SALÁRIO MÍNIMO, DECRETO EXECUTIVO, DECRETO FEDERAL, LEGALIDADE,  AVALIAÇÃO.";PELA ORDEM;"O SR. CÂNDIDO VACCAREZZA (PT-SP. Pela ordem. Sem revisão do orador.) - Sr. Presidente, apenas para entrar neste debate, dou uma informação: o que nós apresentamos, na condição de Governo, foi o aumento do salário mínimo até 2014. A lei é clara. Há uma fórmula, que será aprovada ou não aqui na Casa, que valerá para o salário mínimo de 2011, 2012, 2013 e 2014. Isso já está aprovado. Trata-se da variação do PIB dos dois anos anteriores somada à inflação do último ano.
	Imaginem que absurdo e que burocracia haveria se fôssemos obrigados a fazer uma lei para apresentar um cálculo. O papel do Executivo será apenas o de somar. Agora, aqueles que não querem que haja uma lei de recuperação do salário mínimo, que acreditam possível que, em 2011, definamos um salário mínimo de 613 reais ou de 615 reais podem dar razão ao Deputado e companheiro Roberto Freire, porque, nesse caso, discutiríamos se seria um aumento tão grande de 13%, ou se seria menor ou maior. 
	Então, esta Câmara não está sendo desrespeitada. Ao contrário, está definindo uma política de longo prazo para o salário mínimo. Caberá ao Executivo apenas fazer o cálculo e, por decreto, dizer qual é esse cálculo aprovado aqui. 
	Portanto, não tem nada a ver essa avaliação de que perdemos poder. Ao contrário, definimos uma política vigorosa para a recuperação do salário mínimo. Aliás, poderíamos, já depois de definida a eleição de 2014 para o próximo Governo, apresentar uma outra lei que vá até 2018. Afinal, queremos recuperar o valor do salário mínimo constitucional até 2023."
2011-02-16T18:42;"PROJETO DE LEI, REAJUSTE, VALOR, SALÁRIO MÍNIMO, ÍNDICE NACIONAL DE PREÇOS AO CONSUMIDOR, INPC, POLÍTICA, VALORIZAÇÃO, LONGO PRAZO, DISCIPLINAMENTO, REPRESENTAÇÃO, NATUREZA FISCAL, PENALIDADE, PARCELAMENTO, CRÉDITO TRIBUTÁRIO, APOIAMENTO, BASE DE APOIO, GOVERNO FEDERAL, AGRADECIMENTO. 
GOVERNO, LUIZ INÁCIO LULA DA SILVA, EX PRESIDENTE DA REPÚBLICA, PARTIDO POLÍTICO, PT, POLÍTICA, VALORIZAÇÃO, SALÁRIO MÍNIMO, AUMENTO, EMPREGO, DESENVOLVIMENTO ECONÔMICO, AVALIAÇÃO, ELOGIO. 
PARTIDO POLÍTICO, OPOSIÇÃO, COMPORTAMENTO POLÍTICO, CRÍTICA.";LÍDER;"O SR. CÂNDIDO VACCAREZZA (PT-SP. Como Líder. Sem revisão do orador.) - Sr. Presidente, Sras. e Srs. Deputados, quero dirigir-me à base do Governo. Gostaria de citar o nome de cada um dos Parlamentares da base do Governo, mas como são muitos, vou escolher dois, mas se sintam todos citados, porque o Governo está extremamente agradecido pela mobilização, pelo debate político e pela qualidade que a base demonstrou no debate.
Sou obrigado a falar do PSC. Há uma cobrança do partido, que diz que nunca me refiro a ele. Prometi fazer uma referência e estou cumprindo. Em nome do Deputado Ratinho Junior e da Deputada Ana Arraes, a única mulher Líder da base, agradeço aos demais Líderes.
O discurso do Deputado Henrique Eduardo Alves no plenário trouxe emoção para a discussão que fizemos ao longo de 5 dias. 
Nos últimos 20 anos, talvez esse tenha sido o único projeto que entrou na Casa, foi publicado em uma sexta-feira e está sendo votado na quarta-feira. Pela primeira vez, quase 150 Deputados falaram a respeito de um projeto, emitindo suas opiniões. 
Foi fácil unificar a base do Governo em torno desse projeto. Lembro-me, na discussão entre os Líderes da base, do Deputado Henrique Eduardo Alves dizendo: ""Fui para as ruas, quando candidato, e ganhei voto defendendo essa política do salário mínimo"". No debate no período eleitoral, houve um candidato que prometia um salário mínimo de 600 reais - todos sabemos que se tivesse ganho não estaríamos aqui com um salário de 600 reais - mas não falava de política de longo prazo para o salário mínimo.
A nossa Presidenta Dilma deixava claro: ""Vou manter a política iniciada no Governo Lula. Vou garantir, haja ou não crise, o aumento do salário mínimo com base na fórmula acordada com as centrais sindicais"". Essa fórmula deu quase 60% de reajuste real para o salário mínimo em 8 anos.
Às vezes, observamos a fala da Oposição e é risível eles dizerem que houve a crise do México e a crise da Rússia. Enfrentamos a crise, de uma só vez, dos Estados Unidos, do Japão e de toda a Europa. O centro do mundo faliu no final de 2008. Mesmo assim, em 2009, garantimos um aumento de 7% para quem ganhava salário mínimo. Em 2010, garantimos um aumento de 7,7%. Só um Governo popular como o do Presidente Lula poderia garantir esse reajuste do salário mínimo.
Mas não foi só o salário mínimo. Houve investimento como há muito tempo no Brasil não tínhamos. Houve política industrial. Houve política de energia, rompendo a era do apagão, em que as pessoas tinham que tomar banho em 1 minuto e não podiam ficar com as luzes acesas em casa.
Foi esse processo que levou o Brasil a ter desenvolvimento econômico, distribuição de renda e criação de empregos. Foi nesse processo, com o Lula e com a Dilma, que o Brasil ganhou importância política e econômica.
Hoje somos uma Nação com uma outra agenda. Não estamos mais discutindo o desemprego. Na época deles, o principal problema para os trabalhadores não era só o salário mínimo, que era menor que 100 dólares. Era um desemprego brutal, em que numa família com cinco pessoas às vezes havia quatro desempregados. Hoje o Brasil é o país que possui o menor índice de desemprego.
Herança bendita foi a que a Presidente Dilma pegou. As três maiores refinarias de petróleo do mundo estão sendo construídas aqui no Brasil. As maiores hidrelétricas do mundo estão sendo construídas no Brasil.
E pegamos um Governo com 300 bilhões de dólares de reserva. Na época deles, eram apenas 36, e a dívida total passava dos 300 bilhões. Hoje, não. O Brasil tem respeito, tem dignidade. 
A base do Governo está aqui representando o sentimento das ruas, o sentimento do povo brasileiro de que o salário mínimo será recuperado até 2023.
Quero dizer ao meu amigo Deputado Arnaldo Faria de Sá que o seu lugar é perto de nós, garantindo os reajustes reais para o salário mínimo, garantindo que os aposentados não tenham perdas salariais, como não tiveram no Governo Lula - tiveram ganhos -, e garantindo um processo, pois o nosso País está cada vez mais forte.
Vamos construir a primeira grande potência no Hemisfério Sul com a continuidade dessa política. E a nossa política não é só do salário mínimo. Assim que terminar este processo de votação do salário mínimo, Deputado Garotinho - sei que V.Exa. tem uma proposta importante para o reajuste da tabela do Imposto de Renda -, vamos discutir e votar o reajuste da tabela do Imposto de Renda e votar também um aumento para aqueles que recebem o Bolsa-Família.
Quero concluir, Sr. Presidente, pedindo que a nossa base não saia do plenário, pois vai haver votação até 1h. Provavelmente haverá uma outra sessão extraordinária.
Peço a todos os Deputados da base que fiquem aqui, para o bem do Brasil, para garantir esse processo de desenvolvimento econômico, distribuição de renda e criação de empregos para o nosso País.
Vamos votar, Sr. Presidente."
2011-02-16T18:42;PROJETO DE LEI, REAJUSTE, VALOR, SALÁRIO MÍNIMO, ÍNDICE NACIONAL DE PREÇOS AO CONSUMIDOR, INPC, POLÍTICA, VALORIZAÇÃO, LONGO PRAZO, DISCIPLINAMENTO, REPRESENTAÇÃO, NATUREZA FISCAL, PENALIDADE, PARCELAMENTO, CRÉDITO TRIBUTÁRIO, VOTO FAVORÁVEL, GOVERNO FEDERAL, VICENTINHO, RELATOR, CONGRATULAÇÕES.;ORIENTAÇÃO DE BANCADA;"O SR. CÂNDIDO VACCAREZZA (PT-SP. Pela ordem. Sem revisão do orador.) - Sr. Presidente, eu gostaria de parabenizar o Deputado Vicentinho, Relator dessa matéria, quadro de primeira linha do movimento sindical brasileiro, que tem agora a oportunidade de definir uma política salarial para o salário mínimo até 2014.
	É uma grande conquista, Deputado Vicentinho. V.Exa. tem todo o motivo de se orgulhar por ser o Relator dessa matéria nesta Casa. Este ano nós vamos dar um aumento real ao salário, de 1,3%, com base numa política que vem sendo sucesso. Lembro-me do companheiro Vicentinho lutando para que o salário mínimo chegasse a 100 dólares, quando a Oposição governava o País. Hoje estamos dando um aumento real ao salário mínimo para este ano e definindo um aumento real até 2015.
	Portanto, o Governo vota ""sim"".
	Hoje é uma data histórica para este Parlamento brasileiro, uma data que engrandece o nosso Parlamento. Estamos apresentando ao País um dos pontos importantes da política econômica que garante desenvolvimento econômico, distribuição de renda e criação de empregos.
	Portanto, é ""sim"".
	Mais uma vez, meus parabéns, Deputado Vicentinho. (Palmas.)
	O SR. PRESIDENTE (Marco Maia) - Em votação a matéria."
