0;1
PELA ORDEM;"O SR. REINHOLD STEPHANES JUNIOR (Bloco/PSD - PR. Pela ordem. Sem revisão do orador.) - Sra. Presidente Geovania de Sá, eu serei rápido. Quero dizer que o Congresso tem uma grande oportunidade este ano de mudar o Brasil. As urnas elegeram Jair Bolsonaro pela sua postura com relação à segurança, aos seus princípios, para acabar com a farra que a esquerda fez no Brasil. Vamos acabar com a incompetência, com as diretrizes ruins, e implantar a reforma tributária, a reforma da Previdência, pela qual o meu pai tanto lutou, fazer a desoneração da folha e criar muitas leis boas para gerar emprego e renda e melhorar o nosso País. 
Contem comigo para apoiar essas mudanças! Obrigado. ."
PELA ORDEM;"O SR. REINHOLD STEPHANES JUNIOR (Bloco/PSD - PR. Pela ordem. Sem revisão do orador.) - Sr. Presidente, meus colegas Deputados e Deputadas, é a primeira vez que subo à tribuna desta Casa e é uma honra poder aqui representar o povo do Paraná e do Brasil.
Eu quero, primeiramente, desejar ao nosso Presidente da República, Jair Bolsonaro, uma rápida recuperação, porque ele tem uma missão muito árdua neste e nos próximos anos, que é mudar o Brasil. Ao Ratinho Junior, nosso Governador do Paraná, esse jovem idealista, eu também desejo uma boa gestão, que eu tenho a certeza de que será muito profícua para todos nós.
Este é um ano muito difícil. Nós vamos ter que refazer o caminho que essa esquerda fez no País, gerando miséria, desemprego e a maior roubalheira da nossa história. Esse pessoal de esquerda não tem noção do que faz, ao pichar os muros com os nomes de Che Guevara, Fidel, Chávez, Nicolás Maduro. Todos esses são assassinos, psicopatas, pessoas infelizes e que defendem coisas ruins, ideias atrasadas que não deram certo em nenhum lugar do mundo.
O Brasil tem que mudar! Historicamente, o pessoal de esquerda diz que defende os mais necessitados, mas defende as regalias, as mordomias. A reforma da Previdência é para beneficiar os mais humildes. Não quero entrar em cálculos atuariais nem na questão da poupança, que é feita por cada um dos brasileiros para a sua própria aposentadoria, mas hoje o sistema está todo errado.
Meu caro Deputado Federal Vermelho, colega do Paraná - e desejo-lhe sucesso aqui, estou certo de que será um grande Deputado -, o atual sistema é totalmente absurdo. Nós temos que fazer as reformas da Previdência e a tributária, para desonerar impostos, unificar, simplificar. Há muita coisa para aprovar este ano, como a desoneração da folha de pagamento e as medidas contra a corrupção, para acabar com essa roubalheira. É triste ver aqui Deputados do Paraná, como vi ainda há pouco o Deputado Zeca Dirceu, criticando indevidamente a Ministra da Educação. Tristemente, eu vi também a Deputada Gleisi Hoffmann atacando a juíza que, cheia de provas, proferiu uma sentença. É muito triste condenar um ex-Presidente, mas ela o fez dentro da lei e dentro do que é correto.
Eu desejo sucesso a este Parlamento neste ano. Nós temos muito trabalho. Agora é botar para quebrar, porque o Brasil precisa da nossa ajuda.
Um forte abraço. Muito obrigado a quem está nos assistindo em casa.
Sr. Presidente, solicito a divulgação de meu discurso no programa A Voz do Brasil."
PEQUENO EXPEDIENTE;"O SR. REINHOLD STEPHANES JUNIOR (Bloco/PSD - PR. Sem revisão do orador.) - Bom, eu sou católico apostólico romano praticante. Nunca escutei tanta coisa sem nexo. Vir um Deputado Federal à tribuna falar essas coisas aqui, como se a ABIN, como se o Brasil fosse uma ditadura e estivesse perseguindo os católicos? Isso não faz sentido.
Muito obrigado."
PEQUENO EXPEDIENTE;"O SR. REINHOLD STEPHANES JUNIOR (Bloco/PSD - PR. Sem revisão do orador.) - Obrigado, Deputada Geovania de Sá.
	Sou Deputado novo na Casa e tenho observado a maneira como atuam aqui os Deputados, principalmente os da Esquerda. Ontem, disseram que o Governo espia a Igreja Católica. Eu sou católico e faço parte da base do Governo. Eles disseram que ele queria entregar o Governo do Brasil, abrindo mão da soberania, ao punir pessoas e entidades ligadas ao terrorismo internacional. Há uma distorção muito grande.
Hoje eu ouvi dizer aqui que o Bolsonaro não quer beneficiar os mais humildes. A maneira, a linguagem, a distorção, as fake news e a manipulação são impressionantes!
Eu quero pedir maior seriedade no trato da coisa.
Muito obrigado."
DISCUSSÃO;"O SR. REINHOLD STEPHANES JUNIOR (Bloco/PSD - PR. Sem revisão do orador.) - Sr. Presidente, meus colegas e minhas colegas, realmente este acordo entre Brasil e Suíça é importante, é necessário e vai ajudar os trabalhadores de ambos os países.
Mas, além da discussão deste tema, eu quero dizer que escutei agora há pouco um Deputado do PT chamar de fascista um colega meu de partido. É um analfabeto político este petista, mal sabe ele a definição de fascista. Na Itália, o fascismo era o culto à pessoa do Mussolini, assim como o PT tem um culto ao Lula; era o uso das bandeiras do partido, acima das bandeiras nacionais; vinha da massa do proletariado, os seus membros fascistas eram operários, trabalhadores, principalmente sindicalistas, que eram os seus líderes. Os fascistas eram contra o liberalismo econômico, eram contra a imprensa, mentiam, manipulavam. Eram pessoas realmente nojentas.
O fascismo era um autoritarismo de esquerda. O fascismo pregava a luta de classes entre pobres e ricos, negros e brancos, católicos e protestantes - exatamente como PT, o PSOL e outros partidos fazem aqui. Ser fascista é isso. Então, na hora em que chama de fascista um Deputado do meu partido, ele deveria estar olhando num espelho que refletisse a cara dele! Deve ter sido isso que ele quis dizer, porque petista é fascista por excelência. É só olhar o que significa o fascismo historicamente. É a doutrina ideológica do PT! E eles vêm aqui à Casa criar um novo slogan para desqualificar seus adversários. Quando não há argumento, o pessoal do PT age desta forma: ""Você é fascista!"". Mas fascista é a definição do PT - coisa ruim, coisa do diabo.
Muito obrigado."
PEQUENO EXPEDIENTE;"O SR. REINHOLD STEPHANES JUNIOR (Bloco/PSD - PR. Sem revisão do orador.) - Sra. Presidente, meus colegas Deputados, senhoras e senhores, eu tenho visto aqui ultimamente o PT sendo contra tudo e a favor de nada, naquela prática do ""quanto pior, melhor"". Isso não ajuda o Brasil nem os brasileiros. O PT deveria ter consciência de que prejudicou demais o Brasil nos últimos 14 anos, mas continua com essas atitudes de obstrução, de ser contra tudo e a favor de nada.
A reforma da Previdência é necessária e importante para o Brasil. É uma questão de justiça igualar os brasileiros, diminuir as diferenças. Isso vai gerar emprego, renda, e vai garantir que as futuras gerações continuem tendo a aposentadoria paga pelo Governo.
O Brasil não é mais aquela grande massa de jovens, com poucos aposentados. Hoje, há quase o mesmo número de jovens e de idosos, e não há recursos. Algumas pessoas se aposentam ainda hoje com 50 anos de idade no Brasil, o que é um crime, é errado. As reformas, como a reforma da Previdência, a reforma tributária e outras que o Governo Bolsonaro está propondo, vêm para o bem.
Hoje, vivemos uma triste situação com o Michel Temer sendo preso. Só falta a Dilma agora.
Eu queria que a minha fala fosse divulgada no programa A Voz do Brasil.
Muito obrigado."
PELA ORDEM;"O SR. REINHOLD STEPHANES JUNIOR (Bloco/PSD - PR. Pela ordem. Sem revisão do orador.) - Sra. Presidente Geovania de Sá, meus colegas e minhas colegas, senhoras e senhores, eu tenho escutado aqui muito sobre a reforma da Previdência. Este é um tema sobre o qual eu me especializei. Fui Secretário da Secretaria de Estado da Administração e da Previdência do Paraná.
Foi o meu pai, em uma das vezes em que esteve à frente do Ministério da Previdência, que criou a aposentadoria rural. Até ele ser Ministro, o homem do campo não se aposentava. Então, falo sobre isso com propriedade.
Eu ouvi alguns Deputados aqui à tribuna dizerem que o BPC vai ser de 400 reais. Isso é uma desinformação ao povo brasileiro. O BPC está na proposta que veio ao Congresso com o valor de, no mínimo, um salário mínimo, ou seja, eu não sei de onde é essa fake news que ouvi agora há pouco. Eu sou católico, mas ouvi uma pessoa da igreja dizendo que o BPC será de 400 reais. Não é verdadeira essa informação.
De qualquer forma, a reforma da Previdência, que está sendo debatida na CCJ, onde eu estava, é correta e é importante para o Brasil. A pessoa mais humilde vai pagar um percentual menor sobre a contribuição previdenciária - 7,5%.
Hoje a folha é onerada para se garantir aposentadoria no futuro, e ela vai ser desonerada. Vai gerar emprego para os jovens, que são os que mais precisam de uma ajuda hoje para ter um emprego, um salário para começar a sua vida. A reforma vai proporcionar isso para eles.
Além disso, a reforma é que vai fazer com que o Brasil receba recursos, investimentos para gerar renda e empregos. Se nós continuarmos com 300 bilhões ao ano de déficit, o País vai parar, vai ficar pior do que está. Os Estados que hoje não pagam salários para os seus servidores públicos, como Rio Grande do Norte, Rio de Janeiro e outros, vão aumentar aos montes.
O Brasil precisa da reforma. Ela é necessária. Ela vem para o bem. Ela vem para colocar no mercado milhões de brasileiros desempregados, para melhorar a economia e é boa e necessária para o Brasil.
Muito obrigado, Sra. Presidente."
PELA ORDEM;"O SR. REINHOLD STEPHANES JUNIOR (Bloco/PSD - PR. Pela ordem. Sem revisão do orador.) - Obrigado, Sr. Presidente.
Eu tenho escutado os Deputados da Esquerda aqui, de modo geral, falando dos 100 dias do Governo Bolsonaro. Ele já fez muito mais do que prometeu na campanha: enviou a reforma da Previdência, já preparou a reforma tributária, está hoje arrumando a casa, porque arrumar 14 anos de desgoverno do PT e seus aliados é uma coisa herculana.
Escuto também a palavra ""fascista"". As pessoas têm que estudar o fascismo. O fascismo era do proletariado, o fascismo era de esquerda, o fascismo era dos sindicalistas, era contra o liberalismo econômico, era contra exatamente aquilo que nós representamos. O fascismo é a esquerda.
Muito obrigado, Sr. Presidente."
PELA ORDEM;"O SR. REINHOLD STEPHANES JUNIOR (Bloco/PSD - PR. Pela ordem. Sem revisão do orador.) - O PSD acabou de sair do Bloco, é a primeira vez que o partido orienta a votação.
É claro que, nesse tema do consórcio, que tanto beneficia as Prefeituras, a nossa orientação é ""sim"".
E eu queria aproveitar e dizer que eu escuto aqui muito o pessoal das esquerdas. É uma manipulação, é muita mentira, é muita coisa que não precisa. Eu acho que o Governo está no início, tem muito por fazer e está no caminho certo.
Muito obrigado."
PELA ORDEM;"O SR. REINHOLD STEPHANES JUNIOR (PSD - PR. Pela ordem. Sem revisão do orador.) - Muito obrigado, cara Presidente.
Deputado Vermelho, que me muito me honra ser seu colega do Paraná e faz um belo trabalho aqui na Casa; Deputada Geovania de Sá, de Santa Catarina, meus colegas, senhoras e senhores, hoje eu venho à tribuna por duas razões.
A primeira é para lamentar o falecimento de Sua Alteza Real o Grão-Duque Jean, de Luxemburgo, um país pequeno, mas de coração grande, que fica no centro da Europa, entre a França, a Alemanha e a Bélgica.
Eu tenho ascendência de dois luxemburgueses o Peter Grey e o Nicolau Bley. Minha família até hoje mantém relacionamentos de amizade com esse país.
O Grão-Duque Jean governou Luxemburgo de 1964 até o ano 2000, quando passou o trono ao Grão-Duque atual, seu filho Henri.
Luxemburgo é um país que hoje é o centro financeiro da União Europeia e tem uma das maiores rendas per capita do mundo. Algumas empresas do país trabalham aqui no Brasil. É muito especializado na área de cirurgia, siderurgia e tecnologia aeroespacial.
Lamento muito a passagem do Grão-Duque Jean, que ontem faleceu.
O outro tema que eu queria abordar é o que esta Casa debateu ontem na CCJ até a meia-noite.
Deputado Boca Aberta, nós tivemos um embate muito forte na CCJ, não só sob o ponto de vista da constitucionalidade da reforma da Previdência.
Foi um embate que chegou até a ser irracional, com algumas atitudes de confronto, de dedo na cara, de falar cuspindo. Por parte de alguns integrantes do PT, do PSOL e do PCdoB, foi terrível.
De qualquer maneira, foi aprovada a constitucionalidade da reforma.
Este é um tema importante para o Brasil. A reforma, ao contrário do que se diz, beneficia as pessoas que mais precisam da Previdência, porque vão pagar menos, porque vai haver equidade entre o setor público e privado.
Ela não vai ficar ainda como deveria, mas já vai...
A SRA. PRESIDENTE (Geovania de Sá. PSDB - SC) - Peço que conclua, nobre Deputado.
O SR. REINHOLD STEPHANES JUNIOR (PSD - PR) - A reforma é muito importante. Nós gastamos por ano quase 700 bilhões de reais com aposentadorias. O orçamento da educação é de 115 bilhões de reais. O orçamento da saúde é de 87 bilhões de reais. O da segurança é de vinte e poucos bilhões de reais. Ou seja, nós estamos hoje gastando quase tudo o que temos de recursos com aposentadorias. Se nós formos nesse ritmo, não vamos poder pagar aos futuros aposentados nem ter recursos para infraestrutura, saúde, educação e segurança.
Além disso, quem está no INSS ganha muito pouco, e quem está fora, nos outros regimes, ganha muito. Vão ficar mais iguais os brasileiros.
A reforma é importante e necessária.
Muito obrigado, Sra. Presidente."
