0;1
PARECER;"O SR. PAULO PEREIRA DA SILVA (SOLIDARIEDADE - SP. Para proferir parecer. Sem revisão do orador.) - Sra. Presidente, Srs. Deputados, eu conversei com vários partidos, e a ideia de apresentar esse substitutivo não é minha. Aqui está a opinião de vários partidos que estão sendo penalizados pelo TSE. Portanto, o que eu vou apresentar aqui é basicamente um acordo feito com quase todos os partidos da Casa, além de um acordo com as mulheres - estive reunido ontem com Presidente Soraya, com a Deputada Dorinha e com várias companheiras, e chegamos a um entendimento sobre o texto das mulheres. 
Eu vou ler o parecer. O projeto é de autoria do Líder do DEM, meu amigo Deputado Elmar Nascimento.
""Projeto de Lei nº 1.321, de 2015
Altera a Lei nº 9.096, de 19 de setembro de 1995, que dispõe sobre partidos políticos, regulamenta os arts. 17 e 14, § 3°, inciso V, da Constituição Federal, a fim de dispor sobre a autonomia dos partidos políticos para definir o prazo de duração dos mandatos dos membros dos seus órgãos partidários permanentes ou provisórios.
I - Relatório
O presente projeto de lei objetiva regulamentar o § 1° do art. 17 da Constituição da Federal, principalmente, a autonomia concedida aos partidos políticos para dispor sobre os seus órgãos partidários. De todo modo, a primeira redação merece uma pequena modificação para adaptar a norma infraconstitucional à realidade imposta pelas decisões do Supremo Tribunal Federal.
É o relatório.
II - Voto do Relator
Com o fim do financiamento das pessoas jurídicas nas eleições e também do fim das doações aos partidos políticos, surgiu a necessidade de uma nova organização para o financiamento das estruturas partidárias. Nessa toada, verifica-se que os recursos do fundo partidário se tornaram a maior fonte de financiamento das legendas, senão a única, e devem ser utilizados cada vez mais com a necessária responsabilidade que se espera das lideranças partidárias. 
Surge, portanto, a necessidade de uma nova referência para que seja estabilizada essa fonte de receita pelos partidos, para que se organizem com a devida segurança jurídica. Ao mesmo tempo, deve-se adotar total transparência em relação a aplicação desses recursos públicos com a adoção de uma organização que atente para a promoção de pessoal a ser contratado na condição de funcionário e a respectiva punição daqueles que fraudarem a regra. 
Ademais, não justifica o emprego de recursos públicos do fundo partidário para o custeio de iniciativas junto à Receita Federal pelos partidos que não movimentam valores em suas contas, bem como o emprego de valores para o pagamento de taxas e multas em consequência da ausência de entrega de prestação de contas à Justiça Eleitoral, quando inexigível. 
Quanto ao uso do fundo partidário nas eleições, o Supremo Tribunal Federal decidiu que devem ser consideradas inconstitucionais, por arrastamento, os §§ 5º-A e 7° do art. 44 da Lei dos Partidos Políticos (Lei 9.096/1995), que tratam dos recursos específicos para a criação e manutenção de programas de promoção e difusão da participação política das mulheres. 
Na ocasião, o STF assegurou que os recursos das contas específicas voltadas a programas de promoção da participação política das mulheres que foram acumulados pelos partidos fossem empregados pela última vez no financiamento de suas campanhas eleitorais na eleição de 2018. A decisão se deu na modulação dos efeitos da decisão tomada na Ação Direta de Inconstitucionalidade nº 5617. 
Nesse esteio, para que não se crie qualquer instabilidade jurídica, há a necessidade de adaptar a norma ao hiato normativo criado pela decisão do TSE e a norma que autorizava a acumulação dos valores para as campanhas com o uso do fundo partidário. Por isso que foram acrescentados alguns parágrafos e artigos na parte das disposições finais para sanar referida lacuna entre a permissão e proibição de acúmulo do fundo para utilização em gastos em campanha. 
A Comissão de Constituição e Justiça e de Cidadania resolve dar parecer pela constitucionalidade, legalidade, juridicidade e boa técnica legislativa do Projeto de Lei n° 1.321, de 2019, e no mérito pela aprovação, na forma do substitutivo."" 
Esse é o relatório, Sra. Presidente."
PELA ORDEM;O SR. PAULO PEREIRA DA SILVA (SOLIDARIEDADE - SP. Sem revisão do orador.) - Deputado Pompeo de Mattos, essa é uma das emendas que eu vou acatar. Acho que é uma injustiça, e concordo com V.Exa.: se o dinheiro tivesse que ser devolvido, teria que ser devolvido para os seus donos do dinheiro, não para a Justiça, como eles querem. É uma ingerência do Tribunal nos partidos políticos. Portanto, vou acatar sua emenda.
PARECER;"O SR. PAULO PEREIRA DA SILVA (SOLIDARIEDADE - SP. Para proferir parecer. Sem revisão do orador.) - Obrigado, Sr. Presidente.
Antes de ler o parecer, eu queria dizer algo.
Há uma informação de que nós estamos anistiando. Eu queria esclarecer isso. Primeiro, o TSE destituiu cerca de 35 mil partidos no Brasil inteiro; 35 mil comissões provisórias ou diretórios de partidos foram extintos. Para reabri-los, é preciso pagar à Receita Federal 570 reais. É uma coisa absurda.
Primeiro, por que foram extintos? Porque os partidos não prestaram contas.
Por que não prestaram conta? Porque não receberam recursos públicos. Não há recursos para as comissões municipais.
O TSE foi lá e fechou o partido. E agora, para reabri-lo, nós temos que pagar do dinheiro do Fundo Partidário. Ou seja, é um confisco, Deputado Pompeo de Mattos, do recurso do Fundo Partidário.
Então, não há anistia. Essa história de anistia é conversa fiada. O que há aqui é uma tentativa da Receita Federal e do TSE de fazerem um confisco nos partidos. É por isso que nós dizemos que o partido que não recebeu recurso não precisa prestar contas e também não precisa fechar o CNPJ do partido.
Eu queria fazer esses esclarecimentos, porque havia algumas dúvidas.
Sr. Presidente, foram feitas várias emendas. Eu considerei algumas e, sobre outras, tive muitas dúvidas e, portanto, não as considerei.
""A Comissão de Constituição e Justiça e de Cidadania resolve dar parecer pela constitucionalidade, legalidade, juridicidade e boa técnica legislativa das Emendas de Plenário de nºs 1 a 5 e 7 a 17; pela inconstitucionalidade, ilegalidade, injuridicidade e má técnica legislativa da Emenda de Plenário nº 6; e, no mérito, pela aprovação parcial das Emendas de Plenário de nºs 5, 7 e 8, na forma da Subemenda Substitutiva Global de Plenário apresentada ao Projeto de Lei nº 1.321 de 2019, e pela rejeição das demais emendas"".
Indago, Sr. Presidente Rodrigo Maia, se é necessário ler todo o projeto. É necessário ler o substitutivo?
O SR. PRESIDENTE (Rodrigo Maia. Bloco/DEM - RJ) - Deputado, peço que V.Exa. distribua cópias. Vou dar um tempo antes de começar o processo de votação.
O SR. PAULO PEREIRA DA SILVA (SOLIDARIEDADE - SP) - Então, eu pediria à assessoria que fizesse a distribuição."
PARECER;"O SR. PAULO PEREIRA DA SILVA (SOLIDARIEDADE - SP. Sem revisão do orador.) - Sr. Presidente, Sras. e Srs. Deputados, alguns Parlamentares têm pedido que nós alteremos o art. 32, § 6º. Nós vamos substituir esse § 6º por sua emenda, Deputado Domingos Sávio, porque acho que ela está melhor do que o parágrafo e resolve uma série de dúvidas, inclusive do Presidente Rodrigo Maia.
A nossa assessoria está reescrevendo o texto, para nós podermos redistribuí-lo e, aí sim, o Presidente colocá-lo em votação.
Quero pedir desculpas aos Deputados, porque, a toda hora, chega alguém aqui com uma emenda nova. Peço que parem de mandar emendas para cá. Agora V.Exas. destaquem para votarmos, porque não vou mais mudar o texto."
PELA ORDEM;"O SR. PAULO PEREIRA DA SILVA (SOLIDARIEDADE - SP. Sem revisão do orador.) - Sr. Presidente, Deputado Marcos Pereira, o texto tinha realmente no § 5º do art. 32 uma confusão desde o início, e o Deputado Luiz Flávio Gomes, do PSB, propunha que nós fizéssemos outra redação.
Na confusão aqui na votação da semana passada, nós não conseguimos aceitar a sugestão - ou não foi acatada ou não escreveram o texto -, e o Presidente Rodrigo Maia fez uma votação e retirou do texto este § 5º.
Eu queria sugerir que nós fizéssemos aqui uma emenda de redação, com o apoio de todos os Líderes, e colocássemos a redação do Deputado do PSB, Luiz Flávio Gomes no lugar, senão, haverá um prejuízo muito grande para o partidos.
O parágrafo que foi retirado é o seguinte: ""O partido político que não cumprir o disposto no caput ou na hipótese de desaprovação de contas não sofrerá sanção alguma que o impeça de participar do pleito eleitoral"".
O Deputado Luiz Flávio Gomes falou o contrário e sugeriu uma redação. Eu queria ver com os Líderes, eu até peguei a assinatura de uma parte, não deu para pegar de todos, porque não consegui encontrá-los, se é possível, então, fazermos uma emenda de redação para substituir esse artigo que foi retirado, senão o prejuízo aos partidos será muito pesado. A sugestão que eu faço de emenda de redação é a seguinte: ""O partido político que não cumprir o disposto no caput e não tenha recebido dinheiro público"" - é essa a expressão - ""ou na hipótese de desaprovação das contas não sofrerá sanção alguma que o impeça de participar do pleito eleitoral"".
Ou seja, acrescentamos aqui, a pedido então do Deputado Luiz Flávio Gomes - queria que ele depois reafirmasse o que eu estou dizendo - a expressão ""que não tenha recebido dinheiro público"". Assim ficará tranquilo para que aquela dúvida que havia surgido em plenário seja sanada.
A minha sugestão é que possamos submeter aos Líderes em plenário - como eu disse, peguei a assinatura de boa parte - se concordam com essa nova redação ou não, porque se ficar, como eu disse, sem um texto no lugar, acho que o prejuízo será bastante grande aos partidos.
Era isso, Sr. Presidente."
PELA ORDEM;"O SR. PAULO PEREIRA DA SILVA (SOLIDARIEDADE - SP. Sem revisão do orador.) - Essa sugestão de emenda não é minha, é do Deputado Luiz Flávio Gomes, do PSB. Ele fez essa sugestão lá no início, mas, por um erro da assessoria, ela não foi incluída. 
O SR. MARCELO NILO (PSB - BA. Pela ordem. Sem revisão do orador.) - Sr. Presidente, o PSB libera a bancada.
O SR. PAULO PEREIRA DA SILVA (SOLIDARIEDADE - SP) - A proposta que está sendo levada, com a emenda de redação, eu vou ler de novo: 
Art. 32.................................................................
§ 5º O partido político que não cumpriu o disposto no caput e não tenha recebido dinheiro público, ou na hipótese de desaprovação das contas, não sofrerá sanção alguma que o impeça de participar do pleito eleitoral.
Esse é o texto, que inclusive o Deputado Rui Falcão assinou.
Ouviu, Deputado Rui Falcão? V.Exa. assinou meu texto."
PELA ORDEM;"O SR. PAULO PEREIRA DA SILVA (SOLIDARIEDADE - SP. Sem revisão do orador.) - Veja bem, Sr. Presidente, eu fui ao plenário, conversei com vários Líderes e vários deles assinaram, inclusive o Deputado Rui Falcão. E agora o próprio Deputado Rui Falcão começa a levantar problemas. Na verdade, eu não estou querendo criar problemas, não.
Até já houve a votação, com trezentos e tantas Parlamentares já tendo votado, mas, com todo respeito, eu sugiro que, se for para criar dificuldade e para atrapalhar o projeto todo, Sr. Presidente, V.Exa. consulte o Plenário e retire a emenda, porque o próprio Deputado Rui Falcão, que assinou a emenda, agora está em dúvida. Se o Deputado Rui Falcão, que é um especialista no negócio, começa a ter dúvida, o que direi eu, que sou um metalúrgico e não entendo coisa nenhuma disso. O Deputado Rui Falcão, que é um professor, tem dúvida.
Eu respeito muito o Deputado Rui Falcão. Se ele assinou e está em dúvida, eu peço que V.Exa., Sr. Presidente, consulte o Plenário e, se for o caso, retire a emenda para que não seja prejudicado o projeto."
PARECER;"O SR. PAULO PEREIRA DA SILVA (SOLIDARIEDADE - SP. Para proferir parecer. Sem revisão do orador.) - Sr. Presidente, Sras. e Srs. Deputados, o nosso projeto, aprovado na Câmara, foi para o Senado, que fez cinco reparos. Desses reparos, eu estou aceitando a Emenda nº 4. Vou ler rapidamente o relatório.
""A Comissão de Finanças e Tributação resolve dar parecer pela adequação financeira e orçamentária das Emendas do Senado Federal nºs 1, 2, 3, 4 e 5 ao PL 1.321/19 e, no mérito, pela aprovação da Emenda do Senado Federal nº 4 e pela rejeição das demais emendas.""
Passo à segunda leitura, Sr. Presidente.
""A Comissão de Constituição e Justiça e de Cidadania resolve dar parecer pela constitucionalidade, legalidade, juridicidade e boa técnica legislativa das Emendas do Senado Federal nºs 1, 2, 3, 4 e 5. No mérito, Sr. Presidente, a Comissão de Constituição e Justiça e de Cidadania resolve dar parecer pela rejeição das Emendas do Senado Federal nºs 1, 2, 3 e 5 e pela aprovação da Emenda do Senado Federal nº 4.""
É isso, Sr. Presidente.
Muito obrigado."
ENCAMINHAMENTO DE VOTAÇÃO;"O SR. PAULO PEREIRA DA SILVA (SOLIDARIEDADE - SP. Sem revisão do orador.) - Sr. Presidente, Sras. e Srs. Deputados, primeiro, acho que esta é uma discussão que nem precisava existir, porque o correto é que os partidos pudessem definir o tempo de comissão provisória que cada cidade ou que Município poderia ter.
O problema é que o TSE tem invadido a nossa área e determinado que o partido tem que ser transformado em diretório agora já no mês de junho. Nós colocamos 8 anos porque são exatamente o tempo de mandato de um Senador, e 2 anos são uma coisa muito rápida, muito curta. Ou seja, para cada comissão provisória, nós teríamos que trocar duas vezes ou fazer duas convenções durante o mandato de um Deputado. Eu acho que 8 anos são o razoável, embora eu ache que não deveria haver prazo, essa é a minha opinião particular, porque o prazo tem que ser determinado por cada direção partidária. Mas, como o TSE determinou prazo, nós colocamos 8 anos exatamente para garantir que os partidos possam ter autonomia sobre as suas comissões provisórias e transformá-las em diretório.
Por isso, acho que nós deveríamos manter a redação aprovada pela Câmara de 8 anos e não de 2 anos, porque 2 anos são um prazo muito curto para que nós possamos definir as nossas comissões partidárias definitivas.
Peço, então, aos companheiros e amigos que possamos votar a redação que saiu da Câmara e não a emenda destacada de 2 anos."
PELA ORDEM;"O SR. PAULO PEREIRA DA SILVA (SOLIDARIEDADE - SP. Pela ordem. Sem revisão do orador.) - Sr. Presidente, antes da orientação, queria render minhas homenagens ao General Villas Bôas, homem íntegro, que sofreu uma agressão de um imbecil que mora no Estados Unidos. Registro nossa solidariedade ao General Villas Bôas.
O Solidariedade orienta ""sim""."
