0;1
PELA ORDEM;"A SRA. GLEISI HOFFMANN (Bloco/PT - PR. Pela ordem. Sem revisão da oradora.) - Obrigada, Sr. Presidente.
Serei muito rápida. Eu só quero deixar registrado neste plenário que brutalidade é o que fizeram hoje com o Presidente Lula, ao condená-lo pela segunda vez num processo sem provas, com cerceamento de defesa.
Quero deixar registrada a posição da Juíza de plantão que fez isso, ao dizer que Lula estava condenado, corroborando o depoimento de 2 delatores: Léo Pinheiro e outro, com o nome correto de Léo Pinheiro, José Aldemário, como sendo outro delator. Eles são a mesma pessoa, Sr. Presidente.
Isso mostra não que a Juíza não era competente para o caso; mostra a incapacidade judicial.
O que estão fazendo com o Presidente Lula é uma perseguição sem precedentes neste País, exatamente quando o Lula, agora, está para ser o próximo Nobel da Paz.
Muito obrigada."
COMO LÍDER;"A SRA. GLEISI HOFFMANN (Bloco/PT - PR. Como Líder. Sem revisão da oradora.) - Sr. Presidente, Sras. e Srs. Deputados, senhoras e senhores que nos acompanham pelas redes sociais desta Casa, não podia ser outra a minha fala, ao subir a esta tribuna, senão a de mostrar a indignação pela segunda condenação do ex-Presidente Lula, num processo completamente sem provas, aliás num processo sem tipificação criminal. Eu gostaria de saber quais são as provas de corrupção contra o Presidente Lula? Quais são as provas de lavagem de dinheiro contra o Presidente Lula? Nenhuma! Até agora, nenhuma! 
O absurdo da sentença exarada hoje pela juíza de plantão, deixada lá por Sergio Moro, diz o seguinte:
Embora a defesa de Luiz Inácio Lula da Silva tente diminuir a credibilidade dos depoimentos prestados por colaboradores e pelos corréus Léo Pinheiro e José Aldemário, é fato que tais depoimentos são corroborados por relatórios de auditoria...
Senhores, corréus Léo Pinheiro e José Aldemário? Trata-se da mesma pessoa! Uma juíza que dá uma sentença, citando isso, não é porque é incompetente do ponto de vista judicial; é incapaz e atua de má-fé. É um processo sem tréguas de perseguição a Lula. Sabem por que perseguiram Lula? Por que condenaram Lula? Por que prenderam Lula? Para impedir que Lula fosse Presidente da República. Este foi o serviço sujo do Sr. Sergio Moro, junto com sua equipe em Curitiba: tirar Lula do caminho para que a extrema direita pudesse chegar ao poder, porque, se tentasse chegar por meios lícitos, legais e de debate com o povo, não assumiria a Presidência da República. Junto a isso, as fake news de roldões no submundo da Internet!
Aqueles que vêm aqui comemorar a prisão de Lula, no plenário, deveriam se envergonhar da forma como chegaram ao poder. Prenderam o líder mais popular da história deste País, aquele que tem o aceite do povo, aquele líder que, em 500 anos de história deste Brasil, proporcionou ao povo brasileiro o direito a comer, porque até então a fome fazia parte da paisagem deste País e todos achavam natural.
Lula está preso pelos seus acertos. Lula está preso porque ousou colocar o pobre na agenda do País. Esses que vêm aqui comemorar são túmulos caiados, brancos por fora, podres por dentro. Têm que vir explicar aqui o laranjal da família Bolsonaro. Por que Flávio Bolsonaro não responde às acusações? Que história é essa de ligação com milícias, do assassinato de Marielle? Essa gente tem explicação a dar ao Brasil, de desvio de fundo partidário, de utilizar mulheres como laranja nas suas chapas eleitorais. É essa gente que vem falar de moral, quando não tem moral, tem uma vida pregressa que não passaria no crivo popular se o povo conhecesse.
Esses que vêm aqui pregar o fim do PT não conhecem a história. Mas Lula e o PT são maiores do que isso, porque construímos lastro popular não nas redes de Internet, com fake news financiadas por Steve Bannon. E o construímos na luta, construímos no enfrentamento, construímos na representação. O PT sempre esteve ao lado do povo e ao lado do povo vai ficar. Nós vamos, com certeza, mostrar ao País e, sobretudo, à história a inocência do Presidente Lula, a injustiça, a maldade e a crueldade que essa gente está fazendo. Sergio Moro e sua turma, Bolsonaro e sua turma, todos esses que hoje o perseguem pagarão o preço da história, porque Lula já está inscrito no seu livro. O resto ficará no seu lixo!"
COMO LÍDER;"O SR. GLEISI HOFFMANN (PT - PR. Como Líder. Sem revisão do orador.) - Sr. Presidente, Srs. Deputados, Sras. Deputadas, quem nos acompanha pela TV Câmara e pelas redes sociais, fiquei aqui observando as falas que me precederam neste plenário. Entre manifestações pornográficas e de plágio explícito, depósitos em contas não explicadas, aos poucos, essa base do Governo vai transformando a política na sua cara, desqualificada e agressiva, infelizmente, para os desígnios deste País, que precisava ter no Congresso posturas firmes em defesa do povo brasileiro.
Vêm aqui atacar Lula e o PT exatamente para esconder suas falhas. Por que até agora não explicaram o depósito na conta de Michelle Bolsonaro? Quantos depósitos acharam na conta de Marisa? Quantos depósitos acharam na conta de Lula? Quantos depósitos acharam na conta de seus filhos? Mas acharam vários na conta de Flávio Bolsonaro e de Michelle Bolsonaro também. Por que não explicam isto aqui? Porque isto não têm explicação. Por que não explicam a relação com as milícias que mataram Marielle, a que Bolsonaro, seus filhos e esta base aqui tanto dão graças e acham bonito? Por que não explicam isto, envolvidos com mortes violentas?
Não, mas atacam o Presidente Lula, atacam o PT.
Mas isso vocês não vão conseguir desconstruir. Sabem por quê? Porque o PT e o Presidente Lula têm história, história que vocês não têm.
Nós não fomos criados no submundo da Internet, financiados por magnatas internacionais, nem somos filhos do ódio, do rancor e do preconceito. Nós nascemos da história de luta do povo brasileiro. O Presidente Lula foi forjado na luta dos sindicatos, na luta popular, tem base neste País. É por isso que vocês precisaram prender o Lula para poder ganhar a eleição. Essa é a realidade. Senão, vocês não ganhavam, não conseguiam vencer Lula. Mesmo com toda a desconstrução que vocês fizeram, Lula seria eleito preso da República. É isso que vocês não aguentam.
Mas eu queria deixar um desafio aqui, que não é só falar das barbaridades que vocês fazem. Eu desafio as Lideranças do Governo a subirem à tribuna e me darem cinco, apenas cinco, boas ações do Governo Bolsonaro neste 1 mês e meio, porque eu vou dar cinco más ações. Quando podia aumentar o salário mínimo, porque o Congresso Nacional já havia aprovado o de 1.006 reais reduziu-o para 958 reais; cometeu o crime contra os produtores de leite do Brasil, e agora não sabe como recuar e resolver o problema; três, tivemos retrocesso e vamos ter um subsídio à agricultura, que eles estão querendo tirar; tiraram o subsídio da energia para o produtor rural, e nós perdemos o nosso mercado de frango para parte dos países árabes. Então, digam-me que espécie de Governo vocês estão fazendo. Não têm moral e não entregam ao povo brasileiro aquilo de que o povo precisa.
Nós temos, sim, uma série de programas e projetos, que, com muita honra, entregamos ao povo brasileiro: aumento real do salário mínimo, renda distribuída, crédito, emprego gerado, e eu desafio vocês a fazer um terço do que o Presidente Lula e o PT fizeram no Governo."
COMO LÍDER;"O SR. GLEISI HOFFMANN (PT - PR. Como Líder. Sem revisão do orador.) - Sra. Presidente, Srs. Deputados e Sras. Deputadas, eu subo à tribuna para fazer uma proposta a esta Casa, uma proposta ao Jair Bolsonaro, que mandou a esta Casa uma proposta de reforma da Previdência.
Gostaria que aqueles que apoiam essa proposta pudessem viver 1 mês, 1 único mês, só 1 mês, com 400 reais, porque 400 reais é o valor do piso da aposentadoria ou da assistência que a proposta de previdência social traz para os trabalhadores brasileiros. Quatrocentos reais é o que a maioria dos membros desta Casa gasta num jantar, talvez numa garrafa de vinho, mas é o que o Governo Jair Bolsonaro está propondo para o povo, logo ele, o Presidente que se aposentou aos 33 anos de idade e que recebe 27 mil reais por mês.
Não precisam olhar uns aos outros aqui para aceitar a proposta. Olhem para quem trabalha nesta Casa, para quem faz aqui os serviços gerais, para quem serve o nosso cafezinho, para quem limpa os corredores do Congresso: essa gente sacoleja nos ônibus que vêm desde a periferia para chegar aqui. Essa gente tem criança para criar, casa, família!
Temos que dizer para eles que o que estão propondo para a Previdência é que, para eles se aposentarem com o salário que ganham agora - um salário já pequeno, um salário de dificuldade -, terão que contribuir por 40 anos, porque, se não contribuírem por 40 anos, ganharão 400 reais.
É uma vergonha nacional o que se faz com o trabalhador e com a trabalhadora brasileira! Quem vive com 400 reais, 600 reais? Quem vive com o salário pequeno que as pessoas ganham, com o desemprego que há no País? Só um Governo que não discutiu, que não teve coragem de fazer o debate durante a campanha para propor isso. Devia ter dito a seus eleitores: ""Vou mandar uma proposta de reforma da Previdência que vai aumentar o tempo de contribuição do trabalhador. Eu vou mandar uma reforma da Previdência que vai reduzir o piso de 1 salário para 400 reais. Eu vou mandar uma reforma da Previdência que vai retirar os direitos do trabalhador e da trabalhadora rural"". É preciso ter vergonha na cara!
Então, para esse pessoal que é vociferante aqui no plenário na defesa deste Governo tão moralista, vivam com 400 reais! Quem aqui conseguir viver com 400 reais por mês vai ter moral para votar a reforma da Previdência de Jair Bolsonaro.  Agora, se não se conseguir isso, é melhor que nós coloquemos essa reforma no cesto do lixo.
O povo brasileiro não merece uma coisa assim, quando 50% da nossa população vivem com até 2 salários mínimos e não conseguem estar empregados a vida toda. Como vão pagar a Previdência?
Nós construímos no País um sistema de seguridade social para a proteção das pessoas, para que os mais pobres tivessem condições de sobreviver.
Eu quero deixar esta proposta para a Casa: aqueles que gastam 400 reais em jantar que tiverem dignidade, que tiverem coragem, vivam com 400 reais! Só assim terão moral para votar uma reforma da Previdência tão atrasada e má com o povo brasileiro.
Hoje ainda saiu a notícia de que sequer a inflação vai ser considerada para o reajuste desses salários. Pensem os senhores! Nos vivemos em um País onde a maioria é pobre, onde as pessoas se viram para viver. Então, os senhores, que ganham perto de 30 mil reais, tenham a decência de não votar uma reforma da Previdência que retira direitos dos mais pobres!
Nós estaremos aqui, a bancada do PT, que sempre esteve ao lado do povo brasileiro, junto com Lula, que sempre deu dignidade ao povo brasileiro, defendendo o povo e os trabalhadores.
Mas reitero a proposta: vivam com 400 reais e terão moral para votar a reforma da Previdência!"
COMO LÍDER;"A SRA. GLEISI HOFFMANN (PT - PR. Como Líder. Sem revisão da oradora.) - Sra. Presidente, Srs. Deputados, Sras. Deputadas, público que nos acompanha pelas redes, é com indignação que eu subo a esta tribuna hoje, indignação pela humilhação que o povo brasileiro está tendo com essa viagem de Bolsonaro, Guedes e Moro aos Estados Unidos. Nunca se viu uma posição tão humilhante, tão subalterna a um outro país como estamos vendo agora, a começar pelo tratamento desrespeitoso com o povo brasileiro ao se dizer que os brasileiros que migram para os Estados Unidos não têm boa intenção. 
Quem não tem boa intenção é você, Presidente! Quem não tem boa intenção é o seu Governo, que não sabe os problemas do povo. Se alguém sai do seu país e vai para outro é porque tem muita dificuldade de viver no seu. Essa gente simples e trabalhadora, que se coloca sob risco, vai a outro país para ter oportunidades e melhorar de vida.
Como se pode conceder visto livre para os americanos sem que eles o concedam para os brasileiros, com o argumento de que os brasileiros não têm esse direito porque podem ir para lá sem boa intenção? Jamais o Presidente Lula admitiria uma coisa dessas. Uma relação internacional nós fazemos olho no olho, de cabeça erguida, de maneira respeitosa, mas com decência. Não cabe humilhar o nosso povo, como aconteceu.
Esta Câmara tem que votar uma nota de desagravo pelo que fez Bolsonaro ao povo brasileiro. Digo a mesma coisa em relação ao fato de ele entregar a Base de Alcântara sem nenhuma contraprestação, apenas com o aluguel de 10 milhões de dólares por ano. Isso é troco para os americanos! A Base de Alcântara é a única que pode fazer lançamento de foguete na América do Sul, e eles querem uma base militar aqui. Ela fica próxima da linha do Equador, portanto é necessário menos combustível para lançar satélites, e nós a estamos entregando sem contrapartida.
Da mesma forma, é vergonhoso que Bolsonaro, seu filho e Moro tenham ido visitar a CIA. O que foram fazer numa agência de inteligência? Por que não foram visitar uma universidade ou o sistema de saúde, se é que lá tem um bom sistema? Pelo menos, já que gostam tanto de mercado, que fossem visitar as empresas americanas! Foram visitar a CIA para quê? Para grampear os brasileiros? É isso? O Brasil vai virar o Grande Irmão, e todos nós vamos ser grampeados?
E o Moro agora quer um acordo com o Facebook e com o Twitter para poder ter acesso ao que nós falamos e decidir quem ele investiga, sem passar por este Congresso Nacional, sem passar pelo Judiciário. Eles estão dando uma banana para nós. Querem fechar o Congresso agora?! É vergonhoso o que estão fazendo!
E o Paulo Guedes vai lá entregar o nosso trigo, Deputado Toninho, do Paraná. Não vão mais pagar imposto pelo trigo. Nós produzimos o trigo; o Rio Grande do Sul produz trigo. Temos um acordo com a Argentina porque também exportamos chocolate e carro. A nossa balança comercial com os Estados Unidos é menor que com o MERCOSUL, e nós vamos dar o nosso trigo sem nenhuma contraprestação? Por que isso? Por pena dos americanos?
Mas não param aí as barbaridades: o Paulo Guedes disse que vai vender o pré-sal daqui a 3 meses. O petróleo é estratégico. Os países fazem guerra por petróleo, e nós estamos entregando o nosso. Aliás, já o entregamos de graça: o Dallagnol e o Moro já colocaram todas as informações estratégicas da PETROBRAS nas mãos dos americanos.
Isso é uma vergonha! Se o Congresso Nacional tiver hombridade, decência, caráter, autoestima, e souber do seu papel constitucional, vai votar uma moção de repúdio a essa viagem, de indignação, em nome do povo brasileiro, em nome da nossa soberania, em nome da nossa altivez.
Obrigada."
PELA ORDEM;"A SRA. GLEISI HOFFMANN (PT - PR. Pela ordem. Sem revisão da oradora.) - Bandido é quem está falando, Sra. Presidente, quem apoia o assassinato, quem apoia a tortura. Esses, sim, são bandidos. Nós nos envergonhamos dessa gente que vem ao plenário falar e enaltecer a ditadura e ir contra a Presidenta Dilma.
A SRA. PRESIDENTE (Geovania de Sá. PSDB - SC) - Deputada Gleisi, V.Exa. está orientando?
A SRA. GLEISI HOFFMANN (PT - PR) - É lamentável que pessoas como essas existam em nosso meio."
COMO LÍDER;"A SRA. GLEISI HOFFMANN (PT - PR. Como Líder. Sem revisão da oradora.) - Obrigada, Sra. Presidenta.
Srs. Deputados, Sras. Deputadas, aqueles que nos acompanham pelas redes sociais, eu venho falar de 1 ano da prisão do nosso Presidente Lula. Agora, dia 7 de abril, faz 1 ano que um homem foi encarcerado, num processo em que não há provas, em que sequer há crime devidamente tipificado no ordenamento penal brasileiro. Lula é vítima de um Power Point, das convicções de um Procurador de 1ª Instância do Estado do Paraná, o Dr. Deltan Dallagnol, e da perseguição implacável de um juiz que se dizia neutro, Sergio Moro, mas que recentemente assumiu o Ministério da Justiça de Jair Bolsonaro, mostrando seu lado político.
Lula foi vítima de condução coercitiva espetacular, de escutas ilegais, de abusos no processo penal. E agora nós descobrimos que tudo isso tem algo de mais forte por trás, e não só as acusações contra Lula de corrupção passiva ou de lavagem de dinheiro, como quiseram demostrar.
O que está por trás é o interesse, sem precedente, do Departamento de Justiça norte-americano, que desde 2009 está treinando os componentes da força-tarefa da Lava-Jato. Em 2009, aquele Departamento de Justiça, o DOJ, fez aqui no Brasil um treinamento e tirou como objetivo uma primeira operação, uma operação prática de treinamento, que foi a Lava-Jato. Quem era o objetivo dessa operação, além de outras lideranças do PT? Luiz Inácio Lula da Silva.
Hoje ficou claro por que Lula era o objetivo dessa operação: porque Lula era foco, porque Lula defendia a nossa soberania nacional. Foi Lula quem descobriu o pré-sal, foi Lula quem investiu nos BRICS, foi Lula quem investiu na União de Nações Sul-Americanas - UNASUL, foi Lula quem abriu novos mercados ao povo brasileiro, ao setor produtivo brasileiro, tirando o Brasil da posição subalterna aos americanos.
Hoje nós estamos vendo exatamente o contrário: Bolsonaro devolve o Brasil à posição de bater continência aos Estados Unidos e subjugar-se aos interesses americanos. 
As indústrias das delações deixam evidente o caráter de perseguição a Lula. A OAS fez negociação com seus executivos, pagando a cada um deles 1 milhão de reais para que corroborassem com a delação de seu chefe, daquele que entregou Lula depois de duas vezes ter negado qualquer envolvimento com o Presidente. Refiro-me ao Sr. Léo Pinheiro. 
Depois ficou mais claro ainda, com os acordos de leniência que foram feitos com a PETROBRAS e com a Odebrecht. O acordo com a PETROBRAS é um acordo de lesa-pátria. Entregou o pré-sal, entregou informações relevantes para os americanos, sem sequer serem formalizadas. Aliás, está no convênio, assinado por Procuradores de 1ª instância e por Juízes de 1ª instância, que não precisava formalidade para entregar as informações. 
E descobrimos recentemente, nesta semana, um acordo feito com a Odebrecht na Suíça, mediado pelos Estados Unidos, para também se entregarem várias informações. 
Isso tudo rendeu ao Ministério Público Federal e ao Juiz Sergio Moro, da Lava-Jato, 9,3 bilhões de reais, a leniência paga, da qual 80% vieram para essas instituições.
Portanto, eu venho fazer uma acusação. Quem teria que estar preso não é o Sr. Luiz Inácio Lula da Silva. Quem teria que estar preso é Deltan Dallagnol e Sergio Moro. Estes, sim, incidiram em crime. Primeiro, o de corrupção passiva, conforme o art. 317 do Código Penal. Entregaram informações relevantes da PETROBRAS e da Odebrecht aos Estados Unidos e à Suíça, para prejudicar as empresas e o Brasil, e receberam por isso: 9,3 bilhões de reais.
Segundo, eles incorreram também no crime de lavagem de dinheiro, conforme a Lei nº 9.613, de 1998. Criaram um fundo, que já tem dinheiro, e queriam criar uma fundação, a despeito da Procuradoria-Geral da República - PGR, para receber dinheiro em troca de terem dado as informações. Isso é lavagem de dinheiro.
Terceiro, atuaram em conjunto e de maneira organizada e hierárquica para desviar recursos públicos por fora do orçamento, ao colocarem esses recursos em um fundo e em uma fundação. Portanto, eles incorrem em formação de quadrilha, com base no art. 288 do Código Penal.
Por fim, eles usaram recursos obtidos de forma ilícita para sustentar e promover atividades de interesse pessoal e de seus gestores, além de interferir em questões de Governo.
Isso é organização criminosa, conforme a Lei nº 12.850, de 2013.
Portanto, eu acuso a Operação Lava-Jato de incorrer em quatro crimes, deixando preso um homem inocente. 
Mas nós vamos resistir e vamos tirar a limpo isso. A nossa luta é pelo direito do povo, a nossa luta é por soberania.
Por isso, Deputada Benedita da Silva, está certa V.Exa., ao convocar todos para a Jornada Lula Livre, que começa no dia 7 de abril. Vai ser uma jornada sem tréguas, para liberarmos aquele que foi o maior Presidente que este País já teve. Tirou gente da miséria, deu dignidade ao Brasil, lutou pela nossa soberania. Foi uma época de desenvolvimento econômico e social sem precedentes na história deste País.
Lula, você merece o nosso respeito! Nós estamos com você, jamais o deixaremos! E os seus algozes um dia vão, sim, confrontar-se com a história e com os crimes que cometeram."
BREVES COMUNICAÇÕES;"A SRA. GLEISI HOFFMANN (PT - PR. Sem revisão da oradora.) - Obrigada, Sr. Presidente.
Sr. Presidente, hoje Bolsonaro anunciará o 13º salário do Bolsa Família. Seria importante que também explicasse por que cortou quase 400 mil famílias do programa no início do seu Governo e por que não vai reajustar os benefícios pela inflação, como fazia Lula. É o famoso ""dar com uma mão e tirar com a outra"".
Ele deveria aproveitar também para explicar, nessa mesma solenidade, por que vai anistiar os devedores do FUNRURAL. Serão 11 bilhões de reais.
Não é possível tanta demagogia ser feita em cima dos mais pobres deste País! Com isso tudo, ainda, a carga da reforma previdenciária, que deixará os pobres mais pobres neste País."
PELA ORDEM;"A SRA. GLEISI HOFFMANN (PT - PR. Pela ordem. Sem revisão da oradora.) - Eu apenas queria saudar o Deputado que falou da tribuna e dizer que Deus não é exclusivo de ninguém, de nenhuma religião, de nenhuma crença. Deus é amor. Deus está sobre todos nós nas bênçãos.
Eu sou uma pessoa cristã, sobretudo. Tenho a minha formação. E fico muito impactada com um Deputado que não me conhece subir a esta tribuna e questionar que falo a paz do Senhor ou que falo em Deus. Nós não podemos chegar a esse nível de debate. Deus não serve à política, Deus serve à vida. Deus é vida.
Portanto, Sr. Deputado, eu queria recolocar as questões em ordem e, em nome da Deputada Benedita, fazer um desagravo à referência feita a ela. Benedita da Silva é uma Deputada de muita fé, fervorosa, e citou sim Lula como um mártir, como uma pessoa que está sofrendo. Cristo sempre olhou para os sofredores. Aliás, Ele nunca estava do lado dos poderosos e daqueles que não entendiam quem sofria.
Por isso...
(Desligamento automático do microfone.)"
COMO LÍDER;"O SR. GLEISI HOFFMANN (PT - PR. Como Líder. Sem revisão do orador.) - Sr. Presidente, Srs. Deputados, Sras. Deputadas, pessoas que nos acompanham pelas redes sociais, nesses 100 dias de Governo Bolsonaro, nós não conseguimos encontrar uma medida positiva sequer. Eu vim para esta tribuna algumas vezes e fiz um desafio: digam para nós apenas uma medida que seja positiva para a maioria do povo brasileiro. Não encontramos. Até mesmo um anúncio que Bolsonaro fará hoje sobre o 13º salário para o Bolsa Família não se constitui numa medida de todo positiva, porque é um engano. Na realidade, ela tenta fraudar a situação do Bolsa Família. Vou explicar por quê.
O Bolsa Família é um programa complementar de renda. Foi pensado justamente porque nós temos uma população muito pobre no Brasil. Cerca de 50% da nossa população ganha, em média, dois salários mínimos por mês e grande parte desses 50% não chega a ganhar um salário mínimo, principalmente porque trabalha na informalidade. O Bolsa Família foi pensado como complemento de renda.
Quando nós conseguimos fazer o maior enfrentamento à pobreza e à extrema pobreza? Quando nós começamos a criar empregos neste País e com a valorização do salário mínimo. Foi isso mesmo. O Governo do Presidente Lula criou quase 20 milhões de empregos e concedeu não só a correção da inflação ao salário mínimo, mas também o valor de crescimento da economia brasileira, dando, portanto, aumento real e aumentando o poder de compra.
Sempre que o Presidente Lula aumentava o salário mínimo, fazia a correção do benefício do Bolsa Família pela inflação. Então, o Bolsa Família serviu sempre como complemento de renda ou como renda mínima para aquelas pessoas extremamente pobres que não conseguiam se colocar no mercado de trabalho por condições que eram as mais diversas possíveis. O Governo olhava por elas.
Ocorre que Bolsonaro, ao dizer que vai dar o 13º salário para o Bolsa Família, está tirando a correção da inflação do benefício, ou seja, este ano o benefício do Bolsa Família não vai ser corrigido pela inflação, justamente no ano em que nós vamos ter uma inflação maior. Aliás, os dados que saíram ontem mostram que a inflação de março é a maior desde 2015. Ele vai dar o 13º salário no final e tirar a inflação.
Além disso, cortou 400 mil famílias do Bolsa Família no momento em que o País passa por uma dificuldade econômica enorme. Nós temos 13 milhões de desempregados e as pessoas estão ganhando menos porque estão trabalhando em empregos precários, resultado da reforma trabalhista feita depois do golpe.
Eu pergunto: que vantagem tem isso? É a velha história: eu dou com uma mão e tiro com a outra. Aliás, se ele desse a reposição da inflação, as famílias do Bolsa Família ganhariam mais no final do ano do que o 13º que ele quer dar.
Por isso, nós queremos deixar este alerta aqui: cuidado com lobos em pele de cordeiro. É isso que esse Governo é.
E o desemprego? O desemprego continua grassando no País. Há 13 milhões de desempregados, a renda está caindo, as pessoas estão mais infelizes. Isso é resultado de pesquisa, mas também de ouvirmos as pessoas na rua, de sentirmos o drama de cada um que vive à procura de emprego, batendo de porta em porta.
Eu fico me perguntando: mas não era só tirar Dilma? Eu participei de todos os processos do impeachment. Os discursos eram fervorosos, de bater à mesa: ""Tirem a Dilma, que melhora!"" Tiraram a Dilma, e não melhorou. ""Prendam o Lula, que melhora!"" Prenderam o Lula, e piorou.
Qual é a receita de vocês? Qual é a receita do Governo, do Guedes e do mercado? Como vocês vão melhorar a economia? Vocês disseram para o povo que isso era fácil, era quase mágico: vamos tirar a turma do PT! O problema do Brasil é o PT! O problema do Brasil é Lula! Eles nos acusavam de tudo, até agora sem comprovação de nada.
Eu pergunto: e agora? E agora, Jair Bolsonaro? E agora, base aliada? Vocês não vão responder aos 13 milhões de desempregados que nós temos? Vocês não vão responder a quem tem renda baixa? Não. E ainda mandaram uma reforma da Previdência para esta Casa que vai tirar mais renda das pessoas, que vai tirar renda dos aposentados, porque não vai haver correção de inflação sobre os benefícios, que vai impedir as pessoas de se aposentarem, que vai retardar a aposentadoria de muita gente, que vai diminuir o BPC. É uma vergonha! É um escândalo!
E hoje acordamos com a notícia, além da reforma tributária que ele quer mandar para esta Casa, para que os ricos paguem menos impostos, de que Bolsonaro vai perdoar 11 bilhões de reais dos devedores do FUNRURAL. Não está faltando dinheiro? Não estão fazendo a reforma da Previdência para economizar? Não vivem chorando que não têm dinheiro para pagar as obras que estão paradas? Não está faltando dinheiro no Orçamento da União? E vão perdoar a dívida de 11 bilhões de reais de devedores do agronegócio, de gente grande, com bufunfa? De gente grande, repito, com 11 bilhões de reais? E vão fazer uma festa porque vão dar o 13º ao Bolsa Família, que atinge quase 50 milhões de pessoas, mas não corresponde nem a 2 bilhões de reais? Isso é de perguntar, mas faltam responder.
Por fim, só quero dizer que está vindo para cá a fatídica proposta do Banco Central independente. Se o Bolsonaro gosta tanto dos Estados Unidos, pelo menos podia copiar o modelo americano de autoridade monetária. O FED não é independente ou, se é independente, tem duplo mandato: cuida da inflação e cuida do emprego. Aqui o Banco Central só cuida da inflação. Portanto, é sindicato dos banqueiros. E agora quer ser independente. Banco Central é órgão de Estado, portanto, submetido a governo que é eleito. Ou temos a soberania popular efetiva ou, então, é conversa para boi dormir!
Realmente, esse Governo é o Governo da destruição. É o que vimos nesses 100 primeiros dias."
