0;1
PELA ORDEM;"O SR. JOAQUIM PASSARINHO (Bloco/PSD - PA. Pela ordem. Sem revisão do orador.) - Sr. Presidente, enquanto esperamos a votação, queremos dar a notícia de que ontem o TCU divulgou que os Estados não teriam direito à recompensação ou à compensação da Lei Kandir. Isso, para os Estados exportadores, que já sangram há 20 anos com a Lei Kandir, é um absurdo! E é absurdo também porque o TCU não é feito para dar parecer sobre a constitucionalidade da lei. O TCU foi designado pelo Supremo para fazer o cálculo da compensação, não para julgar se a lei é constitucional ou não. Ou seja, é um absurdo esse parecer do TCU. 
Esperamos que o Supremo possa tomar as rédeas dessa matéria, que cabe a ele e que já havia determinado que os Estados têm, sim, direito à compensação da Lei Kandir.
Sangramos há 20 anos e não aguentamos sangrar ainda mais."
PELA ORDEM;"O SR. JOAQUIM PASSARINHO (Bloco/PSD - PA. Pela ordem. Sem revisão do orador.) - Sr. Presidente, gostaria de aproveitar a paciência de V.Exa. para dizer que, na votação anterior, aquela que falava de uma emenda do PP sobre a VALEC, eu não pude me expressar, porque foi voto simbólico. Não sou contra a medida; votei contrariamente porque acho que foi colocado um jabuti dentro daquele projeto, era uma matéria fora do contexto da medida provisória. Como costumo votar contra jabutis colocados aqui, votei contra e não pude me expressar.
Aproveito a generosidade de V.Exa. para dizer que não sou contra a matéria, mas ela está no lugar errado. Se nós formos aceitar um jabuti aqui, vamos começar a ter problemas nas próximas votações.
Cada um que faça da maneira correta e não aproveite o momento para ter a aprovação no plenário.
Muito obrigado pela sua paciência."
PELA ORDEM;"O SR. JOAQUIM PASSARINHO (Bloco/PSD - PA. Pela ordem. Sem revisão do orador.) - Sr. Presidente, quero somente solicitar a todos que venham ao plenário. Nós temos na pauta quatro acordos internacionais importantes.
O quarto item da pauta trata de um acordo com o Governo de Portugal sobre a criação do Prêmio Monteiro Lobato de Literatura. É um prêmio de cooperação internacional entre Brasil e Portugal, para se premiar a literatura desses dois países, sendo dado a ele o nome de Monteiro Lobato. Portugal já o aprovou. Falta só o Brasil aprová-lo para que isso possa acontecer. É algo muito importante e que não tem nenhum problema na Casa.
Eu entendo a parte política; eu entendo a necessidade de, às vezes, dois partidos antagônicos na Casa debaterem. Mas há momentos em que nós não podemos prejudicar acordos como esses. Nós estamos prejudicando a literatura de dois países irmãos.
Então, rogo que nós possamos fazer o debate político, sim. Mas nós não podemos deixar passar a oportunidade de aprovar esses acordos internacionais, principalmente esse acordo literário entre Brasil e Portugal sobre o Prêmio Monteiro Lobato.
Muito obrigado."
PELA ORDEM;"O SR. JOAQUIM PASSARINHO (Bloco/PSD - PA. Pela ordem. Sem revisão do orador.) - Presidente Rodrigo Maia, apesar da liberação do Bloco do PSL com o PSD, a bancada do PSD não se sente confortável em votar contra um requerimento desses. Nós achamos que ampliou muito. O Brasil hoje vive momentos em que podemos ter a maior publicidade do mundo em todos os atos públicos. Não há por que colocarmos uma quantidade tão grande de funcionários que tenham seus sigilos mantidos por segredos. Isso vai na contramão do momento histórico que nós vivemos. Nós acompanhamos pelo PSD, pelo nosso Líder, e o nosso encaminhamento é ""não""."
PELA ORDEM;"O SR. JOAQUIM PASSARINHO (Bloco/PSD - PA. Pela ordem. Sem revisão do orador.) - Presidente, nós queremos lembrar que este projeto foi discutido no ano passado. Temos de entender que somos sempre conhecidos como consumidores pelo nosso cadastro negativo, e precisamos dar oportunidade à grande maioria do povo brasileiro, que é formada por bons pagadores, por pessoas honestas, mas pagam juros mais altos por causa de uma minoria que acaba não sendo de bons pagadores. Nós não podemos prejudicar essa grande maioria. Precisamos ter então esse cadastro positivo, para que possamos facilitar o crédito neste País.
Este é um novo momento por que estamos passando. Precisamos dessa melhoria no crédito para que o cidadão possa voltar ao mercado, voltar ao consumo.
Faço justiça ao Relator desta matéria, o Deputado Walter Ihoshi, de São Paulo, que é do nosso partido, o PSD. Ele, que não está conosco agora, foi um grande Relator, trabalhou muito em relação a esta matéria, fazendo com que ela pudesse vir ao plenário e ser votada, com seu texto básico.
Nós somos a favor do cadastro positivo e contra essas emendas."
PELA ORDEM;"O SR. JOAQUIM PASSARINHO (Bloco/PSD - PA. Pela ordem. Sem revisão do orador.) - Sr. Presidente, queria aproveitar este momento em que se verifica o quórum para registrar a presença de dois Vereadores do Município de Itaituba, localizado no oeste do Pará, Vereadores Wescley Tomaz e Vereador Dirceu Biolchi, que vieram tratar, não só no Ministério de Minas e Energia como na Agência Nacional de Mineração, de assuntos relativos à mineração, principalmente do ouro, porque a atividade de garimpo está muito forte naquela região. Quero agradecer a presença desses Vereadores.
Gostaria de dizer que estamos aqui trabalhando para melhorar e regularizar a situação das pessoas que estão fazendo alguma coisa de forma ainda ilegal por falta de estrutura da agência. Temos que reforçar a nossa agência em Itaituba. Portanto, quero agradecer a presença de todos, inclusive ao Prefeito Valmir Climaco, nosso parceiro no Município, pela participação.
Obrigado, Sr. Presidente."
PEQUENO EXPEDIENTE;"O SR. JOAQUIM PASSARINHO (Bloco/PSD - PA. Sem revisão do orador.) - Sr. Presidente, trago aqui um pedido de socorro das empresas e das pessoas que trabalham na construção civil no meu Estado, o Pará, principalmente aqueles que acreditaram no Governo e trabalharam especialmente na Faixa 1 do Programa Minha Casa, Minha Vida, nas casas populares. Essas empresas estão desde outubro sem receber. 
Esta semana foi feito um repasse, foi feita uma liberação grande no País inteiro, de mais de 70 milhões de reais. Infelizmente, para o Estado do Pará o repasse foi de apenas quatrocentos e poucos mil reais, o que deu para pagar a apenas duas empresas. Temos mais de 30 mil unidades no Estado sendo construídas. Dessas, cerca de 8 mil já estão paralisadas por falta de pagamento. Se continuarmos nesse ritmo, sem pagamento, a previsão para o próximo mês é que haverá 1.500 pais de família na rua. 
Não podemos conviver com isso. As empresas acreditaram no País, as empresas acreditaram nos governos, independentemente de quais tenham sido estes. Dívidas estão sendo feitas. Pais de família estão sem receber e vão ficar desempregados. O Governo precisa pagar, mas, quando ele autoriza a liberação de mais de 70 milhões de reais, o Estado do Pará, que tem um déficit habitacional tão grande, recebe apenas 400 mil reais, o que não dá para pagar nada. Infelizmente, as empresas estão em insolvência e vão demitir ainda mais.
Muito obrigado, Presidente."
BREVES COMUNICAÇÕES;"O SR. JOAQUIM PASSARINHO (Bloco/PSD - PA. Sem revisão do orador.) - Sra. Presidente, quero fazer um registro triste para nós do Pará, de Belém. Faleceu hoje em nossa cidade, nessa madrugada, o Sr. Vitor Hugo Moreira Cunha. Ele era bancário do BASA, aposentado, e, mais do que isso, era um homem da cultura. Fundou a escola de samba A Grande Família. Ele representava, dentro da sua família, toda a cultura do nosso Estado. Um homem trabalhador, um homem de família, de grupo, um homem da cultura,  principalmente do esporte também, já que foi diretor de um dos grandes clubes do Estado do Pará, o Paysandu.
Essa perda é lamentável. Estamos enfrentando um luto com a perda de um grande homem, de um grande paraense, o Sr. Victor Hugo Moreira da Cunha, fundador da escola de samba A Grande Família, no Estado do Pará, na cidade de Belém.
Falo em meu nome e em nome da bancada do Pará como um todo. 
Muito obrigado, Sra. Presidente."
PELA ORDEM;"O SR. JOAQUIM PASSARINHO (Bloco/PSD - PA. Pela ordem. Sem revisão do orador.) - Presidente, em nome do nosso partido, o PSD, e também homenageando a nossa Deputada Flordelis, vou me colocar a favor da matéria.
Quero dizer que toda violência deve ser repudiada por esta Casa, toda violência deve ser combatida. Violência é algo que não podemos aceitar, principalmente quando é contra a mulher. Quando um homem usa da sua força, da sua condição física, para fazer esse tipo de absurdo, comete um crime muito mais hediondo do que qualquer outro crime praticado.
Por isso, nós apoiamos toda e qualquer iniciativa que seja para defender as mulheres brasileiras e que vá ao encontro de práticas que diminuam a quantidade de casos de ataque indiscriminado, sem razão, às mulheres e de feminicídio que acontecem neste País.
O PSD estará sempre à disposição da Casa para contribuir com V.Exa. e todas as mulheres nesse sentido. Como homens, nós também não aceitamos esse tipo de ataque e agressão às mulheres deste País e do mundo como um todo.
Obrigado."
PELA ORDEM;"O SR. JOAQUIM PASSARINHO (Bloco/PSD - PA. Pela ordem. Sem revisão do orador.) - Sr. Presidente, aproveito este tempo para fazer uma solicitação no sentido de que possamos votar contra a retirada de pauta. Esse é um tema importante.
Parabenizo o nosso parceiro, o Deputado Marx Beltrão, ex-Ministro do Turismo, que trabalhou muito nisso, fez um esforço muito grande para que pudéssemos fazer esse tipo de colocação e reforçar o turismo no Brasil. 
Reforço um abraço ao Presidente da Frente, Deputado Herculano Passos. 
São vários pontos que precisamos analisar, principalmente esse da liberação dos recursos e do capital para as companhias aéreas. 
Nós somos do Norte, por exemplo, do Pará. Para vir a Brasília só há duas empresas que fornecem voos para aquela localidade. Os preços são exorbitantes. Se comprarmos a passagem na mesma semana para vir para cá, ela custa cerca de 2 mil, 3 mil reais. 
Precisamos abrir o capital; precisamos fortalecer o turismo; precisamos fazer com que este País vá adiante."
