0;1
PELA ORDEM;"O SR. ARTHUR OLIVEIRA MAIA (DEM - BA. Pela ordem. Sem revisão do orador.) - Sr. Presidente, veja bem, nós estamos numa tarefa árdua lá na Comissão Especial da Previdência Social. O Ministro Paulo Guedes está lá, o debate é difícil, o tema é o mais importante da Casa, e os Deputados têm que ficar se desdobrando, dividindo-se em dois. Ninguém tem o dom da ubiquidade para estar em dois lugares ao mesmo tempo. Toda hora há uma votação nominal no plenário. Ou não se faz votação nominal no plenário ou se fecha a Comissão da Previdência ou se isenta a falta de quem não pode ficar lá e cá ao mesmo tempo. Não podemos é ficar fazendo papel de palhaço, correndo para lá, vindo para cá - eu acabei de tomar uma falta na votação -, por se conduzirem as coisas desse jeito. Isso é uma palhaçada!(Palmas.)
Então, ou se fecha a Comissão da Previdência ou se espera e funciona o plenário ou se liberam os Deputados. Não podemos ficar vivendo o que estamos vivendo.
Eu sei que V.Exa. não tem culpa, mas faço esse apelo, esse desabafo neste plenário."
COMO LÍDER;"O SR. ARTHUR OLIVEIRA MAIA (DEM - BA. Como Líder. Sem revisão do orador.) - Sr. Presidente, Sras. e Srs. Deputados, tenho ouvido aqui as falas, sobretudo as da Oposição, contrárias a este projeto de lei que abre o mercado da aviação para empresas estrangeiras poderem atuar no nosso País. 
Os discursos parecem ser de quem não tem conhecimento, de quem não tem nenhum contato com a população brasileira. Se fizermos uma pesquisa de opinião pública no Brasil e uma pesquisa com as pessoas que usam o serviço aéreo neste País, certamente teremos um dos maiores índices de rejeição de determinada prestação de serviços, diante de tudo o que vem sendo feito neste País.
As pessoas que utilizam a aviação civil no Brasil, que frequentam aeroportos, que toda hora vão de um Estado a outro, ninguém, certamente, está satisfeito com os serviços prestados pelas empresas de aviação civil no Brasil.
Nós estamos ouvindo falas da Oposição como se tivéssemos empresas de aviação civil no nosso País à altura das necessidades do povo brasileiro, empresas que prestassem serviços de qualidade. Certamente, a realidade que vivemos é absolutamente diferente.
O que vemos são passagens aéreas extremamente caras, com preços extorsivos, o que impede as pessoas mais pobres de utilizarem o serviço de aviação civil no nosso País.
A cada momento, uma novidade vem prejudicar o usuário. Recentemente votamos nesta Casa uma proposta de lei que autorizou, coisa que aconteceu contra meu voto, as empresas de aviação civil a cobrar pelo despacho de bagagens. A promessa feita naquele momento foi que esta medida traria para baixo o preço das passagens aéreas, mas não foi o que aconteceu. Abaixou o preço da passagem? De forma nenhuma! O que vimos foi o passageiro ter que pagar pelo despacho da bagagem e ver, ao mesmo momento, o preço das passagens aéreas aumentar.
Há poucos dias, vimos o fechamento da Avianca. Eu pergunto a V.Exas.: o fechamento da Avianca aumentou os custos das outras empresas? Não, de maneira nenhuma! Pelo contrário. Se as outras empresas tinham alguma folga de passagens e de vagas nos seus aviões, a partir do fechamento da Avianca, com a diminuição dos voos, elas naturalmente passaram a ter uma maior lotação nos seus voos. O que houve, então? Elas diminuíram os preços das passagens? De forma nenhuma! O que aconteceu foi exatamente o contrário: no momento em que diminuiu a oferta, apesar de o custo das outras empresas permanecer exatamente o mesmo, o que vimos foi um aumento vertiginoso no preço das passagens.
O tratamento nas aeronaves e nos aeroportos reflete exatamente o sentimento que as grandes empresas brasileiras têm de que não precisam contar com a boa vontade do brasileiro, porque hoje ele está obrigado a usar as duas únicas empresas que voam no Brasil. Desta forma, impõe-se ao brasileiro a utilização de empresas cujos serviços não correspondem, de maneira nenhuma, às expectativas e às necessidades do País. 
Neste momento, temos, no entanto, a oportunidade de mudar esta realidade, trazendo novas empresas para cá, ampliando a concorrência. Assim, só uma pessoa ganha: o consumidor. É óbvio que é o consumidor que vai vencer com isso. Ele terá passagens mais baratas, opções, escolhas, coisas que não tem hoje.
Eu pergunto a V.Exas. quais são as empresas nacionais. A LATAM, que tem uma enorme participação do capital chileno? A Gol, que tem uma enorme participação das empresas americanas? São estas as empresas nacionais? 
Ora, minha gente, vamos tratar este assunto com a seriedade e o respeito que ele merece. O povo brasileiro não merece esse tipo de serviço prestado pelas empresas de aviação civil.
Neste momento, temos, sim, que votar a favor do consumidor, a favor do brasileiro que usa o sistema de transporte aéreo nacional. Aliás, hoje praticamente todos usam o sistema de transporte aéreo nacional. 
Vamos votar com o sentimento de ampliação e de possibilidade de escolhas. Nós temos que votar a favor desta medida provisória.
Este não é um tema do Governo. É um tema do Brasil.
O DEM encaminha a favor da matéria."
COMO LÍDER;"O SR. ARTHUR OLIVEIRA MAIA (DEM - BA. Como Líder. Sem revisão do orador.) - Sr. Presidente Rodrigo Maia, Sras. e Srs. Deputados, eu quero fazer... Presidente Rodrigo Maia, eu queria a sua atenção a esta minha fala. 
Eu quero fazer um registro. Hoje, eu vi dois acertos por parte do Governo. O primeiro foi aceitar a decisão do Congresso Nacional em relação à Medida Provisória nº 870, reconhecer que é um direito do Parlamento fazer as modificações que acha justas. Outro acerto do Governo foi comemorar esta importante decisão que reduziu o número de Ministérios no Brasil de 29 para 22. Eu quero, aqui, parabenizar o Presidente Bolsonaro e a sua equipe por essa acertadíssima decisão.
Entretanto, Sr. Presidente, no momento em que faço este registro, não posso deixar de me referir ao que aconteceu hoje pela manhã, em uma situação completamente antagônica, inversa, a essa de diminuição de gastos com os Ministérios.
Hoje, na Comissão de Constituição e Justiça desta Casa, foi aprovado projeto de lei de autoria da Defensoria Pública, criando quase 3 mil novos cargos públicos no Brasil. Repito: hoje, numa votação na CCJ, deu-se parecer favorável à criação de quase 3 mil novos cargos públicos, com ônus para o Governo, aqui na estrutura federal.
Ora, Sr. Presidente, Sras. e Srs. Deputados, isso não é razoável, no momento em que estamos votando nesta Casa a reforma da Previdência, justamente para impedir o aumento das despesas; no momento, Presidente Rodrigo Maia, em que a imprensa anuncia - e anunciou hoje - que V.Exa. se reunirá com o Ministro Paulo Guedes com o propósito de identificar possibilidades de cortes de despesas; no momento em que o Brasil tem, na iniciativa privada, mais de 12 milhões de pessoas desempregadas. Isso não é razoável, não é justo. É uma bofetada na cara da sociedade brasileira que, neste momento, esta Casa, que já tem tido posições muitas vezes desproporcionais em relação a benefícios para o funcionalismo público, crie mais 3 mil cargos públicos para inchar a máquina pública, promover novas despesas e dar mais oportunidades apenas para aqueles que têm a capacidade de, através de um concurso, adquirir um emprego no serviço público. Isso não é razoável, Sr. Presidente.
Faço aqui, Presidente Rodrigo Maia, um apelo a V.Exa. e aos Líderes partidários, porque lá na CCJ houve uma inusitada união do PSL com o PT para provar essa medida. Lá na Comissão, ficaram contra essa medida apenas o Democratas e o Partido Novo. Mas eu faço aqui um apelo à razão de todos os Líderes, não importa se do Governo ou da Oposição, e faço um apelo a V.Exa., Presidente Rodrigo Maia, para que não seja incluída na pauta do plenário esse tipo de matéria.
Esse tipo de matéria não é da vontade do povo brasileiro. Esse tipo de matéria contradiz toda e qualquer ação que possamos fazer na direção de diminuir a despesa pública. Esse tipo de votação só trará prejuízo a esta Casa e ao Brasil.
Digo mais: foi apresentada uma nota técnica assinada pelos técnicos do Ministério da Economia, que é conduzido pelo Ministro Paulo Guedes, dando parecer contrário do Ministério da Economia à aprovação dessa matéria.
Portanto, eu quero aqui fazer um apelo, sobretudo a V.Exa., Presidente Rodrigo Maia, e aos Líderes, para que nós, neste momento, não venhamos a trazer essa matéria para o plenário da Casa.
Não ao...
(Desligamento automático do microfone.)"
PELA ORDEM;"O SR. ARTHUR OLIVEIRA MAIA (DEM - BA. Pela ordem. Sem revisão do orador.) - Sr. Presidente, o pensamento do DEM, em primeiro lugar, é que o devedor do INSS não é o pobre. O pobre não deve ao INSS. Quem deve ao INSS é o empresário. Estão falando aqui como se o pobre, que ganha 1 salário mínimo, como se uma pessoa que tem uma situação financeira muito precária fosse o grande devedor do INSS. Isso não é verdade. Eu não conheço nenhum pobre que deva ao INSS. Para dever o INSS tem que ser um empresário.
E essa definição de bem de família é uma definição muito imprecisa. Se fosse para dizer que estamos protegendo uma casa de moradia, eu até encaminharia o voto ""não"", mas, considerando primeiro que não é o pobre que é o devedor do INSS - quem deve ao INSS é o rico - e que em bens de família se podem incluir outros bens além da casa, nós encaminharemos o voto ""sim""."
COMO LÍDER;"O SR. ARTHUR OLIVEIRA MAIA (DEM - BA. Como Líder. Sem revisão do orador.) - Eu não usarei todo o tempo, mas quero aqui desta tribuna dizer que a Câmara dos Deputados cumpre hoje o seu papel com o Brasil. Dois episódios muito tristes nos levam a hoje estarmos votando esta legislação, o episódio de Mariana e o episódio de Brumadinho.
É importante que estejamos hoje aqui fixando uma legislação capaz de prevenir que novos desastres aconteçam. Que as pessoas possam ter a segurança de que a atividade de mineração pode conviver com a vida das pessoas, pode conviver com a segurança das pessoas.
Eu ouvi agora, antecedendo-me, o Deputado Lincoln Portela, que, sendo mineiro, fez uma observação muito pertinente: os Deputados e as Deputadas de outros Estados devem ter a preocupação em cada um de seus respectivos Estados, para que não aconteça aquilo que aconteceu em Minas Gerais. E digo isso porque justamente na minha terra, na Bahia, particularmente na minha Guanambi, neste momento, a sociedade luta contra uma empresa mineradora que deseja implantar uma barragem muito semelhante a essas duas que causaram o desastre de Mariana e o desastre de Brumadinho.
É verdade que autoridades locais, que políticos locais, têm se associado aos mineradores com o propósito de fazer com que essa barragem seja implantada na nossa cidade, mas hoje estamos aqui no Congresso Nacional votando uma lei que certamente trará a essas pessoas que querem implantar essa barragem nociva lá em Guanambi uma série de barreiras que deverão ser ultrapassadas, não barreiras que impeçam o desenvolvimento econômico, mas barreiras que protejam a vida das pessoas.
Sra. Presidente, orientamos que se vote ""sim"", mas quero dizer que a nossa voz aqui no Congresso Nacional sempre se colocará ao lado do povo da Bahia, ao lado do povo da minha Guanambi. Vamos, sim, fiscalizar com todo o cuidado para que essa barragem não seja implantada e para que seja, sim, feita a mineração a seco, que é aquilo que nós de fato desejamos.
O DEM orienta que se vote ""sim"", por uma legislação que garanta a vida das pessoas.
Muito obrigado, Sra. Presidente."
PEQUENO EXPEDIENTE;"O SR. ARTHUR OLIVEIRA MAIA (DEM - BA. Sem revisão do orador.) - Sr. Presidente, Sras. e Srs. Deputados, neste breve espaço quero tratar de um novo instituto criado no Brasil e que tem sido utilizado de maneira bastante equivocada. Refiro-me ao compliance. Desde que aconteceram tantos escândalos na esfera pública, particularmente no âmbito da PETROBRAS, empresas outras passaram a assumir o compliance e muitas vezes se escondem atrás desse manto para causar danos gravíssimos a terceiros.
Vou ler aqui rapidamente uma carta que me foi enviada por um advogado baiano que diz o seguinte:
Um exemplo em que as regras de compliance de uma determinada instituição financeira a serem aplicadas de uma só vez ofenderam a Constituição Federal, o Código de Processo e as normas jurisprudenciais que versam sobre relações comerciais entre pessoas jurídicas são consideradas relação de consumo. Uma determinada empresa construtora era ao mesmo tempo cliente e prestadora de serviço daquele banco há mais de uma década. Inesperadamente, é surpreendida com uma carta do banco dizendo que não tem mais interesse de manter sua conta corrente, dando-lhe um prazo negocial de 30 dias para que procedesse com a retirada dos recursos, compromissos agendados e tudo o mais, porque, findo aquele prazo, sua conta seria encerrada.
 O dono da empresa tentou de toda forma descobrir qual era a razão disso, e não houve maior explicação a não ser que se tratava de uma regra de compliance. E pior, a empresa não pôde receber o dinheiro porque o banco só pagava através de uma conta do próprio banco. Sendo assim, não havia como pagar a empresa, que teve de demitir funcionários. Ao final e ao cabo, a empresa faliu.
Sr. Presidente, precisamos trazer para o âmbito desta Casa um debate profundo sobre o compliance. Estamos apresentando agora um projeto de lei que trata de regulamentar esse instituto sem que cause prejuízo a ninguém e sem que haja discriminação contra ninguém. Não é possível que alguém, por ser parente de uma personalidade política, esteja condenado a não poder trabalhar devido a essas regras de compliance. Precisamos regulamentar essa matéria.
Inicio aqui hoje um debate que é fundamental na atualidade brasileira.
Muito obrigado."
COMO LÍDER;"O SR. ARTHUR OLIVEIRA MAIA (DEM - BA. Como Líder. Sem revisão do orador.) - Sr. Presidente, Deputado Rodrigo Maia, Sras. e Srs. Deputados, a mim parece que é ensurdecedor o silêncio que esta Casa faz diante das afirmações publicadas na imprensa atribuídas ao Ministro da Fazenda, o Sr. Paulo Guedes.
O Sr. Paulo Guedes faz uma acusação grave contra o Congresso Nacional e particularmente contra a Câmara do Deputados. Está em toda a imprensa do Brasil acusando de maneira leviana e capciosa esta Casa.
O SR. TADEU ALENCAR (PSB - PE. Pela ordem. Sem revisão do orador.) - O PSB orienta a liberação, Presidente.
O SR. ARTHUR OLIVEIRA MAIA (DEM - BA) - Obviamente, a reportagem se refere que uma pretensa fala do Ministro, mas acontece que até agora nenhum desmentido foi lido a respeito dessa notícia.
O SR. TADEU ALENCAR (PSB - PE) - Obstrução, não. Liberação.
A SRA. JOENIA WAPICHANA (REDE - RR. Pela ordem. Sem revisão da oradora.) - Sr. Presidente, a REDE também está em obstrução.
O SR. ARTHUR OLIVEIRA MAIA (DEM - BA) - Ora, Sr. Presidente, em outros momentos, por muito menos esta Casa, de maneira altiva, ergueu-se para defender a sua honra, haja vista quando nós aqui convocamos o então Ministro da Educação da Presidente Dilma Rousseff, Cid Gomes, que ali daquela tribuna renunciou ao seu posto de Ministro da Educação justamente por acusações que fez contra membros desta Casa.
Eis que agora o Sr. Paulo Guedes, Ministro da Fazenda, talvez o Ministro que tenha mais representatividade dentro do atual Governo, insurge-se contra esta Casa de uma maneira absolutamente destemperada. Destempero, aliás, Presidente, tem sido a tônica do comportamento do Sr. Paulo Guedes, que já fez ações absolutamente fora de propósito e descabidas a um Ministro de Estado. Quando esteve aqui na CCJ e em outras várias ocasiões demonstrou a sua incapacidade, incapacidade do ponto de vista da falta de instabilidade emocional para conduzir o Ministério da Fazenda.
Sr. Presidente, Deputado Rodrigo Maia, eu penso que o Ministro Paulo Guedes talvez esteja tão chateado com o Congresso Nacional, esteja tão aborrecido, Deputado Alexandre Frota, por conta de nós aqui havermos barrado esse absurdo que ele propôs na sua reforma da Previdência, que era o processo de capitalização, um projeto que tentava acabar com a Previdência pública no Brasil para atender aos interesses dos bancos. Na minha concepção, o mapa do Brasil que reside na cabeça do Sr. Paulo Guedes é o mapa da Avenida Paulista ou da Avenida Vieira Lima, onde estão os grandes bancos do Brasil.
Ora, Sr. Presidente, Sras. e Srs. Deputados, não é razoável que, à véspera de uma votação tão importante como a da Previdência Social, que o Presidente Bolsonaro tem se empenhado em aprovar, que os seus Deputados têm se empenhado em aprovar nesta Casa, apareça um Ministro querendo acabar com um processo que já dura quase 3 anos, que é fundamental para o Brasil e que precisa ser votado com toda a urgência.
Ministro Paulo Guedes, V.Exa. precisa ter consciência do cargo que ocupa. V.Exa. precisa ter noção de que os Poderes instituídos - Poder Legislativo, Poder Judiciário, Poder Executivo - são partes interdependentes. Cada um pensa da maneira que mais lhe aprouver. É claro, eu entendo, que todos pensam sempre na direção daquilo que seja melhor para o Brasil. Não fique com raiva se aqui nós negamos, no projeto de V.Exa., a encomenda que apresentou a esta Casa de fazer um projeto de capitalização que acaba com a Previdência pública. Não vão entrar aqui, Ministro Paulo Guedes!
Em relação às acusações que pesam contra V.Exa. - não vou fazer ilações, como V.Exa. fez, com o propósito de apenas confrontar a sua personalidade com fatos inerentes à sua pessoa, diante de um assunto que diz respeito à instituição Câmara dos Deputados -, obviamente esta Casa deverá dar uma resposta firme e deverá convocar o Ministro para que ele se explique. Se ele diz que esta Casa tem máculas, ele tem que vir aqui, sentar no banco de uma Comissão ou então aqui no Plenário e dizer a cada um de nós quem são os Deputados que respondem por esta ou por outra acusação."
PELA ORDEM;"O SR. ARTHUR OLIVEIRA MAIA (DEM - BA. Pela ordem. Sem revisão do orador.) - Sra. Presidente, desde o primeiro momento em que a vaquejada foi proibida, por uma atitude individual de um juiz, no Supremo, nós nos posicionamos a favor da vaquejada. No ano passado, votamos a lei que autoriza a vaquejada e hoje estamos aqui consolidando métodos que garantem que esse esporte, que é uma tradição no Brasil e, particularmente, no Nordeste, seja praticado com segurança, para os animais e para os praticantes.
Viva o Congresso Nacional, que deu uma resposta e afirmou a cultura brasileira!
Somos a favor da vaquejada."
PELA ORDEM;"O SR. ARTHUR OLIVEIRA MAIA (DEM - BA. Pela ordem. Sem revisão do orador.) - Sr. Presidente, estamos vivendo um momento histórico neste Parlamento. Obviamente, em nenhum lugar do mundo, aprovar uma reforma da Previdência é motivo para comemorações. Mas vários outros Presidentes da República fizeram reformas, e assim o fizeram por absoluta necessidade. O Presidente Lula fez a sua reforma, assim como o Presidente Fernando Henrique e a Presidente Dilma. O Presidente Michel Temer tentou, e o Presidente Bolsonaro também está tentando. Todos assim agiram em razão da responsabilidade do momento, pela necessidade do Brasil, pela situação em que chegamos. 
Digo, Sr. Presidente, que me orgulho muito de ter participado dessa luta. Andei de norte a sul deste País, quando 95% da população brasileira eram contra, defendendo com honradez e dignidade aquilo em que acredito. 
Hoje este Congresso Nacional fecha um ciclo, um ciclo que se iniciou em 2017. Mas, com certeza, inicia-se também um novo ciclo, que traz de volta a este País as condições de investimento, de devolução dos empregos, para que possamos voltar a crescer. 
Viva o Congresso Nacional! Parabéns, Presidente Rodrigo Maia! A sua pessoa, com seu tamanho, com a sua força, com seu patriotismo, foi fundamental para chegarmos até aqui. Viva o Brasil! Viva a Câmara dos Deputados!"
PELA ORDEM;"O SR. ARTHUR OLIVEIRA MAIA (DEM - BA. Pela ordem. Sem revisão do orador.) - Sr. Presidente, é importante que se registre que os professores estão, sim, tendo direito a uma aposentadoria especial. Agora, obviamente, nós gostaríamos - todos os que estão neste plenário - de oferecer condições melhores de aposentadoria não só para os professores, mas também para todos os demais brasileiros.
Os professores e os policiais são as únicas duas categorias que estão tendo direito a condições diferentes e mais favoráveis do que a dos demais brasileiros.
Eu quero registrar que, como Relator da PEC anterior sobre a matéria, estudei muito o assunto e vi que todos os países do planeta dão condições de aposentadoria especial para os policiais. Nem todos dão essas condições para os professores, mas nós as estamos dando. Agora, estamos fazendo isso no limite de uma razoabilidade.
Portanto, encaminhamos o voto ""não"" ao destaque."
