0;1
PELA ORDEM;"O SR. CARLOS GOMES (Bloco/PRB - RS. Pela ordem. Sem revisão do orador.) - Sra. Presidente Geovania de Sá, eu aproveito este minuto para fazer um convite a todos os Deputados da Câmara: daqui a pouco, às 17 horas, no Plenário 13, será reinstalada a Frente Parlamentar Mista em Defesa da Cadeia Produtiva da Reciclagem.
Nós temos muitos desafios nessa área, sobretudo elevar o percentual de apenas 3% de reciclagem de tudo o que se gera no País e aumentar a geração de emprego e renda, dando atenção aos mais de 1 milhão de catadores, às cooperativas, às indústrias, enfim, a toda a cadeia envolvida na reciclagem.
Convido todos para a reinstalação, às 17 horas, no Plenário 13, da Frente Parlamentar em Defesa da Cadeia Produtiva da Reciclagem.
Obrigado, Sra. Presidente."
PELA ORDEM;"O SR. CARLOS GOMES (Bloco/PRB - RS. Pela ordem. Sem revisão do orador.) - Sra. Presidente, quero só dizer que textos como este, infelizmente, têm mandado muitos empregos embora do País. Recentemente, conversando com empresários, soube que estão instalando plantas de 800 milhões de reais, 1 bilhão reais, no Paraguai, em função da insegurança jurídica aqui. Textos como este têm boa intenção, mas na verdade são uma desgraça para a nossa economia.
Eu quero deixar registrado isso, porque nós temos formas de combater o assédio moral, e ele tem que ser combatido, mas aprovar um texto com este, com o tamanho da subjetividade que carrega, com certeza trará um problema muito sério para a geração de empregos neste País, o que é o nosso grande desafio daqui por diante. Só quero deixar registrada minha observação.
Obrigado, Presidente."
PELA ORDEM;"O SR. CARLOS GOMES (PRB - RS. Pela ordem. Sem revisão do orador.) - Sr. Presidente, eu gostaria de fazer um apelo aos partidos que estão em obstrução, que usam o kit obstrução: obstrução por ter entrado com requerimento, obstrução por orientar obstrução. Esta matéria não trata de educação. Eu entendo, é meritória a questão do corte da educação, porém esta matéria trata exclusivamente de algo que é muito caro para os templos religiosos, é muito caro para as Santas Casas e também para as associações beneficentes, algo que vai garantir que eles continuem estendendo as mãos para muitos brasileiros que precisam dessa ajuda, sem a adição de impostos, sem que todos os anos as matérias tenham que ser convalidadas pelo CONFAZ.
Então, faço um apelo aos partidos para que nos ajudem a ajudar as Santas Casas.
O PRB vota ""não""."
BREVES COMUNICAÇÕES;"O SR. CARLOS GOMES (PRB - RS. Sem revisão do orador.) - Obrigado, Presidente Geovania de Sá.
A Lei nº 12.305, de 2010, determinou o fechamento dos lixões até 2014. No entanto, hoje, nós ainda temos 3 mil lixões no Brasil. E por que ainda temos esses 3 mil lixões, pessoas estão indo catar material reciclado e sendo vítimas do processo inadequado de separação de materiais nesses lixões.
Por isso, eu quero registrar que este ano já foi noticiada a morte de dois catadores nesses lixões: o Sr. Eliabe Gonçalves da Silva, de 19 anos, que faleceu no Rio Grande do Norte, e o Sr. Antônio Ferreira da Silva, de 42 anos, que morreu esta semana, atingido por uma retroescavadeira quando estava fazendo a coleta e separando material nos lixões.
Isso mostra, Sra. Presidente, a importância de nós levarmos a sério o fechamento dos lixões e a criação de espaços adequados para que essas pessoas possam fazer a triagem desses materiais em galpões com tecnologia, aumentando assim renda.
A minha solidariedade a essas famílias. E que possamos tirar essa lei do papel, fazendo com que a reciclagem produza renda, emprego e economia para o nosso País.
Que possa constar essa nossa fala nos meios de comunicação da Casa e no programa A Voz do Brasil."
GRANDE EXPEDIENTE;"O SR. CARLOS GOMES (PRB - RS. Sem revisão do orador.) - Sra. Presidente, Deputada Benedita, Sras. e Srs. Parlamentares desta Casa, começo a minha fala fazendo um agradecimento ao Deputado Milton Vieira, de São Paulo, que permutou o espaço comigo, tornando possível meu pronunciamento no Grande Expediente no dia de hoje.
Agradeço a oportunidade para trazer à tribuna desta Casa um tema que tem sido foco de preocupação de governos, pessoas, organizações públicas e privadas: o desperdício de alimentos e a segurança alimentar no Brasil.
Quando falamos em desperdício, lembramo-nos do que nos é mais próximo, do cotidiano comum a nós, que temos o privilégio da comida à mesa. Cada família de três pessoas deixa de consumir em média 128 quilos de alimentos por ano. Nesse período, um brasileiro joga 41 quilos de comida no lixo, o equivalente a mais ou menos 223 reais. Os dados são de um estudo realizado pela EMBRAPA, em parceria com a Fundação Getúlio Vargas, que ouviu 1.764 famílias em todo o País no ano passado.
De acordo com a pesquisa, os alimentos que mais vão fora, por percentual do total desperdiçado, são: arroz, carne bovina, feijão e frango. A análise levou em conta apenas o universo familiar. As maiores perdas, contudo, estão na produção dos alimentos, especialmente na manipulação pós-colheita, na armazenagem e no transporte.
Infelizmente, trata-se de uma realidade comum em países subdesenvolvidos, que lidam com baixo aporte tecnológico no manejo das lavouras, carências nas condições de estocagem e infraestrutura inadequada para escoamento das safras.
A Organização das Nações Unidas para a Alimentação e a Agricultura - FAO nos informa que na colheita o desperdício é de 10%. Durante o transporte e o armazenamento, a cifra vai para 30%. Longas distâncias e precariedade nos locais onde o alimento fica guardado são fatores que impactam na longevidade do produto.
O comércio e o varejo deixam escapar - pasmem os senhores e as senhoras - 50%, enquanto nos domicílios 10% dos alimentos vão parar na lixeira. Há produtos, como frutas e vegetais, que estragam antes de saírem das prateleiras. Muitos consumidores compram alimentos que vão perecer antes de chegarem à mesa. E uma parte considerável do que chega até ela não é consumida.
O total estimado pela FAO é de 8,7 milhões de toneladas de comida perdida no País anualmente, o que daria para alimentar 13 milhões de brasileiros, uma coincidência triste quando verificamos que esse mesmo número de pessoas passa fome em nosso País.
Nesse universo, 5 milhões e 200 mil estão hoje em situação de grave insegurança alimentar, sem acesso a pelo menos três refeições por dia. E o DATASUS, banco de dados do Sistema Único de Saúde, recentemente nos alertou para uma silenciosa epidemia que mata de fome quase 5 mil idosos por ano no Brasil. É um doloroso contrassenso para uma nação que ostenta uma das maiores produções agrícolas do planeta.
Construímos, Deputado Aroldo, ao longo da história, a riqueza e a miséria. E as piores formas da manifestação da pobreza extrema são a fome e as doenças advindas da desnutrição. Sabemos que a fome não pode esperar 10 anos. Ela precisa ser resolvida já. Quem enfrenta essa chaga não consegue aguardar reforma estrutural.
É uma realidade que conheço muito bem. A fome morou na minha casa durante a infância, mas foi na adolescência que eu me tornei parte de uma cadeia de sobrevivência. É o destino imposto a quem nasceu pobre, numa família de 11 irmãos. Durante anos, minhas mãos buscaram, no piso sujo dos fins de feiras lá em Senhor do Bonfim, ainda na Bahia, alguns alimentos aproveitáveis, capazes de garantir que eu não passasse a noite sem ter comido nada. Talvez, por essas memórias, a questão do desperdício de comida toca-me de maneira muito particular.
Eu vejo aqui alguns Parlamentares já se posicionando para fazer aparte, aos quais peço só mais 2 minutos. Logo, passarei aos apartes.
A exaltação da fartura, que caminha ao lado de uma realidade de escassez, precisa ser olhada de forma responsável e comprometida. A quantidade de alimento é suficiente, mas a distribuição dele vai se tornando desigual no trajeto do campo à cozinha. Os prejuízos econômicos são notáveis. Quanto mais o alimento é jogado fora, mais caro ele fica. Foi com base nessa lógica de mercado que, na década de 30, no Brasil, a produção de café em excesso foi queimada para gerar lucro, uma prática ilegal ainda recorrente. Alguém paga essa conta.
Algumas iniciativas nos sugerem caminhos para reverter o quadro de insegurança alimentar no Brasil. A FAO aponta para a urgência em investir no uso de tecnologias e técnicas adequadas, assim como na infraestrutura de estradas. Compartilhamos a posição da EMBRAPA, a qual defende que a produção e o consumo sustentável de alimentos são áreas que exigem a aplicação do conhecimento científico e que precisamos de um olhar mais atento às condições das instalações das Centrais de Abastecimento.
Eu concedo um aparte, inicialmente, ao Deputado Luiz Antônio Corrêa, do Rio de Janeiro.
O Sr. Luiz Antônio Corrêa - Deputado Carlos Gomes, em primeiro lugar, muito obrigado pela sua gentileza de me conceder um tempinho no seu pronunciamento. Quero me dirigir também à Deputada Benedita da Silva, lá do nosso Estado do Rio de Janeiro, essa mulher guerreira, essa mulher que é um símbolo da luta pública, da luta a favor dos marginalizados, dos pobres, dos favelados. Deputada Benedita, é um orgulho tê-la como Presidente neste momento! Deputado, eu vou ser rápido. Acompanhei a sua história. Penso como V.Exa. em relação ao desperdício de alimento que ocorre neste País. Animei-me e dei minha modesta contribuição apresentando um projeto nessa mesma direção, para que, juntando a sua força com as nossas modestas forças, possamos contribuir de alguma forma. Milhões e milhões de brasileiros não estariam passando fome se o desperdício não fosse tão grande. Muito obrigado, Deputado. Que Deus o ilumine! V.Exa. foi um menino pobre, passou fome. Com muita autenticidade, com muita coragem, V.Exa. está levantando essa bandeira aqui no Parlamento nacional. Meu respeito, minha admiração e meus agradecimentos pelo aparte!
O SR. CARLOS GOMES (PRB - RS) - Muito obrigado, Deputado.
Peço a colaboração aos colegas. Quanto mais objetivos forem, mais apartes poderemos conceder.
Concedo um aparte ao Deputado Aroldo Martins.
O Sr. Aroldo Martins - Deputado Carlos Gomes, muito obrigado pelo aparte. Quero parabenizá-lo pela sua fala e enaltecer a importância do assunto trazido: o desperdício de alimentos no Brasil. Esse é um problema muito sério não apenas no Brasil, mas em todo o mundo. O pior é sabermos que o próprio mundo que desperdiça vê milhões de pessoas morrendo de inanição. Então, vai aqui um alerta para que cada um de nós, cidadãos brasileiros, possamos dar a nossa contribuição no sentido de não permitir o desperdício de alimento e promover um aproveitamento maior da cadeia alimentar. Complementando a minha fala, quero também parabenizá-lo por seu trabalho na Frente Parlamentar Mista em Defesa da Cadeia Produtiva da Reciclagem no Brasil.
Quero dizer que sou seu amigo, que me orgulho desse trabalho, como V.Exa. muito bem sabe. E agradeço por ter nos dado a coordenação da reciclagem junto à Frente Parlamentar em Defesa da Cadeia Produtiva da Reciclagem no Estado do Paraná, porque nós devemos trabalhar muito nesse sentido também. E, como tem sido uma das suas bandeiras a questão da reciclagem, quero aqui parabenizá-lo por esse trabalho.
O SR. CARLOS GOMES (PRB - RS) - Muito obrigado, Deputado Aroldo Martins.
Concedo um aparte ao Deputado Arnaldo Jardim.
O Sr. Arnaldo Jardim - Deputado Carlos Gomes, quero dar um testemunho muito rápido e com muito orgulho. Quero falar do privilégio que tenho tido de conviver com V.Exa., que teve origem como catador e chegou aqui como um legítimo representante da população. Há pessoas que passam a ter novas responsabilidade e esquecem as origens, há pessoas que assumem novos encargos e mudam de princípios e de valores, mas V.Exa. não. O próprio pronunciamento e a iniciativa de V.Exa. demonstram isto: cuidar da reciclagem, combater o desperdício de alimentos, criar oportunidade para todas as pessoas. Minha homenagem e minha saudação a V.Exa.
O SR. CARLOS GOMES (PRB - RS) - Muito obrigado, Deputado Arnaldo Jardim.
Eu quero registrar e agradecer a presença da minha amiga ex-Senadora Ana Amélia Lemos, hoje Secretária de Relações Federativas e Internacionais do Governo do Rio Grande do Sul. Obrigado, Senadora. V.Exa. pode compor a Mesa caso vá ficar conosco até o final, ou não. Fique à vontade!
Concedo um aparte ao Deputado Roberto Alves e, na sequência, ao Deputado Ossesio Silva.
O Sr. Roberto Alves - Deputado Carlos Gomes, quero parabenizá-lo pelo discurso e dizer que há um projeto de lei que vai ao encontro dessa sua atitude, chamado de ""Bom Samaritano"". Todos nós sabemos que muitos supermercados até gostariam de fazer doações, mas são impedidos. E o nosso projeto visa a dar segurança aos supermercados para que eles possam fazer doações. Infelizmente, nós temos hoje milhares de pessoas passando fome em nosso País. E eu, como sou um defensor da criança e do adolescente, não posso aceitar isso. Parabéns e conte comigo!
O SR. CARLOS GOMES (PRB - RS) - Obrigado, Deputado Roberto Alves.
Concedo um aparte ao Deputado Ossesio Silva.
O Sr. Ossesio Silva - Obrigado, Deputado Carlos Gomes. Quero parabenizá-lo pelo discurso e pelo tema, que é de suma importância para todos nós brasileiros. Quero rapidamente contar um fato que aconteceu em Pernambuco, especificamente em Olinda: um caminhão de lixo estacionou diante de um supermercado e foi cercado pela população faminta, que recolhia do próprio caminhão restos de alimento para comer. A sua fala é importante e traz um alerta a todos nós Parlamentares e também ao Governo, no sentido de que haja um projeto que permita que esses alimentos sejam aproveitados pelos asilos. Eu faço parte da Comissão de Defesa dos Direitos da Pessoa Idosa e sei que há muitos idosos pobres, em asilos pobres, precisando disso.
Então, rapidamente, como eu disse, quero parabenizar V.Exa., que tem sido nesta Casa um Parlamentar brilhante, que tem representado bem o Rio Grande do Sul. V.Exa. é um grande amigo de longas datas, já conheço sua índole, a seriedade com que faz o seu trabalho. Parabéns por esse tema! Parabéns por essa fala! Que Deus o abençoe!
O SR. CARLOS GOMES (PRB - RS) - Muito obrigado, Deputado.
Concedo um aparte ao Deputado Cleber Verde.
O Sr. Cleber Verde - Nobre Deputado Carlos Gomes, primeiro, quero lhe dizer que V.Exa. honra o Brasil, especialmente o seu Estado, o Rio Grande do Sul, que o conduziu para esta Casa com um trabalho belíssimo. E esse tema que V.Exa. aborda nesta tarde é de suma importância: desperdício de alimento. V.Exa. fala no seu discurso sobre o uso de tecnologia. Quero aqui registrar que um maranhense criou uma startup, um aplicativo de celular chamado Food Flow, que vai interligar o consumidor com o restaurante, que hoje desperdiça parte dos seus alimentos. E aí é importante usar a tecnologia, para que possamos diminuir esse desperdício e fazer com que aquilo que seria jogado fora possa ser dado às pessoas ou vendido por um preço mais acessível, considerando inclusive o seu grau de uso. Portanto, eu o cumprimento e o parabenizo pela fala e pelo trabalho. V.Exa. tem se notabilizado por esta luta. E, como eu disse, V.Exa. honra o seu Estado e nos orgulha por fazer parte da bancada do PRB. Portanto, eu cumprimento e parabenizo V.Exa. pelo trabalho que faz nesta Casa.
O SR. CARLOS GOMES (PRB - RS) - Muito obrigado, Deputado Cleber Verde.
Concedo um aparte ao Deputado Manuel Marcos e, em seguida, à Deputada Dulce Miranda.
O Sr. Manuel Marcos - Deputado Carlos Gomes, estou aqui para parabenizar V.Exa. Não é de hoje que tenho acompanhado o trabalho que V.Exa. vem desenvolvendo aqui nesta Casa. E quero aproveitar este aparte ao pronunciamento de V.Exa., que trata da questão de alimento e estrago de alimento, para falar da nossa aduana lá no Estado do Acre, que faz a divisa entre o Brasil e o Peru. Por falta de servidores, muito alimento que vem do Peru tem estragado e muitos desses alimentos já chegam estragados às redes de supermercados. Então, quero desde já fazer essa denúncia aqui. Estamos lutando, como Presidente do Grupo Parlamentar Brasil-Peru. E quero parabenizar V.Exa. pelo belíssimo trabalho que faz nesta Casa. Eu o acompanho não é de hoje. Há muito tempo acompanho o trabalho de V.Exa. E hoje estou aqui feliz, no meu primeiro mandato, por poder parabenizar V.Exa. Muito obrigado.
O SR. CARLOS GOMES (PRB - RS) - Muito obrigado, Deputado Manuel Marcos.
Vou conceder um aparte ao Deputado Vinicius. Antes, porém, concedo um aparte à Deputada Dulce Miranda.
A Sra. Dulce Miranda - Sr. Deputado, eu quero parabenizar V.Exa. pela essência de um homem que sabe que muitas vezes esse desperdício começa dentro da nossa casa, em cima da nossa mesa. Aqui eu represento o Tocantins. Represento o Norte do nosso País, Maranhão, Pará e Tocantins, onde vivenciamos a miséria, a fome, as famílias passam necessidade, enquanto em muitos lugares, em muitos restaurantes, em muitos supermercados, como V.Exa. já disse aqui, alimentos sobram e são jogados no lixo. E crianças famintas estão morrendo de fome. Quero parabenizar V.Exa. por sua essência. Nós fazemos parte da seguridade social, e eu vejo o trato, o carinho que V.Exa. tem pelo povo brasileiro. Eu quero aqui render homenagem a V.Exa. e dizer que eu também defendo essa bandeira. E aproveito para cumprimentar hoje todos os nossos bombeiros, homens e mulheres que salvam vidas. Cumprimento os 536 bombeiros do meu Estado de Tocantins. A todos um abraço carinhoso. Muito obrigada, Deputado. Parabéns a V.Exa.!
O SR. CARLOS GOMES (PRB - RS) - Obrigado, Deputada.
Concedo um aparte ao Deputado Vinicius Carvalho.
O Sr. Vinicius Carvalho - Deputado Carlos Gomes, quero dizer, como Vice-Líder do PRB, e tenho certeza de que falo aqui em nome do nosso Líder, que é uma satisfação ter V.Exa. como um dos membros do Partido Republicano Brasileiro. É com muita alegria que fazemos aparte à sua fala, pelo orgulho que nós temos do exemplar trabalho que V.Exa. tem desenvolvido junto às questões dos resíduos sólidos e da cadeia produtiva da reciclagem. Então, parabenizo V.Exa. Saiba que nós, do PRB, temos imensa satisfação e orgulho de tê-lo conosco nessa bandeira. Um forte abraço!
O SR. CARLOS GOMES (PRB - RS) - Muito obrigado, Deputado Vinicius. 
Diminuir os números do desperdício também implica romper com um modelo cultural que enaltece a abundância desmedida e o consumo irracional. Nossas práticas ainda são regidas pela velha máxima de que é melhor sobrar do que faltar e pela preferência por comida fresca à mesa, aliada ao baixo índice de reaproveitamento do excedente de comida.
Já foi mostrado que as famílias que desperdiçam menos são as que fazem compras menores, que preparam lista de supermercado e reutilizam o excedente em novas refeições. O cidadão com maior consciência sobre o impacto do desperdício no orçamento tende a descartar menos comida.
As ações, leis e políticas de aproveitamento de sobras também requerem aperfeiçoamento. Um dos pilares do desperdício está nas lancherias, bares e restaurantes, principalmente os bufês. A doação da chamada ""sobra limpa"", alternativa louvável, defendida de forma legítima, não tem aplicação tão simples. No Brasil, quem responde legalmente pelo alimento distribuído é quem o produz, o que inibe esse tipo de ação.
Enquanto a legislação não se flexibiliza, nós vemos seres humanos misturados aos animais, buscando em meio ao lixo algo suficiente para matar a fome. Essa cena de horror repete-se porque as empresas estão acorrentadas ao dever de responderem sozinhas pela qualidade e sanidade do produto.
O Programa Banco de Alimentos é uma iniciativa que tem potencial para crescer nos médios e grandes Municípios e merece ser aprimorado. Estamos sofrendo mudanças climáticas e escassez de recursos naturais. Somado a isso, o mundo convive com o flagelo da insegurança alimentar. Esse cenário, mais do que nos escandalizar, deveria nos chamar à luta e nos comprometer com a redução das perdas, que, ao lado da fome, produzem uma lógica de desigualdade perversa.
Alcançar a segurança alimentar e a melhoria da nutrição são condições fundamentais para a erradicação da fome.
As medidas a serem adotadas são necessárias e urgentes. São desafios que nos convocam a mobilizar forças para uma causa que precisa ser abraçada não só por governos, mas também pela iniciativa privada, pelas instituições e pela sociedade. Essa missão precisa ser assumida por todos, de forma concreta, solidária e permanente.
O pão nosso de cada dia não é divino por ser pão. É sagrado por ser nosso, por ser compartilhado. Enquanto ele estiver faltando na mesa de um só brasileiro, seguiremos vivendo em uma nação faminta de discernimento e de humanidade.
Eu quero agradecer todos os apartes e dizer que este momento, Sr. Presidente, é muito especial para mim, porque realmente passei muita fome, peguei comida do chão para me alimentar. No final das feiras, eu pegava frutas que tinham um lado bom, separava o lado bom do podre, e as comia para sobreviver. Nós temos que mudar a legislação brasileira que proíbe duramente a doação de alimentos. Vemos reiteradamente que supermercados preferem jogar sobras de alimentos na lata do lixo a fazer doação. Há quase 12 milhões de brasileiros passando fome, e jogamos milhões de toneladas de alimentos no lixo.
Agradeço, Sr. Presidente, esta oportunidade.
Gostaria que este pronunciamento fosse divulgado pelos órgãos de comunicação da Câmara dos Deputados.
Muito obrigado."
PELA ORDEM;"O SR. CARLOS GOMES (REPUBLICANOS - RS. Pela ordem. Sem revisão do orador.) - Sr. Presidente, eu quero só dizer que nós vamos fazer um destaque ao artigo que trata de prorrogação dos lixões. A isto nós não vamos atender: vamos continuar enterrando muito lixo, gerando passivo ambiental, doença para os brasileiros, não vamos incentivar coleta seletiva. Na minha opinião, é um jabuti nesse projeto, que poderá contribuir muito para o Brasil.
A orientação é ""não""."
PELA ORDEM;"O SR. CARLOS GOMES (REPUBLICANOS - RS. Pela ordem. Sem revisão do orador.) - Sr. Presidente, eu gostaria de reforçar o argumento do Deputado Arnaldo Jardim e dizer que a alteração do art. 54 da Lei nº 12.305 dentro do projeto do marco regulatório de saneamento básico é um jabuti. Primeiro, essa é uma lei específica, que tem que ser tratada de forma específica. Segundo, é muito falso, é uma armadilha o que esta Casa vai criar para todos os Prefeitos do Brasil se disser que, prorrogado o prazo para os lixões, eles estarão isentos, imunes, não serão multados, não serão presos.
Pelo contrário, isso é uma armadilha. O lixo dessas Prefeituras continuará indo para os 3 mil lixões que hoje existem, e os Prefeitos continuarão sendo penalizados pela Lei de Crimes Ambientais.
Por isso, não se justifica prorrogar, dar mais tempo...
(Desligamento automático do microfone.)
O SR. CARLOS GOMES (REPUBLICANOS - RS) - O Republicanos libera, Sr. Presidente."
COMO LÍDER;"O SR. CARLOS GOMES (REPUBLICANOS - RS. Como Líder. Sem revisão do orador.) - Sr. Presidente, Sras. e Srs. Deputados, primeiramente quero agradecer ao Republicanos, o meu partido, a possibilidade de uso do tempo da Liderança.
Este tema de que vou tratar aqui converge com aquilo que o Republicanos defende: desenvolvimento econômico, geração de empregos, distribuição de renda e sustentabilidade. Eu venho falar sobre a reciclagem no nosso País.
Nós temos o grande desafio de reciclar os resíduos que geramos. Todos os anos, cerca de 80 milhões de toneladas de resíduos urbanos são gerados no Brasil, dos quais 97% estão indo para os aterros sanitários, para os lixões, para os aterros controlados, que pouco diferem de lixões.
Esse material que está indo para os lixões está fazendo falta nos galpões de reciclagem para ser triado, picado, lavado, passar pelo processo de extrusão, ser transformado em flake e, assim, aumentar a renda dos abnegados trabalhadores que todos os dias saem das suas casas e se dirigem a um galpão de triagem para dali extrair 600 reais, 800 reais, 1.200 reais para sustentar sua família. Essas pessoas contribuem para um meio ambiente equilibrado e para o incremento da nossa economia, uma vez que injetam por ano 12 bilhões de reais na economia brasileira. Porém, Sr. Presidente, isso está muito aquém do que nós podemos gerar.
Se nós aumentarmos o percentual de reciclagem de resíduos no Brasil dos 3% que o País recicla hoje para 30%, nós poderemos aumentar de 12 bilhões de reais para 120 bilhões de reais o montante de recursos injetados na nossa economia só pelo setor da reciclagem. Porém, faltam recursos para investir no setor.
Em muitos Municípios não há galpões para os trabalhadores fazerem a triagem. Quando há galpão, não há esteira para que eles possam fazer esse trabalho. Quando há esteira, faltam caminhões para auxiliar na coleta seletiva dos materiais. Faltam prensas. Faltam maquinários para lavar, picar e fazer o processo de extrusão do material. Faltam injetores para transformar essa matéria-prima em novos produtos, para que, desses galpões, saiam produtos acabados diretamente para as lojas.
Hoje, esses abnegados trabalhadores que estão nos galpões de reciclagem estão limitados apenas a receber, quando recebem, o material das Prefeituras e a triar, prensar e vender esse material. Mas esse trabalho inicial da cadeia produtiva rende pouco para esses trabalhadores. Assim, é necessário que eles possam ter acesso a recursos para investir em mais equipamentos, em mais tecnologia. Para isso, nós apresentamos à Casa um projeto de lei de incentivo à reciclagem no Brasil. Ele hoje está na Comissão de Meio Ambiente no Senado Federal.
Ontem, nós nos reunimos com o Senador Luis Carlos Heinze, Relator dessa matéria na Comissão de Meio Ambiente, a fim de que ele possa elaborar rapidamente o parecer, que deverá ser aprovado o quanto antes, porque esse projeto irá possibilitar a captação de recursos pelos galpões de reciclagem, pelas cooperativas e pela indústria, para investimento em treinamento de mão de obra e aquisição de tecnologias para a transformação da matéria-prima em produtos que serão comercializados diretamente com as lojas de todo o País. Assim, nós poderemos aumentar, e muito, o potencial da reciclagem do nosso País, aumentar a renda dos trabalhadores que vivem, há 20 anos, 30 anos, 40 anos da reciclagem, contribuindo com o nosso meio ambiente, com a nossa economia e com a geração de empregos.
Eu quero aqui agradecer ao Senador Luis Carlos Heinze, que se prontificou a elaborar o relatório e devolvê-lo à Comissão para que possa ser aprovado. Nós aguardamos ansiosamente a aprovação dessa matéria, que passou por todas as Comissões da Câmara dos Deputados. Eu não encontrei até hoje - talvez eu encontre, até o fim do meu mandato - um Parlamentar que dissesse ser contra a reciclagem; pelo contrário, todos apoiam esse setor. Se todos o apoiam, não justifica protelar, atrasar a aprovação de um projeto tão importante como o projeto de incentivo à cadeia produtiva da reciclagem no Brasil.
Esse projeto conta com o apoio de todos os catadores, conta com o apoio das cooperativas e conta com o apoio da indústria. Inclusive, a própria CNI o colocou na sua agenda legislativa como pauta importante e principal para o desenvolvimento econômico.
Por isso, eu peço a atenção e o apoio de todos os Senadores para que possamos aprovar o Projeto de Lei nº 6.545, de 2019, que irá mudar a realidade da reciclagem no Brasil.
Sr. Presidente, solicito que esta minha fala seja divulgada no programa A Voz do Brasil.
Muito obrigado."
ENCAMINHAMENTO DE VOTAÇÃO;"O SR. CARLOS GOMES (Bloco/REPUBLICANOS - RS. Sem revisão do orador.) - Sr. Presidente, muito obrigado. Eu agradeço também ao nosso Líder Vinicius Carvalho.
Eu quero parabenizar o relatório do Deputado Roberto Alves e também agradecer por ele ter acatado a Emenda nº 3, que contempla os Estados que precisam de pelo menos mais 6 meses para se viabilizarem para a recontratualização com o Governo Federal.
Todos nós aqui sabemos que é necessária uma discussão mais profunda sobre o pacto federativo, pois o Governo Federal vai aos Estados, que arrecadam bastante dinheiro, mas volta pouco. 
Este é um dos motivos porque os Estados estão endividados, quebrados. E não é novidade para ninguém que o Rio Grande do Sul passa por uma crise, mas tem tomado várias iniciativas para se enquadrar neste contrato de refinanciamento com o Governo Federal.
Por isso (falha na transmissão).
O SR. PRESIDENTE (Eduardo Bismarck. PDT - CE) - Ative o microfone para concluir, Deputado, por gentileza.
O SR. CARLOS GOMES (Bloco/REPUBLICANOS - RS) - Quero agradecer, Sr. Presidente, mais uma vez ao nosso Relator, ao Líder Vinicius Carvalho e a todos os Republicanos e Parlamentares Líderes que também concordaram e fizeram esse acordo.
Muito obrigado. 
Boa votação a todos nós!
Somos pela aprovação do parecer."
BREVES COMUNICAÇÕES;"O SR. CARLOS GOMES (REPUBLICANOS - RS. Sem revisão do orador.) - Obrigado, Sr. Presidente. Só quero fazer um registro, Sr. Presidente. Faleceu no dia de ontem o Pastor Jair Menezes Ibaldo, pastor emérito da Igreja Assembleia de Deus de Montenegro, no Rio Grande do Sul. 
O Pastor Jair foi pastor por 24 anos das Assembleias de Deus. Trabalhou nas igrejas de Canoas, Horizontina e Montenegro - cidades do Rio Grande do Sul.
Queremos manifestar nossa solidariedade à família e à igreja. Esta é a nossa homenagem, Sr. Presidente.
Muito obrigado."
