0;1
PEQUENO EXPEDIENTE;"O SR. ANTONIO BRITO (Bloco/PSD - BA. Sem revisão do orador.) - Agradeço ao Deputado Roberto de Lucena.
Sra. Presidente, Sras. e Srs. Deputados, eu gostaria de registrar que ontem, no Município de Salvador, foi criada a Comissão de Legislação Participativa da Câmara de Salvador, pelo Presidente Geraldo Júnior e pelo Vereador Edvaldo Brito. Foi criada à semelhança da Comissão de Legislação Participativa desta Casa. Este é o incentivo que a Câmara dos Deputados e o Senado Federal dão às Câmaras de Vereadores de todo o País. Salvador, a primeira capital deste País, tem agora sua Comissão de Legislação Participativa.
Parabéns aos Vereadores, ao sete Vereadores que compõem a Comissão, ao Vereador Edvaldo Brito, ao Vereador Geraldo Júnior, Presidente daquela Casa, e a todos que fizeram parte daquela solenidade tão importante de ontem!
Este é o registro, Sra. Presidente. 
Muito obrigado a V.Exa. e ao Deputado Roberto de Lucena."
PEQUENO EXPEDIENTE;"O SR. ANTONIO BRITO (PSD - BA) - Sr. Presidente, Srs. Deputados, gostaria de registrar que teve início hoje o 28º Congresso Nacional das Santas Casas e Hospitais Filantrópicos do Estado de São Paulo.
Eu estive lá, Sr. Presidente. O tema do Congresso é um check-up na gestão. Portanto, em São Paulo, cerca de 900 pessoas estão discutindo gestão e profissionalização das Santas Casas e reestruturação de hospitais beneficentes.
Está na pauta desta Casa a Medida Provisória nº 859, de 2018, que trata de uma linha de crédito com base no FGTS, a ser operada pela Caixa Econômica, Banco do Brasil e BNDES. E no debate sempre se fala da gestão.
As Santas Casas estão fazendo seu dever de casa. Mas não dá para se discutir gestão apenas, sem reajuste dos contratos do SUS, sem o repasse devido por Governos Estaduais e Municipais, sem recursos novos e muito menos sem a possibilidade de linhas que possam ter juros subsidiados para as Santas Casas. A linha da MP 859 está girando em torno de 12%.
Portanto, eu faço um apelo a esta Casa. Vamos aprovar a MP 859, apesar de ela não resolver problema, porque tem previsão de juros que levam o setor a estar sempre com o pires na mão, com dificuldades, porque a chamada a tabela SUS não é reajustada.
Parabéns a São Paulo! Parabéns ao Edson Rogatti, Presidente da FEHOSP e da CMB, pelo belíssimo congresso que está sendo realizado na cidade de Atibaia, no Estado de São Paulo!
Este é o registro, Sr. Presidente."
PELA ORDEM;"O SR. ANTONIO BRITO (PSD - BA. Pela ordem. Sem revisão do orador.) - Sra. Presidente, eu gostaria de orientar ""sim"" pelo PSD.
Pela Frente Parlamentar de Apoio às Santas Casas, Hospitais e Entidades Filantrópicas aprovamos a MP 859, mas deixo registrada aqui a nossa preocupação com o spread de 3%. No debate que houve, falamos sobre os juros do FGTS, mas a MP 859 traz um spread bancário de 3%.
	É evidente que nós sabemos a realidade que os bancos têm colocado. Mas fazemos um apelo ao Governo Federal, fazemos um apelo a esta Casa, em nome das Santas Casas e hospitais filantrópicos do Brasil, para que, após a aprovação desta medida provisória, o Governo possa subsidiar essa linha e consigamos fazer uma linha, como estava previsto inicialmente, a 8% ou 9%, que é o valor do FGTS.
O PSD vota ""sim""."
PELA ORDEM;"O SR. ANTONIO BRITO (PSD - BA. Pela ordem. Sem revisão do orador.) - Queria, Sra. Presidente, agradecer a esta Casa em nome da Frente Parlamentar de Apoio às Santas Casas, Hospitais e Entidades Filantrópicas, ressaltando que a Medida Provisória nº 859 é de suma importância. Agradeço ao Senado, ao Deputado Ricardo Barros, à Senadora Daniella, a todos os partidos que apoiaram as Santas Casas e hospitais filantrópicos.
Isto não resolve o problema, mas é um fôlego para as Santas Casas, porque precisamos de juros subsidiados e de recursos novos no sistema.
Obrigado, Sra. Presidente.
Obrigado, portanto, aos partidos que apoiaram a matéria."
PEQUENO EXPEDIENTE;"O SR. ANTONIO BRITO (PSD - BA. Sem revisão do orador.) - Sra. Presidente, Sras. e Srs. Deputados, eu gostaria de informar que, na semana que vem, estarei em missão oficial, sem ônus para esta Casa, no Congresso Mundial das Santas Casas, que ocorrerá na cidade de Macau, na China, onde será debatido o futuro das Santas Casas ao redor do mundo. A Santa Casa de Macau existe há 450 anos.
A delegação do Brasil que vai participar desse congresso é enorme, e aproveito para saudar o Diretor-Presidente da Confederação das Santas Casas, Hospitais e Entidades Filantrópicas, o Sr. Edson Rogatti. Seremos recebidos pelos Presidente da União das Santas Casas de Portugal, o Sr. Manuel de Lemos. Debateremos o destino do mundo que passa pela filantropia, pelas Santas Casas, na próxima semana, em Macau.
Torcemos para que no Brasil a situação melhore com linhas de financiamento do SUS e com outras importantes linhas de financiamento capitaneadas pelo Ministro Mandetta, pela Caixa Econômica Federal e pelo BNDES.
Era o que tinha a dizer, Sra. Presidente.
Muito obrigado."
DISCURSO ENCAMINHADO;"DISCURSO NA ÍNTEGRA ENCAMINHADO PELO SR. DEPUTADO ANTONIO BRITO.

Sr. Presidente, Sras. e Srs. Deputados, gostaria de registrar que estive em missão oficial, durante os dias 12 a 18 de maio, em Macau, uma das regiões administrativas especiais da República Popular da China, participando do XII Congresso Internacional das Misericórdias.
O evento, organizado pelo Presidente da Confederação Internacional das Misericórdias (CIM), Manuel de Lemos, e pelo provedor da Santa Casa de Macau, António de Freitas, reuniu autoridades do Governo Chinês, a exemplo do então Chefe do Executivo de Macau, Leong Vai Tac, do Vice-Presidente da Conferência Consultiva Política do Povo Chinês, Edmund Ho, assim como os líderes das Santas Casas de todos os continentes, que dialogaram sobre questões relativas aos valores comuns e princípios que unem todas as misericórdias presentes no mundo: a primazia pelos direitos humanos, a busca pela erradicação da pobreza e a solidariedade.
O tema central do Congresso foi O Papel das Políticas Sociais e de Saúde na Proteção da Infância, Juventude e Envelhecimento. Durante o evento foram exibidas mensagens com saudações do Secretário Geral da ONU, António Gutierrez, e do Presidente da República de Portugal, Marcelo Rebelo de Sousa.
Convém destacar que, como parte integrante do congresso, ocorreu a celebração dos 450 anos de fundação da Santa Casa de Macau, importante instituição asiática que tem como provedor António Freitas, a quem agradeço, juntamente com a sua esposa, Dona Leonor; o Presidente da Assembleia Consultiva, Leonel Alves; assim como Bruno Nunes e sua esposa Gisela, pela receptividade e acolhida.
Importante ressaltar ,que no dia 13 de maio, estive com o Presidente da CIM, Manuel de Lemos, o Presidente da Confederação das Misericórdias da Itália, Roberto Trucchi, o Presidente Emérito da CIM, Padre Vitor Melicias, o provedor da Santa Casa de Macau, António Freitas, e o provedor da Santa Casa de São Tomé e Príncipe, Acácio Bonfim, em audiência com o então chefe do Executivo de Macau, Leong Vai Tac. No encontro, tratamos de temas ligados à saúde global, assim como do intercâmbio entre as Santas Casas chinesas, brasileiras e portuguesas.
Ficou ainda mais evidenciado, com as discussões neste Congresso, que a relação das Santas Casas com o mundo transcende o âmbito da saúde. Foi acordado, portanto, entre todas as instituições presentes, alguns compromissos globais, formalizados por meio da Declaração de Macau.
O documento traz alguns princípios que devem nortear as atividades destas instituições, a exemplo da cooperação na difusão de novas tecnologias e da economia digital; o fomento do diálogo cultural inter-religioso com vista aos mais elevados níveis de integração e inclusão social; a promoção da valorização da família como célula social indispensável à sociedade; a cooperação com os Estados no desenvolvimento de novas gerações de políticas sociais, em especial, as que representam o envelhecimento; e assumir o papel de parceiros ativos nas políticas de saúde, educação, património, habitação e proteção social na colaboração com os Estados, dentre outros.
Cientes da sua relevância, as Santas Casas pretendem participar, de forma ativa, do desenvolvimento geoestratégico das políticas internacionais dos estados que a pertencem. Inclusive, durante os debates, as Misericórdias se propuseram a ser o braço social da Nova Rota da Seda, de responsabilidade do Governo chinês.
A Rota em questão faz referência aos caminhos usados por terra e mar entre o sul da Ásia e a Europa para comercializar o tecido, formando a maior rota comercial do mundo antigo. O projeto de Pequim agora prevê importantes investimentos em infraestruturas para conectar o mundo aos mercados chineses. Serão portos, ferrovias, estradas, aeroportos e redes de telecomunicações.
Por sua vez, o trabalho das mais de 2.100 Santas Casas brasileiras, responsáveis por mais da metade dos atendimentos pelo Sistema Único de Saúde (SUS) no país, foi enaltecido e reconhecido durante o evento. Entendendo o papel social destas instituições, que estiveram representadas no Congresso pela Frente Parlamentar das Santas Casas, na minha pessoa; da Confederação das Santas Casas e Hospitais Filantrópicos (CMB), com o Presidente Edson Rogatti; e gestores das Santas Casas de São Paulo, Paraná, Minas Gerais, Bahia entre outras. Ficou deliberado que o Brasil sediará o XIII Congresso Internacional das Misericórdias, em 2022, em São Paulo. Na ocasião, será promovido um amplo debate para apresentar a visão das Santas Casas e hospitais filantrópicos frente ao envelhecimento da população, com a apresentação de alternativas e propostas.
Portanto, senhoras e senhores, os nossos desafios, ainda que imensos, se tornam mais fáceis de serem encarados quando há união de esforços e unidade de valores e ações. Precisamos, baseados no princípio de fraternidade que envolve as Santas Casas, e na preocupação destas instituições na esfera global, direcionar o olhar para o envelhecimento da população e a fragilização dos mecanismos de assistência social voltadas para esta situação.
É possível, até 2022, data da realização do Congresso, já apresentar ao mundo os avanços das nossas Santas Casas, com o equilíbrio das finanças e com medidas eficientes do Governo Federal brasileiro e com o apoio do nosso Congresso Nacional.
Muito obrigado."
PEQUENO EXPEDIENTE;"O SR. ANTONIO BRITO (PSD - BA. Sem revisão do orador.) - Sr. Presidente, Srs. Deputados, quero registrar que no último dia 21 foi publicada portaria do Governo sobre as santas casas e hospitais filantrópicos. O Ministério da Saúde regulamentou as operações de crédito com recursos do FGTS a serem operados pela Caixa Econômica, pelo Banco do Brasil e pelo BNDES.
Esse é um passo importante do Ministro Luiz Henrique Mandetta para que nós possamos fazer a rolagem das dívidas bancárias das santas casas e hospitais filantrópicos.
Na semana passada, num ato no Palácio do Planalto, fizemos essa rolagem com o BNDES. Agora, essa portaria possibilita a operação com a Caixa Econômica e outros bancos para salvar as santas casas, que tanto precisam no nosso País.
Era esse é o registro, Sr. Presidente. Vamos à assinatura dessa linha de crédito da Caixa Econômica para as santas casas.
Obrigado."
PEQUENO EXPEDIENTE;"O SR. ANTONIO BRITO (PSD - BA. Sem revisão do orador.) - Sra. Presidente, Sras. e Srs. Deputados, como Presidente da Frente Parlamentar pela luta contra a Tuberculose, eu gostaria de fazer um registro importante: o Brasil assume a Presidência do Conselho do Stop TB, órgão ligado à Organização das Nações Unidas. O Presidente será o Ministro Luiz Henrique Mandetta, que sucederá o Ministro da Saúde da África do Sul na estratégia global na luta contra essa doença.
No Brasil, são 72 mil casos novos da doença por ano. Ao longo desses últimos anos, o Ministério da Saúde tem incorporado estratégias com tecnologia, com diagnóstico e tem feito toda uma articulação para que as pessoas evitem o abandono do tratamento. Tudo isso tem gerado dados importantes para o Brasil em termos de redução da mortalidade e também de redução de casos novos, com detecções importantes. O Estado do Amazonas ocupa o primeiro lugar em incidência da doença, seguido pelo Rio de Janeiro.
Hoje pela manhã, visitou este Parlamento a Sra. Lucica Ditiu, Diretora-Executiva do Stop TB, que ficou muito feliz com as atividades da Comissão de Seguridade Social e Família e também com as atividades deste Parlamento, que levará a Genebra a força da Frente Parlamentar, que tem como Vice-Presidente a Deputada Benedita da Silva, que também tem um excelente trabalho no Estado do Rio de Janeiro, segundo Estado brasileiro com maior acometimento desta doença. Esta é uma doença que acomete a população em situação de rua, os indígenas, a população carcerária, a população pobre deste País.
Parabéns ao Ministro Luiz Henrique Mandetta por liderar e ter liderado, quando Presidente da Comissão de Seguridade Social, tantos incentivos a essa Frente Parlamentar, que hoje vê a sua liderança mundial. Estaremos em Jacarta em dezembro para a posse desse conselho. E teremos o Brasil na liderança, de forma suprapartidária, na luta contra a tuberculose.
Com fé em Deus, eliminaremos essa doença.
Muito obrigado, Sra. Presidente."
PELA ORDEM;"O SR. ANTONIO BRITO (PSD - BA. Pela ordem. Sem revisão do orador.) - Sra. Presidente, eu só queria registrar, como Relator Revisor da Medida Provisória nº 890 nesta Casa e Presidente da Comissão de Seguridade Social e Família, a importância de nós aprovarmos essa MP.
Fizemos todo um trabalho na Comissão Especial. Quero registrar o trabalho do Senador Confúcio Moura e do nosso Ministro Luiz Henrique Mandetta.
Neste momento, apesar de todo o debate, é fundamental aprovar essa Medida Provisória nº 890, na linha do que foi definido na Comissão Especial, no Parlamento e no Ministério da Saúde, através do Ministro Luiz Henrique Mandetta.
Queria deixar isso consignado, como Relator Revisor.
Muito obrigado, Sra. Presidente."
PELA ORDEM;"O SR. ANTONIO BRITO (PSD - BA. Pela ordem. Sem revisão do orador.) - O PSD vota ""sim"", Sr. Presidente.
Parabenizo V.Exa. pelo trabalho na aprovação dessa medida provisória, parabenizo o Senador Confúcio Moura, o Ministro Luiz Henrique Mandetta e o Líder Vitor Hugo.
A Liderança do Governo vota ""sim"", Sr. Presidente."
