0;1
PEQUENO EXPEDIENTE;"O SR. CLAUDIO CAJADO (Bloco/PP - BA. Sem revisão do orador.) - Sra. Presidente, Sras. e Srs. Deputados, inicialmente gostaria de dar as boas-vindas aos Parlamentares, mulheres e homens que, escolhidos nas urnas, têm a responsabilidade enorme de cumprir, no exercício do seu mandato, seu dever em relação às mudanças de que o País precisa, principalmente tendo em vista o seu eleitorado e os compromissos políticos assumidos. Muitos Parlamentares são de primeiro mandato, e outros já são veteranos, como eu, que estou no meu sétimo mandato, mas com o mesmo vigor e determinação com que comecei há alguns anos, ou melhor, há vários anos. 
Quero parabenizar o Presidente da Câmara, Deputado Rodrigo Maia, e toda a Mesa Diretora, desejando-lhes um profícuo biênio de trabalho à frente da Mesa Diretora da Câmara dos Deputados. 
Que todos nós tenhamos a visão da importância deste momento, da importância desta sessão que se inicia hoje, e que todos nós, individual e coletivamente, tenhamos responsabilidade e consciência de que o Brasil precisa do Parlamento mais do que nunca, do ponto de vista das mudanças que se aproximam, das reformas que precisam ser aprovadas em benefício do povo, do projeto de construção deste novo momento, para que todos os brasileiros tenham, acima de tudo, um futuro melhor.
Espero que estas minhas palavras iniciais sejam consenso na coletividade do Parlamento que começa a trabalhar hoje; que este Parlamento tenha esse mesmo pensamento, essa mesma diretriz. Juntos, não tenham dúvida, seremos a voz do povo brasileiro, e com ela é que iremos governar ao lado do Presidente Bolsonaro, do Poder Judiciário, do Ministério Público, da imprensa e da sociedade brasileira, que depositou em cada um de nós a esperança de um País melhor. 
Muito obrigado, Deputada."
PELA ORDEM;"O SR. CLAUDIO CAJADO (Bloco/PP - BA. Pela ordem. Sem revisão do orador.) - Pois não, Sra. Presidente. Agradeço a V.Exa.
Eu uso a tribuna mais uma vez para tecer um comentário sobre a ansiedade com que eu e, imagino, muitos outros Parlamentares estamos aguardando a discussão da lei anticrime que será enviada pelo Presidente Bolsonaro. Nós precisamos discutir essa questão aqui como pauta urgente, e não apenas em razão do que estão passando os Estados do Ceará, do Rio de Janeiro e muitos outros. Mas eu me lembro que nós já discutimos essa questão em esforço concentrado promovido pelo Presidente da Câmara, Rodrigo Maia, inclusive aprovando um projeto de minha autoria que diminui as saidinhas. Vejo que esse projeto pode reforçar principalmente aquele ponto sobre o qual nos debruçamos e que precisa, efetivamente, ser melhorado, que é o aumento da apenação.
Não adianta nós não aumentarmos as penas por acharmos que criaremos um problema nos presídios. Se tivermos de aumentar os presídios no Brasil que o façamos. Porém, o que não podemos é ver criminosos, inclusive de crimes hediondos, serem soltos diante dos inúmeros benefícios que a lei lhes faculta, inclusive no caso de condenações por homicídio, latrocínio etc. Nós temos que pôr em prática a ideia de que crime que tem ser apenado e de que preso tem que cumprir pena. Quanto a essa ideia de que nós temos que fazer a progressão da pena e de que a prisão não resolve nenhum tipo de problema para aquele que cumpre aquela pena, eu penso que a realidade mostra que é completamente diferente.
Eu não conheço os detalhes do projeto do Ministro Moro, mas tenho certeza de que nós nos debruçaremos sobre ele e teremos agora a condição de discutir questões em relação às quais nós já temos posicionamento, como criminalizar o caixa dois e evitar as saídas. E se tivermos que mudar o posicionamento do Supremo Tribunal Federal, que tem jurisprudência sobre isso, que o façamos, com uma lei mais dura. Esse é o caminho para tentarmos diminuir a violência, que cresce cada vez mais em nosso Brasil.
Por isso, este projeto, ao lado das reformas previdenciária, administrativa, tributária etc., é uma pauta fundamentalmente de interesse da sociedade, que eu considero ser suprapartidária. Nós precisamos fazer uma discussão ampla, inclusive com a própria sociedade. Porém, todos nós que chegamos agora, que viemos das urnas, das eleições do ano passado, tivemos a oportunidade de conversar com o povo brasileiro, com os nossos eleitores. Em particular, a questão da violência foi um dos temas que mais nos foram demandados.
Por isso, eu quero aqui repetir que estaremos ansiosos por este debate. Espero que a Comissão Especial seja extremamente eficiente, com o seu Presidente e Relator ,e nós possamos fazer com que esses projetos que alteram a legislação e o processo penal sejam debatidos, porém votados com a brevidade e a urgência que o povo brasileiro espera.
Muito obrigado, Sra. Presidente, e ao Plenário, que me assistiu."
PEQUENO EXPEDIENTE;"O SR. CLAUDIO CAJADO (Bloco/PP - BA. Sem revisão do orador.) - Sr. Presidente, Sras. e Srs. Deputados, todos nós que iniciamos o mandato nesta legislatura estamos com a grande expectativa de devolver para o povo e para os eleitores que nos elegeram a esperança de um novo Brasil. 
O novo Brasil começa com a posse de um Presidente que se revelou complemente antagônico aos Governos anteriores e que traz consigo a esperança de que o País volte a crescer e a ter competitividade no cenário produtivo internacional. Espero que possamos continuar a manter a inflação sob controle, baixando cada vez mais as taxas de juros, para que o Brasil possa, enfim, voltar a gerar renda e emprego para os brasileiros, com a consequente diminuição do desemprego. Para isso, nós precisamos manter o controle das finanças públicas. 
Por isso, nós esperamos que possamos urgentemente votar as lei que...
(Desligamento automático do microfone.)"
PEQUENO EXPEDIENTE;"O SR. CLAUDIO CAJADO (Bloco/PP - BA. Sem revisão do orador.) - Sr. Presidenta Deputada Geovania de Sá, quero comunicar a V.Exa. e aos demais Líderes o meu reconhecimento e agradecimento ao Presidente Bolsonaro, ao Ministro Onyx Lorenzoni e à Líder do Governo no Congresso, a Deputada Joice Hasselmann, pela minha indicação para 1º Vice-Líder do Governo no Congresso, motivo pelo qual me sinto extremamente entusiasmado para cuidar, ao lado da Líder Joice Hasselmann, das matérias que dizem respeito a orçamento, medidas provisórias, vetos e, principalmente, à Lei Orçamentária Anual e à Lei de Diretrizes Orçamentárias.
Devemos, na próxima semana, instalar a Comissão Mista de Orçamento. Vamos trabalhar nesse sentido. Por isso mesmo, digo da minha satisfação em poder estar ao lado da Líder Joice Hasselmann para fazer todo esse trabalho, em nome do Governo Bolsonaro, aqui dentro do Congresso Nacional. Agradeço também aos Presidentes da Câmara dos Deputados, Rodrigo Maia, e do Senado Federal, Davi Alcolumbre.
Muito obrigado."
ENCAMINHAMENTO DE VOTAÇÃO;"O SR. CLAUDIO CAJADO (Bloco/PP - BA. Para encaminhar. Sem revisão do orador.) - Sr. Presidente, esse PLN nada mais é do que o atendimento do Governo à determinação do Congresso Nacional, haja vista que inserimos, no ano passado, para vigorar este ano, na Lei de Diretrizes Orçamentárias - LDO e no Orçamento Geral da União - OGU, a obrigatoriedade de o Governo enviar para cá um PLN autorizativo para que possa fazer as despesas que nós aqui no Congresso Nacional condicionamos que ele faça.
Exigiu-se que o Governo emitisse títulos de créditos para fazer face a pagamentos condicionados. Os títulos foram emitidos; o recurso está em caixa; e o Governo precisa da autorização. E, através de um amplo acordo, essa autorização será dada.
Por isso, o Progressista, em consonância com o acordo feito com a Oposição, encaminha o voto ""sim""."
PELA ORDEM;"O SR. CLAUDIO CAJADO (Bloco/PP - BA. Pela ordem. Sem revisão do orador.) - Sra. Presidente, Sras. e Srs. Deputados, venho à tribuna representando o segmento daquele homem do campo que trabalha sob sol a pino durante 5 dias, 6 dias, às vezes 7 dias por semana, cujo único lazer é justamente a argolinha, é a vaquejada, é a cavalgada. São esportes que hoje nós reconhecemos como um patrimônio do Brasil, uma cultura que, principalmente no Nordeste, tem que ser preservada.
Aqueles que são contra nós respeitamos, mas eu duvido que saibam o que é um arreio ou quantos recursos, quantos investimentos, quanta riqueza giram em torno dos esportes equestres e bovinos.
Nós votamos ""sim"".
Tenho certeza de que esta Casa mais uma vez reiterará o que a sociedade brasileira deseja: reconhecer a vaquejada, reconhecer os esportes equestres como um patrimônio no Brasil."
BREVES COMUNICAÇÕES;"O SR. CLAUDIO CAJADO (Bloco/PP - BA. Sem revisão do orador.) - Sr. Presidente,  inicialmente, quero cumprimentar V.Exa. e os demais Deputados aqui presentes. 
Quero nesta oportunidade me solidarizar com os desabrigados e com as eventuais vítimas da tragédia que ocorreu nos Municípios baianos de Pedro Alexandre e Coronel João Sá. Apesar de não ser votado nessas cidades, venho me solidarizar com aquela população, porque o que ocorreu foi extremamente grave: o rompimento da barragem inundou as cidades, deixando vários desabrigados.
Porém, devo ressaltar que o Governo do Estado da Bahia, na pessoa do Governador Rui Costa, já iniciou as providências desde o dia de ontem. O Governo Federal, por intermédio do Ministério do Desenvolvimento Regional e da Defesa Civil, também acorreu para dar suporte à população e às vítimas. Já estão identificando a causa do acidente, e nós esperamos que esse problema esteja equacionado nos próximos dias. 
O que ocorreu foi uma fatalidade, por causa das chuvas muito intensas, que ocasionaram - ainda há dúvida - ou rompimento ou o transbordamento da barragem. As medidas para evitar consequências piores já foram adotadas. E, graças a Deus, até o presente momento, não há informações de vítimas fatais, apenas danos materiais.
Por fim, Sr. Presidente, deixo ainda registrado nesta oportunidade que V.Exa. tem conduzido com muita habilidade e competência os trabalhos nesta Casa.V.Exa. fez uma reunião com as Lideranças hoje, e ficou acertado que concluiríamos o primeiro turno com a votação de destaques.
Pessoalmente, também penso que seria melhor exaurirmos a votação em dois turnos no dia de amanhã, porém V.Exa. tem feito suas decisões sempre democraticamente, em conjunto com os demais Líderes. Se essa foi uma decisão, nós nos submetemos a ela, apesar de que nós teríamos a possibilidade de, em não votando a Lei de Diretrizes Orçamentárias - LDO, a Casa não entrar em recesso. Assim, haveria tempo para que, na próxima semana, nós pudéssemos continuar o processo de votação da reforma da Previdência, se hoje não houver quórum, e votar inclusive a LDO, para depois entrarmos em recesso.
Mas eu tenho certeza de que o acordo que V.Exa. fez com os Líderes, ouvindo-os democraticamente, foi o melhor encaminhamento para este momento. V.Exa. declarou, e todos nós concordamos, que não há essa urgência: não se votando agora, vota-se no início de agosto. Porém, se pudéssemos fazer esse esforço para concluirmos, em segundo turno, esta reforma, seria bom para todos nós, até porque o Senado já se prepararia para, terminado o recesso - recesso branco, porque nós não votamos a LDO -, darmos início, de imediato, à votação no plenário. 
Deixo aqui registrada a minha opinião."
BREVES COMUNICAÇÕES;"O SR. CLAUDIO CAJADO (Bloco/PP - BA. Sem revisão do orador.) - Sr. Presidente, Sras. e Srs. Deputados, reiniciamos hoje os nossos trabalhos, vindos de um recesso, em que por algumas semanas nós tivemos a oportunidade de estar junto às nossas bases. Muitos fizeram viagens. Eu pessoalmente fui a inúmeros eventos no interior do meu Estado, a Bahia. Pude perceber o quanto a população está ansiosa para que nós avancemos na pauta econômica, nas reformas, principalmente para que devolvamos ao País e ao povo brasileiro a perspectiva de melhores dias.
Nós estamos trabalhando duro para isso. A Câmara, protagonizada pelo Presidente Rodrigo Maia, não tem deixado de lado as suas responsabilidades. Pelo contrário, temos feito um esforço enorme. Hoje, já no primeiro dia após o recesso, estamos com uma sessão extraordinária para que possamos avançar na votação do segundo turno da reforma da Previdência.
Logo mais teremos uma reunião, no Colégio de Líderes, da Comissão Mista de Planos, Orçamentos Públicos e Fiscalização, com o intuito de pautarmos a discussão e a aprovação da Lei de Diretrizes Orçamentárias - LDO, para que possamos, através dessa votação, dar ao Governo Federal as condições, que eu sempre chamo de espinha dorsal, de elaborar o Orçamento Geral da União. Se nós não votarmos essa peça, não existe política pública, não existem recursos para serem disponibilizados a Estados e Municípios, não existem programas importantes como os que estão sendo lançados atualmente pelo Ministério da Saúde, Ministério do Desenvolvimento Regional e outros, que têm que ter a dotação orçamentária e os seus programas assegurados dentro da peça orçamentária.
Portanto, nós reiniciamos o semestre já com um volume extremamente elevado de trabalho nas pautas, que estão sendo discutidas. E estamos na expectativa de colocar na pauta econômica a reforma tributária e outras que são tão importantes quanto as que nós estamos discutindo atualmente, porque isso dará uma visão ao Brasil de que nós não podemos mais ter obstáculos para que as coisas funcionam bem.
O objetivo maior do Governo Federal, na pessoa do Presidente Bolsonaro, é fazer com que as coisas sejam fáceis. E o Ministro da Economia Paulo Guedes tem tido esta visão: quanto menos complicadas forem as coisas, mais fácil será para todos - empresariado, trabalhadores, comerciantes, prestadores de serviço - retomarem, na sua força de trabalho, o desempenho econômico que todos nós desejamos, que é o País voltar a crescer 3%, 4% ao ano. Isso é possível, mas nós temos que tomar as atitudes necessárias. E essas atitudes dependem do Congresso Nacional.
Por isso, eu tenho uma expectativa muito grande de podermos, na medida da celeridade possível que o Parlamento atua, fazer com que todos esses temas, toda essa agenda positiva possa efetivamente ser encaminhada em benefício do Brasil.
E quem teve no recesso contato com suas bases, como eu disse inicialmente no meu pronunciamento, tem a convicção de que este é o caminho. Não há outro, a não ser o que nós estamos fazendo.
Sr. Presidente, quero convocar todos os Líderes partidários, toda a Casa para fazermos esse esforço concentrado em favor do Brasil, dos brasileiros e brasileiras.
Muito obrigado."
BREVES COMUNICAÇÕES;"O SR. CLAUDIO CAJADO (Bloco/PP - BA. Sem revisão do orador.) - Muito obrigado, Sr. Presidente. Cumprimento V.Exa. e todos os Deputados e Deputadas presentes no plenário.
Presidente, nós estamos passando por um momento muito difícil. Houve agora um anúncio de depressão, quer dizer, de recessão. A economia ainda não voltou a ter o transcurso que nós desejamos porque estamos na fase incipiente de concluirmos as reformas que iniciamos nesta Casa, na Câmara dos Deputados, como a da Previdência, que foi para o Senado.
Por isso, é fundamental que nós continuemos avançando nas reformas macroestruturantes. Votamos a reforma da Previdência e agora precisamos começar a debater urgentemente a reforma do Estado. Nós precisamos instalar o Plano Mansueto, que prevê a classificação de risco nos empréstimos dos Estados. Nós precisamos avançar em leis que tornem mais severo o ajuste fiscal, porque nós não podemos permitir o descontrole nas contas públicas.
Sr. Presidente, a minha fala neste momento é para pedir que os partidos, os Líderes, a Mesa Diretora, na figura do Presidente Rodrigo Maia, continuem pautando essas matérias de ajuste fiscal. Nós temos hoje um problema grave: o teto dos gastos e uma reforma da Previdência que ainda não surtiu os efeitos para que essa diferença entre receita e despesa seja equacionada. Nós vamos enfrentar um problema sério no ano que vem em função do limite estipulado para o teto do gasto público. Portanto, é fundamental que avancemos em reformas estruturantes que tragam ajustes fiscais em definitivo para o nosso País.
Aproveito para conclamar as lideranças e, mais uma vez, o Presidente Rodrigo Maia para que avancemos nessa pauta."
PEQUENO EXPEDIENTE;"O SR. CLAUDIO CAJADO (Bloco/PP - BA. Sem revisão do orador.) - Sr. Presidente, quero cumprimentar V.Exa. e registrar que Salvador recebe a Semana do Clima. É importante debatermos essa temática sobre os amplos aspectos, não só em relação ao clima mundial, mas também em relação ao impacto no agronegócio, no desenvolvimento. Parece-me que existem muitos lados e pouca verdade sobre isso.
Eu sugeriria - penso que este é um caminho - que fizéssemos um debate aqui nesta Casa, uma Comissão Geral, para tratarmos da questão do clima, dos impactos no meio ambiente, com a presença de cientistas, de pessoas que têm opiniões diferentes, já que esta é uma Casa plural.
Tenho convicção de que neste momento, em que Salvador realiza a Semana do clima, nós temos que pautar essa agenda como agenda permanente do Parlamento brasileiro, expondo os contraditórios, para chegarmos às opiniões que sejam consensualizadas na verdade.
Fala-se muito do aquecimento global. Eu vi diversas matérias, inclusive uma do Jornal Nacional, da Rede Globo, da GloboNews, mostrando que foram definidas uma série de questões. E também vi outros cientistas que foram diametralmente opostos.
Então, eu sugeriria a esta Casa, através do Presidente Rodrigo Maia, que estabelecesse uma pauta, um debate, uma agenda específica sobre o clima, sobre o impacto dele no meio ambiente, tanto no Brasil quanto em outros países do mundo, levando em consideração a Amazônia e a questão do agronegócio. Acho que seria, digamos assim, de boa fundamentação, de boa conceituação para a sociedade, para o Brasil como um todo, debatermos essa questão."
