0;1
PELA ORDEM;"A SRA. PROFESSORA ROSA NEIDE (Bloco/PT - MT. Pela ordem. Sem revisão da oradora.) - Sra. Presidente, demais componentes da Mesa, quero cumprimentar a companheira Deputada Benedita da Silva e, ao fazê-lo, estender meus cumprimentos a todas as mulheres deste Parlamento. Cumprimento todos os homens eleitos e as mulheres eleitas para esta Legislatura. Registro que nesta Casa todos se criarão e todos trabalharão pelo País e pelos nossos Estados.
Abraço também a companheira Deputada Talíria Petrone, que acabou de falar. Eu gostaria de dizer que Jean Wyllys vai viver sempre entre nós, mesmo não estando em nosso País, devido às condições que conhecemos. Suas ideias serão defendidas por todos nós que acreditamos na humanidade e temos projetos humanizadores para a nossa população.
Agradeço à população do Estado de Mato Grosso, às mulheres e aos homens que atribuíram a mim este mandato.
Quero dizer que eu vivo num Estado de quase 1 milhão de quilômetros quadrados, que tem apenas 3 milhões e 400 mil pessoas. É uma população muito pequena, considerando-se o tamanho do Estado, que é o quinto maior exportador de grãos deste País. É um Estado que, como tantos outros, precisa que seja revista a legislação federal no que diz respeito à questão das exportações.
A lei que foi criada em 1996 e que desonerou as exportações para que o Brasil pudesse competir melhor com seus produtos, hoje marca profundamente as populações que vivem nos Estados de economia primária. As nossas exportações não agregam valor nenhum às políticas sociais, às políticas públicas dos nossos Estados. O Governador eleito de Mato Grosso declarou estado de calamidade financeira, sendo que o nosso Estado, em 2017, cresceu 14%, enquanto o Brasil cresceu 1,4%. Os profissionais e servidores de Mato Grosso estão com seus salários atrasados e parcelados.
Precisamos rever a produção deste País, a produção dos Estados, para que os governantes possam conferir à população os bens a que ela tem direito. Trabalharemos juntos e juntas para que a população tenha seus direitos garantidos. Serei voz ao lado dos trabalhadores e das trabalhadoras. Votaremos juntos e juntas pelo povo do Brasil. Nós nos criaremos - não é, Deputada Luiza Erundina e Deputada Benedita da Silva? - em favor do povo, sempre em favor do povo, nunca em favor da meia dúzia que comanda o capital deste País.
Muito obrigada, Sra. Presidente."
PEQUENO EXPEDIENTE;"A SRA. PROFESSORA ROSA NEIDE (PT - MT. Sem revisão da oradora.) - Boa tarde, Presidenta! Boa tarde, demais Parlamentares presentes!
Eu vou usar este espaço nesta tarde para apresentar uma frente parlamentar em defesa da escola pública e dos profissionais da educação. 
Iniciei minha carreira no magistério público aos 17 anos e já vi, nesse pouco tempo aqui nesta Casa, Parlamentares preocupados com a educação no País, a educação pública e a educação privada, a básica e a superior, assim como vi Parlamentares que desconhecem o papel da escola pública no Brasil e agridem os profissionais da educação.
Convido todos e todas para que façamos uma frente que possa discutir o papel da escola pública, democrática, laica, de portas abertas, a mais democrática do mundo, que recebe milhões de estudantes todos os dias, nos períodos matutino, vespertino e noturno.
Fico muito preocupada com um país, como o nosso, onde os educadores passam a não ser referência, passam a ser agredidos. Os nossos educadores recebem nossas crianças, nossos adolescentes e jovens na escola todos os dias e abrem para os alunos uma porta, que muitas vezes será a única que esse ser humano vai ter na vida. E aqui neste plenário, conosco, autoridades públicas, usam palavras desrespeitosas contra esses profissionais.
A escola pública brasileira é uma escola revolucionária. Se nós temos o avanço da ciência e da tecnologia é porque, no banco da escola, os nossos estudantes foram recebidos por profissionais da educação. 
Se não conservarmos com cuidado e respeito os professores que todos os dias ministram aulas, cuidam das crianças do Brasil... Essas crianças que muitas vezes vêm sem alimentação, sem saúde, sem uma família para cuidar delas, porque a família está no trabalho, e é a escola quem cuida dessas crianças. Se não tivermos esses anjos da guarda na escola, que são os profissionais... Nós professores somos profissionais, e assim queremos ser tratados! Pela nossa formação humana, acolhemos os estudantes para que eles, decentemente, sejam tratados como humanos no Brasil.
Gostaria que todas e todos, independentemente da filiação partidária, se agregassem a essa condição de apoiar a educação pública no País.
Hoje houve o lançamento da reforma da Previdência, e eu me assusto a cada momento, quando se propõe que, aos 60 anos de idade, uma professora alfabetizadora, que na maioria das vezes, por ser filha da classe trabalhadora, começa aos 20 anos, 21 anos em sala de aula, fique por 41 anos, 42 anos, para chegar aos 60 anos de idade e poder se aposentar. Como uma professora aos 61 anos de idade, com tripla jornada de trabalho, porque, além da vida pessoal, ela, professora, tem que planejar aulas, tem que cuidar dos seus alunos, tem que estudar para saber como cada criança aprende, como cada adolescente aprende, como cada jovem aprende, vai, 42 anos depois, estar na sala de aula alfabetizando muitas vezes crianças? 
Quem tem filhos, quem tem netos, quem tem sobrinhos, quem lida com a criança nos tempos de hoje sabe quem são as nossas crianças, como elas devem ser recebidas na escola e qual o papel da professora e do professor que os está recebendo.
A maioria dos Parlamentares deveria entrar numa sala de aula, aqueles que não são diretamente da educação, conversar com os nossos profissionais, conhecer o interior da escola, como sei que os comprometidos assim o fazem, porque fui Secretária de Estado da Educação e os Parlamentares muitas vezes foram os nossos parceiros, para que, depois dessa conversa, entendesse qual o papel de uma professora e de um professor neste País.
Convido todos a assinar a frente, a estar junto com a educação brasileira, respeitando o nosso professor. País que não respeita professor está fadado a nunca chegar a ser um país melhor, justo e bom para todos.
Muito obrigada."
PELA ORDEM;"A SRA. PROFESSORA ROSA NEIDE (PT - MT. Pela ordem. Sem revisão da oradora.) - Sra. Presidenta, o Partido dos Trabalhadores orienta ""sim"" e também reforça, no que se refere à violência contra as mulheres e às armas espalhadas neste País, que nós estamos vivendo um momento muito grave, no qual a discussão da liberação de armas coloca mais ainda em risco a vida das mulheres.
Queremos dizer que o pacote anticrime não fala nada do feminicídio e ainda diz que, se o agressor estiver sob qualquer impacto, sob emoção, esse crime pode ser facultado. Precisamos repensar isso, pois neste momento o número de feminicídios aumenta a cada minuto. Não podemos pensar em armas o tempo todo, pois elas servem para destruir vidas, especialmente de mulheres."
PEQUENO EXPEDIENTE;"A SRA. PROFESSORA ROSA NEIDE (PT - MT. Sem revisão da oradora.) - Sra. Presidente, colegas Deputados e Deputadas, este tempo é só para dizer que, no próximo dia 22, às 16 horas, na Praça Ipiranga, Centro do Município de Cuiabá, Mato Grosso, nossa Capital, a sociedade vai se reunir, vai estar toda junta para discutir a previdência pública do Brasil. Vai ser uma aula pública, vai ser a sociedade procurando entender o que significa perder a previdência ou se essa previdência é para cortar privilégios. Vamos fazer uma discussão pública.
Portanto, em Cuiabá, Mato Grosso, vamos estar reunidos na Praça Ipiranga, às 16 horas, numa aula pública, para chamar a atenção e discutir a previdência pública.
Muito obrigada."
COMO LÍDER;"A SRA. PROFESSORA ROSA NEIDE (PT - MT. Como Líder. Sem revisão da oradora.) - Sr. Presidente, nobres pares, eu gostaria de usar este tempo, em nome da Liderança do Partido dos Trabalhadores, para fazer um convite em nome da Confederação Nacional dos Trabalhadores em Educação - CNTE, que este ano vai comemorar a 20º Semana Nacional em Defesa e Promoção da Educação Pública dos Profissionais da Educação. Essa semana será comemorada entre 22 e 26 de abril, e o dia 24 será o dia da mobilização nacional. 
Nós estamos vivendo um momento muito especial no País, quando discutir educação tem que ser a nossa agenda principal, até porque teremos a Marcha dos Prefeitos na próxima semana. Sei que todo Parlamentar e toda Parlamentar, dos mais longínquos Municípios do Brasil, receberão os Prefeitos, que estão em dúvida sobre o que significa esse novo pacto federativo.
Muitos orientam os Prefeitos dizendo que, ao desvincular o dinheiro da educação, que nós conquistamos com tanta luta, com suor, com sangue - pode-se espalhar isto pelo País inteiro -, os Municípios terão um novo dinheiro. Fala-se que é o ""Mais Brasil, menos Brasília"". Nós estamos tirando da classe trabalhadora, dos profissionais da educação, o direito de ter educação pública de qualidade para todos e todas.
Se desvincularmos os recursos da educação, desvincularemos o FUNDEB - Fundo de Manutenção e Desenvolvimento da Educação Básica, que esta Casa votou e precisa voltar a discutir, porque ele termina no próximo ano. Nós precisamos ter um FUNDEB permanente. Nós precisamos garantir que os recursos da educação sejam vinculados. Trata-se de cláusula pétrea da nossa Constituição. Foi uma conquista que o Constituinte, para salvaguardar o direito da educação no Brasil, escreveu na Constituição de 1988. 
Hoje, com o piso salarial vinculado, com o FUNDEB vinculado, com as matrículas de todos os Municípios vinculadas ao FUNDEB, nós vemos um alvoroço de discussão no País. É dito que, caso se desvincule, aumentará a liberdade de gestão dos Prefeitos e dos Governadores. A maioria dos Prefeitos já entenderam que, caso de desvincule, eles perderão recursos, porque hoje eles recebem o recurso por aluno matriculado, e na maioria dos Estados brasileiros o ensino fundamental está muito mais presente nas redes municipais do que nas redes estaduais. Portanto, se não tivermos o FUNDEB, os Municípios ficarão com as matrículas e sem os recursos.
É da nossa responsabilidade, é do nosso dever público de Deputados e Deputadas eleitos de tomarmos a educação como agenda principal. Vamos discutir a educação, independentemente da coloração partidária. Vamos discutir a educação para que nós possamos, de fato, garantir às crianças, aos jovens, aos adolescentes do Brasil e a todos os seus educadores o direito de no futuro terem condições de intervir, com formação, nas políticas públicas do País. Tudo o que se está discutindo hoje em relação a tirar recursos da educação vai prejudicar enormemente os nossos Municípios. Só não serão prejudicados os Municípios muito ricos, que são uma pequena minoria. Todos os outros terão grandes prejuízos.
Nesta Casa, já tramita uma PEC do novo FUNDEB. Por isso, solicitamos às Sras. Deputadas e aos Srs. Deputados que se debrucem sobre este tema. Na vinda dos Srs. Prefeitos e dos Srs. Governadores a esta Casa, vamos ter clareza de como orientá-los.
Quero reforçar que a 20º Semana Nacional em Defesa e Promoção da Educação Pública dos Profissionais da Educação, que a CNTE realizará, vai chamar a atenção para isso. Temos 2 milhões e 200 mil profissionais professores em sala de aula no Brasil, e é por eles que devemos nos juntar e fazer a luta.
Muito obrigada."
PELA ORDEM;"O SR. PROFESSORA ROSA NEIDE (PT - MT. Pela ordem. Sem revisão do orador.) - Sra. Presidente, demais pares, amanhã, às 9h30min, na Comissão de Educação, realizaremos audiência pública para tratar dos impactos da reforma da Previdência na vida dos professores e das professoras.
O Ministério da Economia estará representado pelo Secretário Adjunto. Estarão presentes também ao debate assessores Parlamentares, assessores da Casa e especialistas na área de educação. Considero que este é um momento muito importante para conhecermos os verdadeiros impactos na vida de uma professora que irá aposentar-se aos 60, 70 anos de idade.
Convido todos os pares que tiverem a oportunidade de participar do debate para que saibam dos dados que estão por trás de uma aposentadoria após os 60 anos de idade.
Muito obrigada."
COMUNICAÇÃO PARLAMENTAR;"A SRA. PROFESSORA ROSA NEIDE (PT - MT. Sem revisão da oradora.) - Sr. Presidente Assis Carvalho, é uma honra muito grande tê-lo presidindo os trabalhos desta sessão.
No último final de semana, no Estado de Mato Grosso, tive a oportunidade de percorrer vários Municípios da região do Araguaia, mais especificamente da região de Dom Pedro Casaldáliga. No Município de Confresa fizemos uma grande reunião, assim como no Município de Barra do Garças. 
No Município de Confresa, tive a oportunidade de ouvir as lideranças, todas muito preocupadas com as inúmeras obras iniciadas naquela região, que estão todas paralisadas desde o golpe contra a Presidente Dilma, desde que entrou Michel Temer. Obras de educação e de saúde estão paradas, gerando um forte prejuízo para as populações indígenas, ribeirinhas, do campo e das cidades. Lá, enquanto as pessoas estão lutando por instrumentos sociais a serviço da qualidade de vida, a chuva e o sol estão destruindo obras por falta de recursos. O Governo Federal não dá satisfação às Prefeituras, que ficam sem poder dar continuidade às obras.
Naquela região tão aguerrida, de luta, de gente do bem, de gente que trabalha e produz com o suor do rosto, pudemos ouvir inúmeras falas, todos preocupadas com a chamada reforma da Previdência. Os agricultores, que da zona rural trazem o alimento para a mesa de todo o povo brasileiro, estão preocupados, desesperados. Como as mulheres do campo, os homens que trabalham no campo ficarão sem a segurança do Estado, na medida em que a reforma lhes tira o apoio deste? Os brasileiros que trabalham querem ao menos no final das suas vidas ter condições de sobreviver.
Reformas são feitas para melhorar algo. Quando se reforma uma casa, por exemplo, deseja-se uma coisa melhor. Agora, com essa reforma, infelizmente o que o Estado brasileiro está propondo, em vez de uma melhoria, é a destruição da Seguridade Social, da vida das pessoas. 
Ao povo do Araguaia, que tanto conversou comigo, com as demais autoridades presentes, quero dizer que nós estaremos aqui na luta, junto com todos os Parlamentares que, independentemente do partido político, são compromissados com a qualidade de vida da nossa população.
Sr. Presidente, estamos no mês de abril, o mês em que o Brasil comemora o dia dos povos indígenas, o chamado Dia do Índio. Como professora, sei que as escolas se organizavam para fazer uma homenagem, contando, de forma muitas vezes mais folclórica do que verdadeira, a história dos povos indígenas. Em Mato Grosso temos 43 etnias. 
A Deputada Joenia Wapichana, que representa os povos indígenas neste Parlamento, já fez um pronunciamento hoje.
Recebi votos da maioria dos indígenas do Estado de Mato Grosso e quero dizer que estou junto com eles na luta, porque hoje eles passam por um momento muito difícil. Os indígenas estão muito preocupados, não sabem quem serão os médicos que chegarão às suas aldeias para atendê-los. Eles estão lá sem médicos, sem remédios e sem atendimento. Os coordenadores dos indígenas foram exonerados, e ninguém foi nomeado para substituí-los. 
A saúde indígena está em dificuldade, as escolas indígenas muitas vezes estão sem atendimento, e a população indígena está sendo chamada no Estado de Mato Grosso de latifundiária. A relação que o indígena tem com a terra é muito diferente da relação que nós brancos temos com ela. O índio que vive na terra tem por ela uma relação de mãe e filho. Eles sempre dizem: ""Viemos da terra e para ela voltaremos"".
Por isso, a relação comercial que nós, povo branco, estabelecemos com a terra não é a mesma que os povos indígenas estabelecem.
Então, eu me junto às vozes de todos os indígenas do País nessa luta em defesa da terra, em defesa dos costumes, dos valores, para que que eles tenham possibilidade de educar seus filhos e viver de forma fraterna, com a união dos povos. Os indígenas vieram para cá antes de nós, ocuparam estas terras e estabeleceram outros ritos e outros modos de viver, e nós precisamos respeitá-los. 
Neste mês de abril, em que indígenas do País inteiro estarão em Brasília, nós estaremos lá no acampamento conversando com eles. Espero que o Governo respeite a história, respeite a luta dos povos indígenas e respeite o que eles construíram, porque os povos indígenas são muito bem organizados. Muitas vezes, o povo da cidade ainda afirma que aqueles que estão nas aldeias têm que vir para a cidade, mas os povos indígenas gostam do lugar em que vivem. Eles precisam é de apoio para que projetos de sustentabilidade sejam construídos e eles possam viver bem e dignamente junto com o seu povo. 
A forma como eles vivem é uma escolha deles. Não são as pessoas da cidade nem o Governo de plantão que têm que estabelecer o modelo de vida para o povo indígena. Cada vez que eu vou a uma aldeia eu aprendo um pouco: aprendo sobre o modo como eles educam os filhos, o respeito das crianças pelos adultos, dos jovens pelos idosos. Se nós que vivemos na cidade soubéssemos um pouquinho do que é viver em fraternidade, iríamos passar alguns dias em uma aldeia.
Então, deixo um forte abraço a todo o povo indígena brasileiro, especialmente aos indígenas das 43 etnias do Estado do Mato Grosso.
Por fim, Sr. Presidente, eu gostaria de dizer que todo o mundo cristão está comemorando a Semana Santa, em especial a Sexta-Feira da Paixão. Há uma expressão que consta de uma oração universal, o Pai Nosso, que para mim é muito cara: ""assim na terra como no céu"". Queremos um céu aqui na terra, e temos que começar a fazer esse céu aqui na terra pensando todos os dias em como podemos viver num país em que as pessoas tenham o mínimo de dignidade. 
Eu vejo muitos Parlamentares atribuindo ao Presidente Luiz Inácio Lula da Silva algumas situações. Ele é o único Presidente, na minha história de vida, que eu verdadeiramente reconheço como alguém que pensou na alimentação do povo, na dignidade de vida deste e de sua família, no sentido de que tenham uma cama para dormir, um quarto, uma casa. 
E o ""assim na terra como no céu"" significa que não precisamos viver aqui sofrendo, esperando a vida eterna. Eu quero que a vida seja digna e fraterna enquanto houver vida. Depois, sobre a própria fé cada um resolve. Temos que querer para todos o que queremos para nós mesmos. 
Não pensemos em momento nenhum que nós vamos tirar a dignidade dos idosos, dos trabalhadores, das mulheres, especialmente das mulheres do campo e das professoras. Essa reforma da Previdência está tirando o sono de muitos de nós. Tenho recebido inúmeros telefonemas e e-mails sobre o assunto. Várias pessoas me param na rua e perguntam: ""Professora, será que vão acabar com tudo que nós conquistamos?""
Aqui nós somos 513 Parlamentares, e cada um tem o direito de votar como quiser. Cada um representa um voto e tem que mostrar a sua cara para a população. Eu quero declarar que contra trabalhadores e trabalhadoras jamais votarei, porque esta é a minha luta e a minha história.
Um forte abraço a todos neste feriado. Que possamos refletir muito sobre a qualidade de vida de toda a população.
Muito obrigada."
ENCAMINHAMENTO DE VOTAÇÃO;"O SR. PROFESSORA ROSA NEIDE (PT - MT. Sem revisão do orador.) - Sr. Presidente, o Partido dos Trabalhadores é favorável à transferência, do Governo para o Distrito Federal, da Junta Comercial. O partido não tem nada contra isso, entende a necessidade, a importância disso.
Entretanto, continuaremos em obstrução, em função do corte dos recursos das universidades públicas e dos institutos federais. Entendemos que o corte dos recursos do orçamento das universidades não prejudica apenas o ensino superior e tecnológico no Brasil, mas prejudica também a educação básica, haja vista os cursos de licenciatura, que formam os educadores deste País nas universidades, as quais hoje estão sendo diretamente atingidas por essa medida do Governo Federal, do Ministério da Educação.
O Governo brasileiro hoje está dizendo que o Brasil gasta muito em educação, gasta no nível dos países desenvolvidos. Entretanto, o Brasil nunca investiu no que era necessário para a educação. A educação brasileira não tem a estrutura necessária para que seja de qualidade. Alegam-se os gastos, o orçamento vinculado ao PIB, sem lembrar que nós temos escolas a serem construídas, precisamos de investimento para transporte escolar, formação de professores.
Nós temos uma dívida histórica com a educação brasileira. Qualquer corte de dinheiro da educação brasileira prejudicará diretamente os nossos estudantes. Essa mentira deslavada do Governo, que diz que vai tirar do custeio mas não vai atingir o estudante, atinge diretamente o estudante do ensino superior e tecnológico e de toda a educação básica.
Não vamos negar a relação da educação básica com o ensino superior. O Governo não está tirando do ensino superior para colocar na educação básica. A educação básica brasileira, os Prefeitos, os nossos Estados estão agonizando, sem pagar o piso, sem receber o que é de direito. As nossas escolas estão paralisadas. Há obras paradas no País inteiro por falta de investimento do Governo Federal.
Então, nada justifica o corte no ensino superior. O País que corta recursos da universidade não olha o futuro, não olha os jovens, não olha os avanços. Estamos perdendo em ciência, tecnologia e na educação de uma forma geral.
Por isso, o PT continua em obstrução."
ENCAMINHAMENTO DE VOTAÇÃO;"O SR. PROFESSORA ROSA NEIDE (PT - MT. Sem revisão do orador.) - O Partido dos Trabalhadores é contra o parecer, mas continuamos na nossa temática de hoje, que é a defesa das universidades públicas brasileiras, dos institutos federais e de toda a educação pública.
O Partido dos Trabalhadores entende a importância das votações. Entretanto, votar qualquer coisa hoje é desrespeitar a educação pública deste País."
BREVES COMUNICAÇÕES;"A SRA. PROFESSORA ROSA NEIDE (PT - MT. Sem revisão da oradora.) - Sra. Presidente, demais pares, gostaria de comunicar neste minuto, aqui, que servidores da rede de ensino estadual de Mato Grosso encontram-se, neste momento, em greve.
Eu gostaria de dizer que os profissionais da educação estão vivendo um momento de sobressalto neste País. Oitenta por cento dos trabalhadores da educação são mulheres e estão sobressaltadas com esta proposta de reforma da Previdência que passa de 50 para 60 anos a idade mínima para aposentadoria. Para que ofertem educação de qualidade, professores e professoras da educação básica precisam ter tranquilidade no seu trabalho.
Conclamo as autoridades estaduais de Mato Grosso para respeitarem a legislação vigente e não deixarem os profissionais de Mato Grosso também sobressaltados. Que possam dialogar, para que pais de alunos e estudantes tenham as portas das escolas abertas e a continuidade das aulas. 
Eu estou ao lado dos profissionais da educação de Mato Grosso naquilo que reivindicam: manutenção da Lei Complementar nº 510, de 2013, que prevê que um decênio, 10 anos, para que os salários dos profissionais da educação se igualem aos salários dos profissionais com a mesma formação, para que o salário de um profissional de nível superior, como um engenheiro ou qualquer outro profissional, seja igual ao dos licenciados.
Era isso.
Muito obrigada."
