0;1
HOMENAGEM;"O SR. FERNANDO MONTEIRO (Bloco/PP - PE. Pronuncia o seguinte discurso. Sem revisão do orador.) - Bom dia a todos.
Vou ser breve, porque acredito que há muita gente ainda para falar.
Cumprimento a Mesa por intermédio do Senador Humberto Costa e de Antonio Carlos Figueira.
Quero falar um pouco sobre o motivo de eu estar aqui hoje. Meu pai é de Quebrangulo. Quando o Dr. Fernando foi a Quebrangulo, o melhor amigo dele era o meu avô Antenor. Inclusive, o meu nome é Fernando graças também ao Dr. Fernando. Então, para mim, é uma honra poder estar aqui hoje contando um pouco dessa história, não a história do Dr. Fernando em Recife, não a história do IMIP - ele dedicou a sua vida a quem mais precisa -, mas sim a sua história em Quebrangulo, aonde ele chegou em 1940, se não me engano. Saiu de Recife e foi para uma cidade pobre do interior de Alagoas. Ele chegou a essa cidade para revolucionar a medicina.
Muitas vezes, ele pegava seu cavalo Satã e ia às fazendas atender as pessoas que não podiam ir à cidade. Eu acho que esse sentimento de devoção ao próximo, esse sentimento de caridade, esse sentimento de amor ao próximo o fez voltar a Recife. A pobreza das Alagoas, a sua função de revolucionar Quebrangulo, bem representado aqui pelo Prefeito Marcelo Lima, a necessidade das pessoas, isso foi o que o fez criar o IMIP.
Eu vejo até hoje, em quem é ligado ao IMIP, em quem é médico do IMIP, a paixão que têm ao servirem ao próximo. Eu vejo, em Tereza, em Gilliatt, em Iran, em Jailson, a paixão e o brilho do legado do Dr. Fernando, que é o amor à medicina, o amor ao próximo, o amor à transformação de sonhos em realidade, muitas vezes até abdicando da família e do seu tempo.
A política hoje, Deputado João, precisa disto, de pessoas que deixem seu tempo, deixem seus luxos, deixem suas vidas para se dedicarem à dos outros, a quem mais precisa.
Eu quero até reiterar o que disse o Senador Humberto Costa. O Dr. Fernando é o verdadeiro Mais Médicos, porque largou a Capital, foi para o interior, transformou sonhos em realidade e mudou a medicina. A homenagem hoje é a um pernambucano de coração, um alagoano de vocação e um apaixonado pela transformação da vida das pessoas.
Então, Antonio Carlos e família, fica em todos a admiração, o respeito e o carinho. Eu espero que as pessoas que conheçam a história do Dr. Fernando levem esse legado adiante, porque esse é o rumo de que a política atual precisa.
Bom dia a todos.
Muito obrigado."
PELA ORDEM;"O SR. FERNANDO MONTEIRO (Bloco/PP - PE. Pela ordem. Sem revisão do orador.) - Sr. Presidente, primeiro eu gostaria de agradecer a V.Exa. por ter participado do acordo. Todos os Governadores do Nordeste e as empresas de saneamento público assinaram uma carta de apoio a este projeto.
O Deputado Geninho Zuliani, no início, demorou um pouco, mas, com o tempo, teve a habilidade e, principalmente, o carinho em atender às demandas.
Então, temos que derrubar essa obstrução na Casa urgentemente, porque esse é um projeto de interesse da população. Quanto ao Semiárido nordestino, muitos como eu diziam que ele acabaria, mas fomos atendidos no relatório do Deputado Geninho. 
Portanto, eu peço a toda a bancada do Nordeste que venha aqui encerrar essa obstrução, porque saneamento é vida. São as vidas das pessoas, e não temos tempo para esperar.
Parabéns, Relator!
Muito obrigado, Presidente."
PELA ORDEM;"O SR. FERNANDO MONTEIRO (Bloco/PP - PE. Pela ordem. Sem revisão do orador.) - Sr. Presidente, só quero registrar aqui na Câmara que o Governador Paulo Câmara participou desse acordo e solicita que toda a base de apoio ao Governo, PSB, PT, PSD, PP, votem a favor do relatório do Deputado Geninho. O relatório foi alterado, foi ampliado. Estamos mantendo não só o serviço, mas estamos mantendo também os 30 anos de continuidade do programa. 
Portanto, peço a toda a bancada de Pernambuco que apoia o Governador Paulo Câmara que vote a favor do texto. Consequentemente, vamos votar para vencer a obstrução."
PELA ORDEM;"O SR. FERNANDO MONTEIRO (Bloco/PP - PE. Pela ordem. Sem revisão do orador.) - Sr. Presidente, quero reafirmar o apoio dos Governadores do Nordeste e principalmente deixar a mensagem de que é importante o apoio deles. Por quê? Porque eles estão na ponta. São eles que sabem a dificuldade de arrumar recurso público. São eles que sabem a dificuldade de atender às demandas. 
É importante no dia de hoje votarmos esta matéria, tão urgente ao Brasil. Sr. Presidente, mais de 3,5 milhões de casas estão sem banheiro - eu queria saber quem sabe disto: são 3,5 milhões de casas sem banheiro!
Esse projeto é urgente! E os Governadores do Nordeste do Brasil estão cientes disso. A única forma de diminuirmos os problemas de saúde é com saneamento. Por isso, eu peço a toda bancada do Nordeste, independentemente de lado, que aprove esse projeto, porque ele é para o bem das pessoas."
PELA ORDEM;"O SR. FERNANDO MONTEIRO (Bloco/PP - PE. Pela ordem. Sem revisão do orador.) - Sr. Presidente, queria aqui fazer uma proposta à Oposição. Nós temos outra matéria importante a votar no dia de hoje. É a PEC 391, que trata do repasse de 1% aos Municípios. Todos os Prefeitos no Brasil estão ansiosos por essa PEC. Proponho que a Oposição nos ajude, retirando a obstrução. Vamos ao voto. Que consigamos ganhar no voto, sem obstrução, e depois vamos atender aos Municípios brasileiros. Quando atendemos aos Municípios brasileiros, atendemos à população.
Então, peço esse acordo à Oposição."
COMO LÍDER;"O SR. FERNANDO MONTEIRO (Bloco/PP - PE. Como Líder. Sem revisão do orador.) - Sr. Presidente, caros amigos, caros colegas, estamos aqui depois de muita luta, depois de muito debate. Estamos aqui depois de ouvir muitas pessoas, de enfrentar a dificuldade de interagir, a dificuldade relacionada a várias cabeças pensantes num Brasil tão desigual. As pessoas no Brasil muitas vezes falam em pacto federativo, falam em distribuição de renda, mas acho que a única maneira que temos de mudar o Brasil é tratar os desiguais de forma desigual.
Muitas vezes o problema do Sul é completamente diferente do problema do Nordeste, o problema do Centro-Oeste é completamente diferente do problema do Sul. Por isso, Presidente, este é um tema tão complexo. No Nordeste, no Semiárido, muitas vezes as empresas foram prejudicadas. Os Governadores do passado tinham que escolher entre esgoto e água, e eles escolheram sempre a água, porque água é vida.
Neste momento, entendemos que damos aqui um passo maior, um passo adiante, o que nos permite agora trazer o tema do esgoto para a discussão central.
Presidente, depois de muito tempo, de muito debate, de muito esforço, houve esse aprendizado, junto com a Oposição, com todos os partidos, com o Relator - muitas vezes não foi compreendido, e muitas vezes não nos compreendeu. Eu queria agradecer ao Relator Geninho, ao Presidente Evair, a todos que fizeram parte desse acordo.
Estamos hoje, em pleno século XXI, discutindo sobre banheiro. Muitas vezes as pessoas tratam de Facebook, de Internet, de mídias sociais, mas quantas crianças morrem por causa de falta de saneamento?
Fico indignado - muitos aqui, tenho certeza, não sabem disto -, temos 3 milhões e meio de casas sem banheiro. Temos 3 milhões e meio de casas sem banheiro. Poucas pessoas sabem disso. Muitas vezes, quando não estou em Brasília, percorro o meu Semiárido, percorro o meu Sertão, e vejo a dificuldade que existe.
No caso deste projeto, entendo que essa mudança é criticada por aqueles que não compreendem o que é mudar.
Mas estamos respaldados, porque todos os Governadores do Nordeste foram a favor. A maioria dos Prefeitos do Brasil foram a favor. Eu tenho certeza de que o Governador e o Prefeito sabem a dificuldade da ponta. Eu tenho certeza absoluta de que o Prefeito de cidade pequena sabe o que é falta de saúde, sabe o que é falta de água e, principalmente, falta de saneamento.
Por isso, este é um momento especial, é um momento em que convergimos. Tenho certeza, Presidente, de que vamos hoje fazer uma mudança no saneamento brasileiro. Hoje vamos fazer com que haja um avanço. Para mim não importa se é público ou privado. Para mim, o que importa é que o saneamento chegue à casa de cada brasileiro, porque esse direito é dele. Muitas vezes dizemos que fazer política é difícil, mas difícil é viver sem água, difícil é viver sem esgoto. Todos nós aqui temos a certeza de que temos banheiro em casa.
Hoje é um dia diferente, porque estamos mudando a vida de cada cidadão brasileiro. O sistema, como está hoje, é impossível. Não existe recurso da União para saneamento. E nós precisamos aumentar esse recurso.
A Região Metropolitana de Pernambuco tem a maior PPP do Brasil. Em 2033, 98% da Região Metropolitana vai estar saneada e vai ter água tratada. Isso é um avanço. Junta-se vontade de fazer, estratégia e dinheiro, capital, para se poder desenvolver.
Tive a certeza, Presidente, de que V.Exa. contribuiu muito para isso. No começo, mesmo sendo muito duro, mesmo não querendo um acordo, V.Exa., como um grande brasileiro, mesmo tendo nascido no Sudeste, mesmo tendo nascido na Cidade Maravilhosa, teve a sensibilidade de começar hoje essa mudança do Semiárido nordestino, onde haverá água e esgoto para todos, porque esse é um direito.
Aqui não me preocupo com o meio, eu me preocupo com o fim. Eu me preocupo com o fim porque quero ver as pessoas tendo dignidade. Muitas vezes somos criticados porque não encaramos a realidade dos fatos, porque muitas vezes estamos em Brasília. Eu digo sempre que é muito fácil tratar de pessoas com número. Temos que tratar as pessoas conhecendo-as. Eu passo os meus finais de semana rodando por diferentes locais para aprender com as dificuldades e, aqui em Brasília, fazer, junto com os outros, as mudanças que melhorem a vida das pessoas.
Termino minhas palavras, agradecendo a cada membro da Comissão, agradecendo a cada expositor na Comissão, agradecendo ao Presidente Rodrigo Maia, agradecendo aos Líderes, agradecendo ao Deputado Arthur Lira, nosso Líder do Progressista, que me deu a oportunidade de liderar este debate, junto com o Deputado Evair, dentro do partido. Convergimos para aquilo que é mais importante, que é mudar a vida das pessoas.
Muito obrigado, Sr. Presidente."
COMO LÍDER;"O SR. FERNANDO MONTEIRO (Bloco/PP - PE. Como Líder. Participação por videoconferência. Sem revisão do orador.) - Sr. Presidente, antes de começar a minha fala, em nome da bancada do Progressistas eu queria dizer que lamentamos e deixamos nosso abraço à Deputada Iracema Portella e sua família pelo falecimento da sua mãe, a ex-Deputada Myriam Portella, primeira mulher eleita pelo Estado do Piauí, em 1986. Quero deixar o meu abraço. Que Deus conforte o coração de cada familiar!
Sr. Presidente, neste momento de crise sem precedentes tanto na saúde quanto na economia, várias pautas precisam ser discutidas. V.Exa. tem conduzido a Câmara dos Deputados com maestria, mas nós precisamos neste momento colocar recursos nos Estados e Municípios. É nos Municípios que chega o infectado, que chega o doente.
O Governo Federal tem feito seus esforços, e quero deixar meus parabéns ao Ministro Mandetta, que vem fazendo um trabalho belíssimo à frente do Ministério, conduzindo da melhor maneira possível a política pública da saúde para este momento de epidemia. Queria parabenizar também os Governadores, que têm lutado dia e noite para controlar esta epidemia.
Acho que o Congresso tem que começar agora a apreciar projetos que coloquem recursos nos Municípios e nas Prefeituras. Eu apresentei projeto de lei que trata exatamente disso. Libera o fundo das multas de trânsito e recursos da compensação ambiental. Nós precisamos votá-lo, porque isso é dinheiro na veia dos Municípios, na veia dos Estados. Isso é dinheiro na ponta! O Congresso tem todo o potencial para fazer isso.
Da mesma forma, há outras medidas que precisam ser debatidas e implementadas, como a Lei Mansueto, que está em pauta, e outras medidas parecidas, porque os Estados estão pedindo socorro. Eu me preocupo, porque acho que muitos Estados vão chegar a junho e julho sem recursos, pela demora, pela queda de receita.
Portanto, este é um momento de união, um momento em que todos têm que estar unidos e envolvidos nesta causa, porque, se não houver união, quem mais sofrerá será a população. Em nome do Progressistas, quero dizer que estamos aqui unidos e trabalhando, mesmo em casa.
Quero parabenizar o Presidente pela atitude de vanguarda, neste momento de crise, ao permitir que o Congresso e a Câmara dos Deputados estejam abertos. Muitos defendiam o fechamento das Casas, mas o Presidente Rodrigo Maia foi muito feliz ao mantê-los abertos, ao mantê-los trabalhando, ao mantê-los elaborando leis. E o Progressistas tem o Deputado Dr. Luiz Antonio Teixeira Jr., o Deputado Luizinho, que está comandando a Comissão Especial.
Portanto, são essas as pautas. Nós precisamos debatê-las, assim como precisamos debater a liberação de recurso da educação para ser usado na saúde, porque muitos Prefeitos e Governadores, Sr. Presidente Rodrigo Maia, têm que usar um percentual na educação. Precisamos liberar esses recursos para que o dinheiro da merenda vá para a população, porque as pessoas precisam comer. São projetos sobre os quais precisamos conversar, projetos que precisam ser discutidos.
A Câmara discute muito bem as matérias. Precisamos fazer isso, porque na emergência nós precisamos colocar o dinheiro na mão das pessoas. Há demora, e a demora está criando angústia. Há Estados que estão perdendo a estratégia do isolamento, porque as pessoas já estão saindo. Há Municípios no Nordeste em que a feira acontecia em apenas um dia, mas hoje já estão com 3 dias de feira. Por quê? Porque há o desespero de vender para poder ter comida. 
Por isso, nós precisamos ter agilidade. Eu acho que a Câmara tinha que trabalhar segunda-feira, quarta-feira, todos os dias, porque este é um momento de crise. É preciso agilidade para votar o maior número de projetos possível, mas projetos que liberem dinheiro para o Governador. O Governo de Pernambuco só recebeu até hoje 9 milhões de reais, e quantas coisas precisam ser feitas, para as quais é preciso que haja recursos!
É preciso que se aprovem leis iguais ou similares à Lei Mansueto, que libera os Governos Municipais e Estaduais para pegarem recursos emprestado para colocar nesta crise.
O Deputado Renildo Calheiros foi muito feliz ao falar sobre a questão do médico, sobre a família do doente, a família que vende o carro, vende a casa, pega emprestado, para depois, quando o doente se curar, poder dar uma solução. Eu acho que o espírito de Renildo é esse, e nós estamos imbuídos desse espírito de poder ajudar.
Pedimos ao Congresso e à Câmara que votem projetos que vão ao encontro do propósito de viabilizar recursos diretamente para Municípios e Estados, que são os primeiros a receber essa crise.
Quero parabenizar a Ministra Tereza Cristina. Na questão do PAA - Programa de Aquisição de Alimentos, ela e o Ministro Onyx estão fazendo um trabalho belíssimo. Anunciaram um pacote, juntos, de mais de 1 bilhão de reais para combater a fome. Para se ter uma ideia, a cada 1 milhão de reais gasto, Sr. Presidente, consegue-se alimentar mais de 20 mil pessoas pelo PAA, pela cadeia de produção, que envolve as pessoas que compram, as pessoas que consomem, as pessoas que ganham.
Investindo esse 1 bilhão de reais no PAA, nós podemos ter, com certeza, aproximadamente 20 milhões de pessoas se alimentando.
Quero dizer que o Congresso está à disposição da sociedade, que nós estamos unidos no objetivo comum de diminuir a crise da COVID-19 e diminuir a crise econômica. Para isso, contudo, nós precisamos urgentemente, urgentemente, colocar dinheiro nos Municípios e nos Estados.
Em Pernambuco, no nosso Sertão do Pajeú, onde não chovia há muito tempo, tem chovido muito e há muitos desabrigados, mas o Ministro Rogério Marinho, junto com a Defesa Civil, tem trabalhado para liberar recursos para o Município, além de levar cestas básicas e kits. 
Acredito, enfim, que nós estamos vivendo um momento de união. Aprendi com meu tio que política é soma, e em hora de crise nós temos que somar, somar várias vezes, para poder ajudar quem mais precisa.
Deixo aqui o meu abraço a V.Exa., Sr. Presidente, e a todos os que fazem a Câmara dos Deputados.
Quero deixar registrada a minha satisfação e parabenizar cada profissional de saúde, cada profissional que está lá na ponta, não aquele que está falando, mas aquele que está trabalhando na ponta, atendendo aos doentes, orientando-os. A todos deixo o meu abraço. Quero dizer do meu respeito e o respeito da política por essas pessoas que fazem realmente a diferença. 
Dirijo um abraço aos Prefeitos, aos Vereadores, aos Governadores de Estado, em especial ao Governador Paulo Câmara. O trabalho de vocês, incansável, é importante, pois essa união e essa força vão fazer diferença daqui pra frente, nessa guerra e nessa luta que nós estamos travando juntos para vencer a COVID-19.
Obrigado, Sr. Presidente."
PARECER;"O SR. FERNANDO MONTEIRO (Bloco/PP - PE. Para proferir parecer. Sem revisão do orador.) - Sr. Presidente, caros colegas Deputados e Deputadas, inicialmente, quero agradecer ao Presidente e ao nosso Líder Arthur Lira a confiança de nos passar a relatoria desta medida provisória.
Sr. Presidente, esta medida provisória vem atender, a princípio, às grandes redes de televisão. Assim que a recebemos, vimos que era uma MP boa porque tratava de promover a autorização de sorteios e brindes com divulgação na própria programação das emissoras. Embora esta MP fosse importante, achávamos que era preciso rever a redação dela. Alguns colegas criticaram-nos pelo fato de ela estar sendo tratada neste momento, mas acredito que, quando foi apresentada, não havia ainda esta grande crise da COVID-19. Entretanto, acho que temos o dever de apresentá-la e votá-la, porque algumas empresas já começaram a tomar algumas medidas e isso deixaria um vácuo jurídico.
Quanto à questão dos benefícios, tentamos aumentá-los. Em vez de serem só para quatro redes de televisão, nós aumentamos a abrangência da MP para a radiodifusão. Com isso, abrangemos todas as TVs, todas as rádios do Brasil. Isso gera oportunidade para essas empresas terem receitas independentes, muitas vezes sem dependerem de recursos, de patrocínios ou de verbas públicas. Então, ampliamos a abrangência. Isso vai chegar a cada rincão, a cada emissora de rádio, a cada emissora de televisão pequena - emissoras autônomas, emissoras religiosas, emissoras educativas.
Enfim, nós aumentamos o escopo desta MP - por isso, peço aos pares para que prestem bem atenção ao nosso relatório - e optamos também por dar assessoria jurídica, porque indicava a ANATEL para classificar. Tentamos trazer essa parte para o Governo, para o Poder Executivo, porque isso já tem até jurisprudência do Supremo. Então, esta MP vem nesse sentido, ou seja, trazer para o Governo essa regulamentação, porque assim se dá.
Quanto à questão da preocupação, nós vedamos jogo de azar e bingo. Colocamos a exigência de CPF, deixando isso com um número limitado de uso.
Quer dizer, atendemos algumas sugestões. Colocamos limitações, como a de poder usar o CPF uma vez por mês. Isso aí gera algumas dúvidas. A pessoa vai ficar saindo e usando sempre o telefone.
Nós colocamos também a vedação para menores de 18 anos de idade. Quer dizer, o menor de 18 anos de idade não poderá acessar. Isso é importante. Levamos isso também, junto com a questão do ECA. Então, estamos dando a segurança de que só quem vai participar do sorteio serão pessoas que têm condições para isso, ou seja, a idade permitida.
Nós também abrimos a possibilidade de os sorteios de até 10 mil reais mensais não terem a autorização do Governo. Isso facilita para as pequenas rádios, para as pequenas emissoras, naqueles rincões onde é preciso ser feita uma promoção comercial, alguma ação, e não têm acesso ao poder público.
Exigimos também das concessionárias e das permissionárias que estejam em dia com o Governo. Isso é uma coisa fundamental. O meu colega e amigo Samuel Moreira, por quem tenho a maior admiração, questionou a forma como a regularização entra no texto, no caput que fala da questão da regularização. Isso é para quê? É para que as empresas tenham a possibilidade de fazer sorteios. Isso não estava na MP original. No texto original, seriam apenas quatro ou cinco emissoras, e nós levamos isso para todas as emissoras de rádio do Brasil. Então, isso permite que as rádios participem. Estamos dando a possibilidade a elas de estarem legalizadas, entendendo que essas taxas têm que ser regularizadas.
Eu entendo que este não é o melhor momento, mas nós precisamos colocar esta MP para votar, porque ela já está aqui há algum tempo. Peço ao Presidente Rodrigo Maia para ir direto ao voto, dispensando-se a questão do projeto de lei de conversão, porque este tema já é debatido há bastante tempo. O relatório foi distribuído. Para darmos mais agilidade e podermos tirar algumas dúvidas, eu peço ao Presidente para ir direto ao voto.
""Do Voto
Em vista dos argumentos expostos, o nosso voto é pelo atendimento dos pressupostos de relevância e urgência, bem como pela não implicação orçamentária da Medida Provisória nº 923, de 2020, e das Emendas, apresentadas na Comissão Mista, nºs 1 a 30, 32 a 37 e 39 a 48, e pela inadequação e incompatibilidade orçamentária parcial da Emenda nº 31 e integral da Emenda nº 38.
Votamos ainda pela constitucionalidade, juridicidade e boa técnica legislativa da Medida Provisória nº 923, de 2020, e de todas as emendas apresentadas na Comissão Mista.
No mérito, o voto é pela aprovação da Medida Provisória nº 923, de 2020, nos termos do projeto de lei de conversão anexo, tendo sido acolhidas parcialmente as Emendas, apresentadas na Comissão Mista, nºs 4, 8, 9, 11, 12, 13, 17, 18, 20, 22, 25, 26, 29, 30, 31, 32, 33, 35, 36, 39, 41, 43, 46 e 48 e rejeitadas as demais emendas.
Sala das Sessões, em 3 de junho de 2020
Deputado Fernando Monteiro
Relator.""
Sr. Presidente, este é o parecer. Peço que seja liberado o projeto de lei de conversão, que já está no sistema, para que possamos começar a discutir a matéria.
Muito obrigado, Sr. Presidente.
Muito obrigado, Líder Major Vitor Hugo."
PARECER;"O SR. FERNANDO MONTEIRO (Bloco/PP - PE. Para proferir parecer. Sem revisão do orador.) - Sr. Presidente, caros colegas Deputadas e Deputados, passo a ler o meu voto.
""II - Voto do Relator 
Em que pese as boas intenções dos nobres pares, a maioria das sugestões apresentadas em nada diverge daquelas que já haviam sido objeto de emenda anteriormente; sendo certo que algumas, inclusive, já foram devidamente contempladas.
Assim, considerando que os assuntos foram, ampla e exaustivamente, discutidos com os Líderes Partidários, nosso voto é pelo acolhimento apenas e tão somente da Emenda nº 10, no sentido de dispensar a autorização para distribuição gratuita de prêmios até o valor limite de R$10.000,00 (dez mil reais), quando realizada por organizações da sociedade civil.
Ante o exposto, votamos pela constitucionalidade, juridicidade e boa técnica legislativa e adequação financeira e orçamentária das emendas de Plenário e, no mérito, pela aprovação da Emenda de Plenário nº 10, na forma da Subemenda Substitutiva Global ao PLV apresentada em anexo, e pela rejeição das demais emendas de Plenário. 
Sala de Sessão, 3 de junho de 2020.
Deputado Fernando Monteiro""
Presidente, antes de passar a palavra a V.Exa., queria dar uma explicação por tudo o que nós vimos.
Eu fiquei até surpreendido com alguns colegas que falaram que isso significava cassino em casa, jogo em casa. Nós apenas quisemos andar para frente com esta MP, entendendo que estamos num momento de crise, num momento de enfrentamento a uma epidemia, que penso ser o nosso maior inimigo. Ao mesmo tempo, entendemos também que nós precisamos dar subsídios para a rádio e a televisão sobreviverem.
Apenas quero dizer que é a mesma regra do bingo. Muitos falaram que vão ao interior, a cidades pequenas e participam de bingo. É a mesma regra. Nós não estamos levando jogo para ninguém. Nós estamos inclusive expressando que jogo de azar está proibido, que menor de 18 anos não pode participar e que só pode ser usado o CPF uma vez por mês. Tudo isso está expresso.
Portanto, a minha defesa não é nem da MP, mas da verdade estabelecida do que vem a ser essa medida provisória. Ela apenas oferece subsídio para que as empresas de comunicação, televisão e radiodifusão, possam sobreviver nesta crise.
Estamos acatando a Emenda nº 10, do PSDB, do Deputado Eduardo, que trata da necessidade de as organizações neste momento fazerem sorteios para ajudarem na sua manutenção, tanto é que caiu muito a receita delas neste momento de crise.
Fica, portanto, estabelecida a verdade. 
Peço ao Plenário que vote a favor, porque esta emenda pode ser a salvação de muita gente.
Passo a palavra ao Presidente."
PELA ORDEM;"O SR. FERNANDO MONTEIRO (Bloco/PP - PE. Pela ordem. Sem revisão do orador.) - Sr. Presidente, queria primeiro agradecer ao Líder Aguinaldo por me permitir que falasse. 
Queria pedir desculpas aos meus colegas, porque parece que não entenderam o meu relatório, e eu acho que não fui claro. Em nenhum momento eu falei em jogo. Em nenhum momento eu falei em jogo de azar - inclusive vetamos isso. Em nenhum momento falamos em lavagem de dinheiro, porque colocamos um teto (falha na transmissão).
Então, eu quero primeiro pedir desculpas. Nós poderemos, com a aprovação desta matéria, ajudar mais de 5 mil rádios do Brasil, das quais mais da metade, meus amigos e minhas amigas, seguramente são micro e pequenas empresas. Elas vão gerar renda.
Em nenhum momento nós estamos tratando de fazer jogo. Nós estamos apenas autorizando as rádios e TVs a sortearem brindes em sua divulgação. Quando eu vejo aqui falarem em jogo de azar, falarem em tirar dinheiro de quem mais precisa, eu fico perplexo e até penso que estou sendo mal interpretado, porque neste momento nós temos aqui uma medida provisória que trata da geração de emprego e renda. Quantas rádios podem fechar por falta de recursos? Quanto desemprego pode haver por falta de recursos para as rádios?
Por isso, com muita tranquilidade, quero dizer a cada um dos colegas que estão me ouvindo neste momento e ao cidadão brasileiro que em nenhum momento nós estamos tirando dinheiro de alguém, ,as estamos apenas autorizando a distribuição de brindes - vedada a menores de 18 anos - a pessoas que veem a programação. Uma vez por mês é o teto para poderem participar desse programa.
Então, peço desculpas se não fui claro. Entendo que precisamos tratar de vários temas, mas muitas vezes, Presidente, os temas, para serem tratados aqui, precisam da colaboração das pessoas, a fim de que falem menos e façam mais.
Muito obrigado.
A Maioria vota ""sim""."
