dataHoraInicio;keywords;tipoDiscurso;transcricao
2015-02-25T14:46;PETRÓLEO BRASILEIRO (PETROBRAS), DEFESA, FEDERAÇÃO ÚNICA DE PETROLEIROS (FUP), FEDERAÇÃO SINDICAL, AUTORIA, ASSOCIAÇÃO BRASILEIRA DE IMPRENSA (ABI), RIO DE JANEIRO (RJ), MANIFESTAÇÃO, CHICO D'ANGELO, DEPUTADO FEDERAL, ORADOR, PARTICIPAÇÃO.;PEQUENO EXPEDIENTE;"O SR. CHICO D'ANGELO (PT-RJ. Sem revisão do orador.) - Sr. Presidente, Sras. e Srs. Deputados, participei ontem, terça-feira, dia 24 de fevereiro, de um ato suprapartidário convocado pela Federação Única de Petroleiros - FUP, na Associação Brasileira de Imprensa, a famosa ABI, no Rio de Janeiro. 
	Foi um ato em defesa da PETROBRAS, com a presença de artistas, intelectuais, jornalistas, lideranças comunitárias, petroleiros, sindicalistas, e do ex-Presidente Lula. Aliás, o local em que foi realizado o ato já tem um simbolismo, porque o auditório da ABI já foi palco várias vezes de importantes momentos da história do Brasil e conviveu com atos em defesa da soberania nacional e em defesa da democracia também.
	Desde sua criação, em 1953, a PETROBRAS desempenha um papel fundamental e estratégico na economia brasileira. A partir de 2006, com a descoberta do pré-sal, a sua importância ficou ainda muito maior. 
	A PETROBRAS, com seus 86 mil trabalhadores dedicados e honestos, é exemplo de competência profissional, reconhecida no mundo todo, reconhecida internacionalmente. Misturar desvios cometidos por pessoas físicas com a história da PETROBRAS, a maior empresa do País, é má-fé e esconde interesses antinacionais e especulativos.
	A PETROBRAS é do povo brasileiro, e não se aceita corrupção nem entreguismo. Precisamos demarcar bem essa diferença, separar o joio do trigo. O fato de o ato ter sido realizado na emblemática ABI, no Rio de Janeiro, emocionou a todos os presentes que defenderam o lema A PETROBRAS é do povo brasileiro.
	É do interesse de toda a Nação moralizar e não desmoralizar essa empresa. A defesa da PETROBRAS e de sua política industrial e social vai muito além dos interesses e dos jogos partidários. Defender a PETROBRAS é defender o Brasil!
	Muito obrigado."
2015-03-18T14:36;"CORRUPÇÃO, COMBATE, DILMA ROUSSEFF, PRESIDENTE DA REPÚBLICA, MEDIDA, AVALIAÇÃO POSITIVA.
CORRUPÇÃO, COMBATE, INVESTIGAÇÃO, FAVORÁVEL, JOSÉ EDUARDO CARDOZO, MINISTRO DE ESTADO, REGISTRO.
PSDB, CORRELAÇÃO, TRANSFERÊNCIA FINANCEIRA, ARMÍNIO FRAGA NETO FUNDAÇÃO GÁVEA, FUNDO, ARMÍNIO FRAGA, EX-PRESIDENTE, BANCO CENTRAL DO BRASIL (BACEN), TEMA, ESTADOS UNIDOS, INVESTIGAÇÃO, SÍTIO (INTERNET), BRASIL, PUBLICAÇÃO, RELEVÂNCIA.";PEQUENO EXPEDIENTE;"O SR. CHICO D'ANGELO (PT-RJ. Sem revisão do orador.) - Sr. Presidente, Sras. e Srs. Deputados, o Governo lançou hoje, dia 18 de março de 2015, um conjunto de medidas severas para combater a corrupção no País e acelerar os processos de investigação de irregularidades. O Ministro José Eduardo Cardozo afirmou que o atual Governo garantiu aos órgãos condições de investigação, o que não existia na década de 90.
	Hoje também, toda a imprensa on-line, em sites como o R7.com; viomundo.com; brasil247.com, aborda a investigação nos Estados Unidos sobre o fundo do Armínio Fraga, que pode revelar duto do PSDB.
Armínio Fraga foi ex-Presidente do Banco Central no Governo do Fernando Henrique Cardoso, do PSDB; participou do plano de governo de Aécio Neves e era cotado para ser Ministro da Fazenda do tucano. Armínio Fraga tem dupla cidadania: brasileira e norte-americana.
	As autoridades americanas chegaram ao fundo após investigar a lista dos clientes com contas no banco HSBC da Suíça. O caso é conhecido famosamente como ""Suiçalão"". A apuração aponta que a conta era de compensação, conhecida como ""conta-ônibus"", que só serve para transportar dinheiro.
As investigações mostram ainda que o dinheiro foi transferido para outra conta, no Credit Bank da Suíça, supostamente para fugir do rastreamento. O fundo, intitulado Armínio Fraga Neto Fundação Gávea, é suspeito de distribuir, para a Suíça e outros paraísos fiscais, dinheiro sem origem comprovada. 
Para se livrar dos impostos, Armínio Fraga, ligado ao PSDB, declarou à Receita que a Fundação era filantrópica, ou seja, isenta de tributos. 
	Veja, Deputado Luiz Carlos Hauly, a gravidade dessa denúncia!
	De acordo com uma fonte do FBI, a Polícia Federal dos EUA, ligada à operação de lavagem de dinheiro, em 2004, o fundo nas llhas Cayman enviou 4,4 milhões de dólares para outra conta da mesma fundação na Suíça. Vale lembrar que, na condição de Ministro no Governo Fernando Henrique Cardoso, do PSDB, Fraga foi o principal articulador para que não fosse quebrado, por exemplo, o sigilo em torno dos nomes de correntistas que operavam no Fundo Opportunity, do banqueiro Daniel Dantas. 
	É muito importante a revelação desses fatos porque não se trata de investigação feita no Brasil, mas nos Estados Unidos.
	No lançamento de hoje das medidas de anticorrupção, a Presidenta Dilma Rousseff disse que estamos purgando males com os quais o Brasil convive há séculos. 
	Essas denúncias que foram relatadas aqui são a comprovação de que esse é um problema que todos os partidos, e nós aqui na Câmara, temos que enfrentar e apoiar as medidas hoje lançadas pela Presidenta Dilma.
	Muito obrigado, Sr. Presidente.
	O SR. PRESIDENTE (Carlos Manato) - Muito obrigado, nobre Deputado."
2015-04-01T17:54;OLIMPÍADAS, PARAOLIMPÍADAS, RIO DE JANEIRO (RJ), REALIZAÇÃO, EXPECTATIVA, IMPORTÂNCIA, PREFEITURA MUNICIPAL, GOVERNO FEDERAL, PARCERIA, OBRA, ORGANIZAÇÃO, CONGRESSO NACIONAL, ACOMPANHAMENTO, DEFESA.;PELA ORDEM;"O SR. CHICO D'ANGELO (PT-RJ. Pela ordem. Sem revisão do orador.) -  Sra. Presidenta, o Rio de Janeiro e o restante do Brasil serão, em julho e agosto de 2016, palco do maior evento esportivo do mundo, com a realização das Olimpíadas e Paraolimpíadas, que terão a participação de atletas e turistas de dezenas de países.
	Assim como o País realizou a Copa do Mundo em 2014, com um saldo bastante positivo na infraestrutura em aeroportos, estádios, setor hoteleiro e eventos culturais que encantaram os milhares e milhares de estrangeiros que para cá vieram, as Olimpíadas realizadas no Rio também entrarão para a história do esporte mundial. A parceria da Presidenta Dilma com o Prefeito Eduardo Paes tem sido fundamental para o êxito desse evento.
O Comitê Rio 2016 celebrou, recentemente, o marco de 500 dias para a inauguração da Vila Olímpica e Paraolímpica. Com 75% das obras já concluídas, o complexo residencial será a casa dos atletas durante as competições.
	Em construção desde julho de 2012, a Vila Olímpica abriga 31 prédios de 17 andares, divididos em sete condomínios. Os 3.604 apartamentos e 10.160 quartos dos edifícios terão capacidade para receber 18 mil hóspedes.
	A instalação foi projetada para oferecer aos atletas olímpicos e paraolímpicos o maior conforto possível durante sua estadia no Rio. Isso é fruto dessa parceria da Presidenta Dilma com o Prefeito do Rio, Eduardo Paes.
	Para o Brasil, a realização dos Jogos Olímpicos e Paraolímpicos tem um valor inestimável, deixando um dos principais legados, com investimentos sem precedentes, na estrutura esportiva do País, que ficará para as novas gerações de atletas brasileiros após os jogos de 2016.
	As Olimpíadas e Paraolimpíadas representam a união de povos e raças dos cinco continentes. A paz, a amizade, o bom relacionamento entre os povos e o espírito olímpico são os princípios dos Jogos Olímpicos. 
	É importante que o Congresso Nacional acompanhe a organização das Olimpíadas de 2016, pois o Brasil está vivendo um momento único, sediando o maior evento mundial de disputa de diversas modalidades esportivas.
Em 2014 realizamos a Copa do Mundo. A Oposição e setores da elite brasileira apostavam e diziam que o evento seria um fiasco. Eram os famosos ""Não vai ter Copa!"", ""Não vai ter aeroporto!"", ""Os estádios não ficarão prontos!"", na lógica oportunista e eleitoreira do ""quanto pior melhor""!
O Brasil realizou uma Copa do Mundo inesquecível, aprovada pelos milhares de estrangeiros que aqui compareceram. A Oposição, não satisfeita, foi aos camarotes na solenidade de abertura e proporcionou ao mundo aquela cena de falta de educação, vaiando a Presidenta da República.
Vamos realizar agora um novo evento, também de dimensões mundiais. Esperamos que esse evento, que será um marco na história do Rio e do restante do Brasil, deixe novamente um exemplo de brasilidade, e que os setores que, naquele momento, tiveram aquele comportamento tenham agora o sentimento de que, pela primeira vez, o Brasil e a América do Sul realizam um evento como as Olimpíadas, e não proporcionem ao mundo novamente um episódio tão lamentável como aquele. 
Estamos solicitando à Casa que acompanhe os trabalhos da Prefeitura do Rio, do Prefeito Eduardo Paes, e da Presidenta Dilma, na realização desse grande evento esportivo.
Muito obrigado.
A SRA. PRESIDENTA (Erika Kokay) - Obrigada, Deputado Chico d'Angelo."
2015-05-20T13:20;FRANCISCO JOSÉ MARTINS BOHRER, CHICO DA SAÚDE, ELEIÇÃO, PREFEITO, NATIVIDADE (RJ), CONGRATULAÇÃO.;BREVES COMUNICAÇÕES;"O SR. CHICO D'ANGELO (PT-RJ. Sem revisão do orador.) - Sr. Presidente, quero parabenizar o companheiro Chico da Saúde - antigo militante da área da saúde e ex-Secretário de Saúde -, que foi eleito Prefeito do Município de Natividade, no noroeste do Estado do Rio de Janeiro, no domingo, numa eleição bastante disputada.
	Para os que acham que o Partido dos Trabalhadores está em extinção, a vitória do Chico da Saúde no Município de Natividade mostrou o contrário.
	Quero parabenizar a cidade pela eleição. Tenho certeza de que o companheiro Chico da Saúde fará uma grande gestão como Prefeito."
2015-05-21T18:54;APOIO POLÍTICO, GREVE, PROFESSOR, CAMPOS DE GOYTACAZES (RJ).;COMUNICAÇÃO PARLAMENTAR;"O SR. CHICO D'ANGELO (PT-RJ. Sem revisão do orador.) - Sr. Presidente, eu queria me solidarizar com os professores do Município de campos de goytacazes, no norte fluminense, no Estado do Rio de Janeiro, que iniciaram uma greve justa, uma greve pacífica. 
	O Município de Campos tem uma tradição muito forte na área educacional, com colégios e escolas municipais e estaduais que têm uma representação muito importante no Estado.
	A direção do SEPE - Sindicato Estadual dos Profissionais de Educação - do Município iniciou essa paralisação. O SEPE, as lideranças, a Profa. Norma, os Vereadores, o Vereador Marcão e outras lideranças da cidade estão no caminho da busca da negociação com a Prefeita.
	A gente tem visto no Brasil que os Municípios e os Estados que conduziram o tema da educação de forma negociada chegaram a uma boa solução. Vários Municípios tiveram esse caminho nesses 2 últimos meses. Os Estados, como é o caso do Paraná, que tiveram uma postura autoritária, que não negociaram, que reprimiram o movimento dos professores, hoje estão enfrentando um desgaste enorme na opinião pública no seu Estado e no Brasil.
	Então, a minha fala é no sentido de solicitar que a Prefeitura de Campos, no norte do Estado do Rio de Janeiro, negocie com os professores e com o SEPE e chegue a uma solução bastante positiva para a Prefeitura, para a cidade de Campos e para os professores. 
	Muito obrigado. 
	O SR. PRESIDENTE (JHC) - Deputado Chico d'Angelo, associo-me às palavras de V.Exa."
2015-05-26T15:08;"REPÚDIO, SISTEMA ELEITORAL MAJORITÁRIO, DISTRITÃO, FINANCIAMENTO ELEITORAL, CAMPANHA ELEITORAL, PESSOA JURÍDICA. 
INDIGNAÇÃO, PRESIDENTE DA CÂMARA DOS DEPUTADOS, DISSOLUÇÃO, COMISSÃO ESPECIAL, REFORMA POLÍTICA.";BREVES COMUNICAÇÕES;"O SR. CHICO D'ANGELO (PT-RJ. Sem revisão do orador.) - Sr. Presidente, eu queria dar como lido este pronunciamento em que afirmo que hoje é um dia importante, nesta Casa, já que vamos discutir a melhora do sistema político como um todo no Brasil.
	A partir de 1997 começou o financiamento empresarial em campanhas. Antes disso, não existia financiamento empresarial, e as crises que hoje estão evidentes não existiam.
	Além disso, eu queria fazer um registro sobre a questão do distritão. Dois países no mundo praticam esse modelo, que acaba com os partidos, e nós no Brasil, uma democracia que se propõe pujante, não podemos nos basear nesses países. Devemos, sim, espelhar-nos em países europeus que têm uma democracia consolidada e com um cenário democrático muito melhor.
	Para concluir, quero dizer que o que ocorreu ontem na Comissão Especial da Reforma Política é muito grave. Depois de 4 meses, em que quase 70 Deputados discutiram uma proposta para trazê-la ao Plenário, a Presidência da Casa, de maneira autoritária e imperial, não reconhece a discussão da Comissão. Isto é uma coisa muito grave. Esta Casa, que já teve como Presidentes Ulysses Guimarães, o próprio Aécio Neves, Aldo Rebelo e tantos outros políticos de esquerda, de direita, de todas as forças políticas, sempre se pautou por respeitar a democracia. Esta postura da Presidência da Casa não está de acordo com o papel que cada Deputado tem a cumprir aqui, na Câmara dos Deputados.

PRONUNCIAMENTO ENCAMINHADO PELO ORADOR
	Sr. Presidente, Sras. e Srs. Deputados, estamos com a oportunidade histórica de melhorar o sistema político do País aprovando uma reforma que proíba o financiamento empresarial nas campanhas eleitorais.
	O maior problema de nossa democracia hoje é a influência do poder econômico.
	Até 1997, no Brasil, as empresas eram proibidas de financiar campanhas eleitorais. Foi com a Lei nº 9.504, de 1997, de inspiração no modelo norte-americano, que as empresas passaram a poder financiar candidatos e campanhas eleitorais.
	O modelo europeu de financiamento valoriza e fortalece os partidos. Vários países no mundo, como o Canadá, a França e Portugal, proíbem o financiamento de campanhas por empresas.
	Em 2010, o The New York Times denunciou, em editorial, que o financiamento de campanhas eleitorais por empresas era um golpe no coração da democracia.
	Quanto ao distritão, que acaba com os partidos, só é usado no Afeganistão e na Jordânia. O Japão usou, arrependeu-se e foi substituído.
	Por último, quero comentar sobre o que ocorreu ontem com a Comissão Especial da Reforma Política, composta por 70 Deputados.
	Após 4 meses de trabalho e debates, o relatório do Deputado Marcelo Castro foi sumariamente desprezado de forma autoritária e imperial porque não agradou ao Presidente da Casa.
	A Comissão, quando foi formada, não tinha obrigação de concordar com as propostas do Presidente da Câmara.
	Esta Casa já foi presidida por nomes de vários partidos e é de sua tradição respeitar todos os Deputados e ter uma postura democrática.
	Há uma espécie de desvio da democracia parlamentar.
	Esses valores fazem parte da história desta Casa, que tem por tradição respeitar todos, liberais, conservadores, esquerdistas e indiferentes.
	Foi assim com Ulysses Guimarães (PMDB), Luís Eduardo Magalhães (PFL), Aldo Rebelo (PCdoB) e Arlindo Chinaglia (PT).
	Não podemos ficar com a escolha entre a tirania e a decadência.
	Muito obrigado."
2015-06-02T15:06;"HOSPITAL PÚBLICO FEDERAL, RIO DE JANEIRO (ESTADO), GESTÃO, ANÁLISE.
ARTHUR CHIORO, MINISTRO DE ESTADO, MINISTÉRIO DA SAÚDE, ATUAÇÃO, ELOGIO.";PEQUENO EXPEDIENTE;"O SR. CHICO D'ANGELO (PT-RJ. Pronuncia o seguinte discurso.) - Sr. Presidente, Sras. e Srs. Deputados, o Rio de Janeiro é a cidade com o maior número de hospitais federais, além de três Institutos: de cardiologia, de oncologia e de ortopedia. Na verdade, há uma rede federal extensa. A sede da Fundação Oswaldo Cruz - FIOCRUZ sempre ocupou um papel de vanguarda na saúde pública no País.
	Foram do Rio dois bons Ministros da Saúde: o saudoso Ministro Jamil Haddad e o Ministro Temporão, do Governo Lula. Após um período conturbado no primeiro Governo Lula nas relações entre o Ministério da Saúde, a Secretaria de Estado e a Secretaria Municipal, ocorreu, corretamente, a intervenção do Ministério da Saúde, fruto de desavenças provocadas pela Prefeitura do Rio de Janeiro. Mas, há alguns anos, esse cenário mudou. Hoje, existe uma parceria concreta, como deve ocorrer no SUS, entre as três esferas de Governo: o Ministério, a Secretaria de Estado e a Secretaria Municipal de Saúde.
No entanto, eu gostaria de fazer alguns comentários com a intenção de ajudar o Ministério no que diz respeito ao Rio. Nos últimos dias, conversei com colegas médicos, com história e trajetória na saúde do Rio de Janeiro, que fizeram comentários que acho oportuno fazer o registro nesta Casa. O Departamento de Gestão Hospitalar - DGH no Rio de Janeiro não deveria, acho eu, ter aceito a saída e aberto mão da colaboração do grande colega Dr. Luiz Roberto Tenório.
Dr. Tenório, professor da UERJ, ex-Secretário de Saúde e ex-Presidente do Sindicato dos Médicos do Rio de Janeiro, pessoa respeitada, qualificada e querida por todos os profissionais de saúde e pelos diretores de hospitais, ajudou muito a última gestão do Ministro Padilha.
A atual gestão do Ministério da Saúde está cometendo uma grave injustiça com o Dr. Vitor Paulo de Assunção, ex-Diretor do Hospital de Ipanema, médico ortopedista, honesto, competente e pessoa do bem. Com mais de 30 anos de serviços prestados ao Ministério da Saúde, ele foi demitido, no início da atual gestão, sem direito de defesa. O motivo foi um processo administrativo disciplinar ainda de quando foi diretor do hospital de 2005 a 2009.
Esse fato tem gerado, nos diretores dos hospitais federais, uma grande insegurança, já que conhecem a história de vida do Dr. Vitor. Peço ao Ministro, novamente, que reveja essa injustiça cometida na atual gestão.
É importante ouvir os profissionais que integram o corpo clínico dos hospitais federais, que, com dedicação e competência, muito têm a contribuir. É importante também ouvir instituições como o Centro Brasileiro de Estudos da Saúde - CEBES, criado por Sérgio Arouca, que hoje tem a Dra. Ana Tereza como Diretora, assim como interagir mais com a FIOCRUZ, que tem como Presidente o Dr. Paulo Gadelha, que certamente contribuirá para avanços do SUS no Rio de Janeiro.
Quero parabenizar o trabalho desenvolvido no Instituto Nacional do Câncer - INCA pelo Dr. Santini, que saiu da direção na semana passada. O INCA recebeu um prêmio internacional pelo trabalho em sua gestão, como o melhor na América Latina e o 21º do mundo entre mais de 17 mil hospitais de ensino e pesquisa avaliados. 
Santini, que é professor da Universidade Federal Fluminense - UFF em Niterói, dirigiu o INCA por mais de 10 anos, com lealdade e sentido público, tendo uma carreira de 40 anos dedicados ao serviço público.
Por último, quero parabenizar o Ministro Arthur Chioro pelas iniciativas de sua gestão na ampliação da atenção básica, levando médicos a cidades que nunca tiveram esse tipo de profissional.
	Também quero parabenizar o Ministério pelo programa Mais Especialidades, por sabermos que hoje a principal demanda da população é o acesso a serviços especializados. Além disso, é importante registrar a expansão do acesso à incorporação de novos medicamentos.
	Outro marco da atual gestão do Ministério é a nova etapa do Programa Mais Médicos, que vai expandir o atendimento de 50 milhões para 63 milhões de pessoas, tendo como grande prioridade os Municípios com 20% da população em extrema pobreza.
	Muito obrigado, Sr. Presidente."
2015-06-23T14:16;MORADOR, BASE MILITAR, EXÉRCITO, NITEROI (RJ), DESPEJO, PROTESTO.;BREVES COMUNICAÇÕES;"O SR. CHICO D'ANGELO (PT-RJ. Sem revisão do orador.) - Sr. Presidente, eu queria demonstrar e registrar aqui a minha indignação com um fato ocorrido hoje na cidade de Niterói: o despejo de moradores da aldeia do Forte do Imbuí. 
Na semana passada tivemos aqui uma audiência com o Ministro Jaques Wagner, com vários Vereadores e moradores dessa aldeia que tem mais de 100 anos, onde se encontra a primeira bordadeira da Bandeira do Brasil. Em 2009 nós conseguimos com o Ministro Nelson Jobim que fosse evitada a ação de despejo. Na semana passada, como eu disse, tivemos uma audiência com o Ministro Jaques Wagner, e saímos otimistas, na expectativa de que essa ação violenta, desumana e injusta, que atinge pessoas de idade, não acontecesse. Residem ali trinta e poucas famílias há 3 séculos. No entanto, hoje de manhã, em um ato de violência ocorreu essa desumana ação de despejo. 
Esperamos que o Ministério e o Exército tenham o bom senso de rever esse cenário absurdo.
	Muito obrigado.
	O SR. PRESIDENTE (Carlos Manato) - Muito obrigado, nobre Deputado."
2015-06-23T14:22;MORADOR, BASE MILITAR, EXÉRCITO, NITEROI (RJ), DESPEJO, PROTESTO.;PELA ORDEM;"O SR. CHICO D'ANGELO (PT-RJ. Pela ordem. Sem revisão do orador.) - Sr. Presidente, gostaria que meu pronunciamento fosse dado como lido e divulgado no programa A Voz do Brasil. 
Muito obrigado.
	O SR. PRESIDENTE (Carlos Manato) - V.Exa. será atendido.

PRONUNCIAMENTO ENCAMINHADO PELO ORADOR
	Sr. Presidente, Sras. e Srs. Deputados, quero demonstrar aqui e registrar minha indignação com um fato ocorrido hoje na cidade de Niterói: o despejo de moradores da Aldeia do Forte do Imbuhy. 
Na semana passada, estivemos aqui numa audiência com o Ministro Jaques Wagner com vários Vereadores, moradores dessa Aldeia, que têm mais de 100 anos. Lá mora a primeira bordadeira da bandeira do Brasil. Em 2009, conseguimos com o Ministro Nelson Jobim que se evitasse a ação de despejo. Na semana passada, estivemos em uma audiência com o Ministro Jaques Wagner. Estávamos otimistas, com a expectativa de que não ocorresse essa ação violenta, desumana, injusta com pessoas de idade. São 30 e poucas famílias que lá habitam há três séculos. Num ato de violência, hoje de manhã, ocorreu essa desumana ação de despejo. Esperamos que o Ministério e o Exército tenham bom senso de reverter esse cenário absurdo.
Muito obrigado."
2015-07-09T15:48;PSDB, ATUAÇÃO, CONTRADIÇÃO, APROVAÇÃO, SENADO FEDERAL, MATÉRIA, PREJUIZO, ECONOMIA, PAIS, CRÍTICA, AECIO NEVES, PRESIDENTE, PARTIDO POLÍTICO, JOSÉ SERRA, SENADOR, DISCURSO POLÍTICO, CONTRARIO, GOVERNO FEDERAL, PT, CONTESTAÇÃO.;COMO LÍDER;"O SR. CHICO D'ANGELO (PT-RJ. Como Líder. Sem revisão do orador.) - Sr. Presidente, no último final de semana, o Brasil todo viu o PSDB, o Partido da Social Democracia Brasileira, ter uma convenção em que seu presidente eleito, de uma maneira muito objetiva, pregou o golpe; diria de uma maneira até irresponsável, gerando clima de campanha de jingle na convenção, a ponto de o Governador de São Paulo achar até, como fez comentário à imprensa, um ato inconveniente do Senador Aécio Neves. 
O PSDB vem de certa forma desmanchando toda a sua história de construção de um partido com a lógica social democrata. O PSDB, do Artur da Távola, lá do meu Estado, do Franco Montoro e de tantas outras figuras que tinham o ideário da socialdemocracia, é o partido que hoje aprova e vota bombas no Senado com a lógica de implodir a questão econômica do País. Aliás, num ato falho, ou não, o Senador disse que tinha sido eleito Presidente da República e que o PSDB era o partido que fazia Oposição ao País. E, se é ato falho ou não, objetivamente o PSDB fez campanha contra o Mais Médicos, programa que hoje atende mais de 60 milhões de brasileiros - e ontem, inclusive o Mais Médicos completou 2 anos. O PSDB, junto com o Senador Ronaldo Caiado, fez uma campanha contra o Mais Médicos.
O PSDB faz a mesma coisa com a CPMF. A CPMF foi criada, aprovada, e o PSDB  governou com ela. Mas retirou a CPMF, numa calada da noite, junto também com setores atrasados aqui da Câmara, porque era o Governo Lula. O mesmo discurso de que precisava de mais recursos para o SUS para o Fernando Henrique Cardoso não valeu quando a Presidência estava com o Presidente Lula.
Então, o PSDB tem tido uma história de contradição. E agora mais ainda, com as pautas conservadoras, que vêm, como falei no começo, certamente irritando alguns setores mais lúcidos da socialdemocracia. Aliás, essas pautas conservadoras, que vêm num processo crescente na sociedade, são flutuantes, são conjunturais. O PSDB, que tem tido uma simpatia e, de certa forma, até uma complacência dos setores fiscalizadores do País, precisa entender que isso hoje é de uma maneira, e amanhã é de outra. 
O grande Leonel Brizola, que acho que está fazendo falta hoje nesta conjuntura nossa, no início da década de 1990, falou uma frase que ficou muito registrada com relação a nós do PT: que o PT era a UDN de tamancos. Com a lógica, hoje, do PSDB de propor golpe, como está o Senador José Serra, de uma maneira muito franca, fazendo de forma escancarada, eu acho que, fazendo um plágio do Brizola, posso objetivamente dizer que o PSDB, na verdade, hoje representa a UDN não de tamancos, mas a UDN de coturnos, de botas, porque é o partido que, de maneira muito escancarada, defende o golpe no País.
Mas hoje o próprio Vice-Presidente deu uma coletiva de manhã, dizendo: ""Vocês do PSDB fiquem tranquilos, porque nós vamos governar até 2018, quando vocês terão a chance, pela quinta vez, de concorrer à Presidência da República"". 
Muito obrigado."
