dataHoraInicio;keywords;tipoDiscurso;transcricao
2015-02-03T17:16;"PEIXE, COLETA, CONTRÁRIO, MINISTÉRIO DO MEIO AMBIENTE, PORTARIA, CONTRA, PESCADOR, COMUNIDADE, SANTA CATARINA, PROTESTO, REGISTRO.
PESCA, TEMA, MINISTÉRIO DA AGRICULTURA, PECUÁRIA E ABASTECIMENTO, MINISTÉRIO DO MEIO AMBIENTE, REPRESENTAÇÃO, DEPUTADO ESTADUAL, SANTA CATARINA, PARTICIPAÇÃO, ESPERIDIÃO AMIN, DEPUTADO FEDERAL, ORADOR, ATUAÇÃO PARLAMENTAR.";PELA ORDEM;"O SR. ESPERIDIÃO AMIN (Bloco/PP-SC. Pela ordem. Sem revisão do orador.) - Sr. Presidente, Sras. e Srs. Deputados, peço vênia para fazer um brevíssimo relato de duas reuniões verdadeiramente pedagógicas que nós tivemos ontem no Ministério do Meio Ambiente e no Ministério da Pesca. 
	Santa Catarina viveu, no começo deste ano, uma situação de estarrecimento e de protesto. O Porto de Itajaí viu a comunidade pesqueira, tanto da pesca industrial quanto da pesca artesanal e tradicional, promover um levante contra a Portaria nº 445, do Ministério do Meio Ambiente, que estabeleceu uma relação de 96 espécies de peixe que não mais poderão ser capturadas.
	O Deputado Luiz Sérgio, que já honrou a Pasta da Pesca, sabe o quanto Santa Catarina representa para a pesca nacional e quanto o Estado e a economia brasileira e catarinense dependem do pescado.
	Àquele clima de protesto se seguiu, primeiro, uma reunião de emergência, da qual participaram alguns Parlamentares - o Deputado Décio Lima, o Deputado Peninha. Ontem, houve o Fórum Parlamentar, e estiveram presentes a Deputada Carmen Zanotto, a Deputada Geovania, o Deputado João Rodrigues, o Deputado Cesar Souza, o Deputado Ronaldo Benedet, o Deputado João Paulo Kleinübing. Enfim, o Fórum Parlamentar se movimentou e, posteriormente, estivemos no Ministério da Pesca.
	Sr. Presidente, o que estamos pedindo é respeito a uma atividade produtiva. Ninguém está fazendo coisas que a lei e as regras jurídicas proíbem. E foram todos surpreendidos pela edição de uma portaria que pode ter sido trabalhada por muito tempo, Deputado Benedet, mas que saiu de chofre, num fim de ano, num fim de mandato, surpreendendo a quem trabalha, a quem compra e a quem vive disso.
	Quero renovar o agradecimento à Ministra do Meio Ambiente e ao Ministro da Pesca, pelas 2 horas que cada um despendeu para tratar desse assunto. Quero ainda agradecer aos que compareceram e fazer um apelo para o bom senso e para o diálogo dentro do Governo, já que constatamos uma dificuldade de diálogo entre os técnicos do Ministério do Meio Ambiente e os técnicos do Ministério da Pesca, além da falta de uma mediação competente, esclarecida e conclusiva no âmbito administrativo por parte do Governo.
	O protesto neste começo de ano não é um bom exemplo, mas é uma necessidade, porque não pode uma atividade do ganha-pão - no caso, do ganha-peixe -, de produção de riqueza, ser atormentada pelo imprevisto, pelo inopinado.
	Então, registro o apelo de toda a bancada de Santa Catarina para que o Governo trate desse assunto com a maior exatidão e o maior respeito ao nosso Estado.
	Muito obrigado."
2015-02-03T19:06;PEC 352/2013, PROPOSTA DE EMENDA À CONSTITUIÇÃO, REFORMA POLITICA, FINANCIAMENTO, CAMPANHA ELEITORAL, EMPRESA, COMISSÃO DE CONSTITUIÇÃO E JUSTIÇA E DE CIDADANIA (CCJC), PARECER FAVORÁVEL.;PARECER;"O SR. ESPERIDIÃO AMIN (Bloco/PP-SC. Para emitir parecer. Sem revisão do orador.) - Sr. Presidente, Sras. e Srs. Deputados, cabe-me aqui, como integrante de um grupo de trabalho, e também em respeito à Comissão que foi criada com o mesmo sentido e objetivo e teve como Relator o Deputado Henrique Fontana, prestar inicialmente uma homenagem ao grupo que eu integrei.
	Quero registrar o empenho do Deputado Cândido Vaccarezza e nominar aqueles que integram o grupo de trabalho criado para produzir este projeto de reforma política: Deputados Alfredo Sirkis, Antonio Brito, Daniel Almeida, Guilherme Campos, Izalci, Júlio Delgado, Leonardo Gadelha, Luciano Castro, Luiza Erundina, Marcelo Castro, Marcus Pestana, Miro Teixeira, Ricardo Berzoini, Rodrigo Maia, Rosane Ferreira e Sandro Alex. Esses foram os Parlamentares que ultimaram esse trabalho.
	Quero dizer que houve votações que mostraram não um grupo unido, pensando a mesma coisa, unívoco, falando a mesma coisa. Elas mostraram como é difícil construir um projeto de reforma política, Deputado Lázaro Botelho. Por isso, eu acho que esta é uma noite histórica.
	Este projeto estava encalhado. E não estava encalhado por acaso. Estava encalhado havia 1 ano e 2 meses na Comissão de Justiça porque o imobilismo e a reação a mudanças são geralmente mais fortes, mais persistentes e mais solertes do que o desejo de fazer alguma coisa nova ou inovadora. É muito mais fácil, Sras. e Srs. Deputados, dizer que se deseja reforma política e estimular apenas a criação de mais um partido político. É mais fácil, é mais simples, é mais usual. Não precisa declarar, basta fazer. E é o que nós temos visto.
	Esta é uma grande noite também, Presidente. Uma vez que houve tanta crítica a essa decisão - é verdade - inédita de trazer para o plenário aquilo que não foi cumprido como dever pela Comissão que eu integrei, pelo menos até aqui... Não é um direito da Comissão de Justiça votar isto. É um dever. E esse dever não foi cumprido. Portanto, esse fato insólito de trazer o projeto para o plenário é auspicioso, porque é a primeira repreensão, no sentido figurado, que se aplica a quem não age, a quem não fala e a quem não decide.
	Procurou-se, hoje e durante todo o ano passado, demonizar a questão do financiamento de campanha. O projeto respeita a regra vigente, mas, depois da última audiência pública, nós concordamos em respeitar aquilo que eventualmente o Supremo decida e em submeter essa decisão, quando tomada, ao Plenário, para que exercite o seu direito e o seu dever.
	Finalmente, ao assumir aqui o relatório da própria Comissão por inteiro, que é o texto apresentado pelo Deputado Candido Vaccarezza, sem inovações, nós estaremos dando um grande passo. Acabou o imobilismo. Vamos, através da Comissão de mérito, tirar do marasmo aquela que é a prioridade que todos enunciam, mas nem todos, na verdade, querem ver.
	A partir de agora, se dermos esse passo, nós vamos fazer o melhor debate que esta Casa já teve no seu plenário, para dar ao Brasil uma reforma política à altura do desafio que nós temos diante de nós.
	Muito obrigado, Srs. Deputados. (Palmas.)"
2015-02-04T16:38;"MPV 658/14, MEDIDA PROVISÓRIA, ALTERAÇÃO, MARCO REGULATÓRIO, ORGANIZAÇÃO DA SOCIEDADE CIVIL, ANALISE, PEÇA ORIGINAL, DEFESA.
PLP 177/2012, PROJETO DE LEI COMPLEMENTAR, NORMAS GERAIS, PARCERIA, CONVÊNIO, PODER PÚBLICO, ORGANIZAÇÃO NÃO GOVERNAMENTAL, VOTAÇÃO, DEFESA.";PELA ORDEM;"O SR. ESPERIDIÃO AMIN (Bloco/PP-SC. Pela ordem. Sem revisão do orador.) - Sr. Presidente, eu gostaria inclusive de pedir particular atenção ao Deputado Heráclito Fortes e também ao Deputado José Carlos Aleluia. O que nós estamos solicitando a V.Exa. neste momento já é uma antecipação do voto do Partido Progressista.
	Número 1: somos a favor do texto original da medida provisória.
	Número 2: quero solicitar ao Deputado Florence que ratifique a informação que eu vou prestar. Nós estamos aqui já modificando o PL 13.019, que foi aprovado no mesmo dia em que deveria ter sido aprovado o PLP 177, que obriga a fiscalizar - obriga, Sr. Presidente -, obriga a responsabilizar e punir aqueles que desviam dinheiro público. Regula, portanto, a relação financeira entre o Governo e as ONGs.
	Nós votamos a favor da medida provisória original e voltamos a pedir a V.Exa. o cumprimento de um compromisso do Governo, da Casa e do PT, para que seja votado o PLP 177, que nos seus 61 artigos é um código que regula a relação financeira entre o Governo, em todos os níveis, porque é um projeto de lei complementar, e as ONGs, que são indispensáveis para o bom funcionamento de uma democracia participativa.
	Muito obrigado.
	O SR. PRESIDENTE (Eduardo Cunha) - Obrigado, Deputado Esperidião Amin."
2015-02-04T16:38;MPV 658/2014, MEDIDA PROVISORIA, ALTERAÇÃO, MARCO REGULATÓRIO, ORGANIZAÇÃO DA SOCIEDADE CIVIL, MELHORIA, RELACIONAMENTO, PODER PUBLICO, ORGANIZAÇÃO NÃO GOVERNAMENTAL, REQUERIMENTO DE PREFERÊNCIA, VOTAÇÃO, PLV 19/2014, PROJETO DE LEI DE CONVERSÃO, ACORDO, FAVORAVEL.;PELA ORDEM;O SR. ESPERIDIÃO AMIN (Bloco/PP-SC. Pela ordem. Sem revisão do orador.) - Sr. Presidente, eu quero apenas trazer um depoimento em favor de um possível acordo. Eu acho que um dos itens do texto do PLV ensejaria a compreensão de todos nós. Com esses outros que foram objeto de crítica, como, por exemplo, isentar de responsabilidade, eu não posso concordar, porque isso vem de encontro, ou seja, isso contraria o objetivo do PLP 177, que é exatamente moralizar a relação financeira entre poder público e as ONGs, estabelecendo regras, responsabilidade e punição. No tocante especificamente ao cadastramento das Santas Casas, eu acho que se poderia estabelecer um acordo, mas não sobre o texto todo.
2015-02-05T10:42;"GILBERTO NASCIMENTO, DEPUTADO FEDERAL, PRESIDÊNCIA DA CÂMARA DOS DEPUTADOS, CONDUÇÃO, AVALIAÇÃO POSITIVA. 
HERCÍLIO LUZ, AEROPORTO INTERNACIONAL, FLORIANÓPOLIS (SC), OBRA, RETOMADA, EMPRESA BRASILEIRA DE INFRAESTRUTURA AEROPORTUÁRIA (INFRAERO), AVALIAÇÃO POSITIVA.";BREVES COMUNICAÇÕES;"O SR. ESPERIDIÃO AMIN (Bloco/PP-SC. Sem revisão do orador.) - Sr. Presidente, em primeiro lugar, bom dia a V.Exa. Para um estreante aqui, V.Exa. tem se saído muito bem na presidência. Eu tenho ouvido das mais diferentes posições políticas, religiosas e ideológicas a mesma percepção, de forma que seja bem-vindo!
	O SR. CHICO ALENCAR - Não é um estreante!
	O SR. ESPERIDIÃO AMIN - Na presidência da Mesa, é. E ele é quem mais tem presidido. 
	O SR. PRESIDENTE (Gilberto Nascimento) - Muito obrigado.
	O SR. ESPERIDIÃO AMIN - Eu queria fazer este registro porque isso tem sido comentado. Meus cumprimentos!
	Sr. Presidente, a razão de ocuparmos a tribuna neste momento decorre de uma surpreendentemente agradável audiência que tivemos na INFRAERO. O Aeroporto Internacional Hercílio Luz, que tem tido das maiores taxa de crescimento no Brasil, é vítima, como somos todos nós, da não execução da obra do novo terminal, da pista chamada de taxiway, que permite operações duplas. 
	Na última terça-feira, acabamos sendo agradavelmente surpreendidos com a informação de que a obra, que estava paralisada e prometida há mais de 20 anos, foi novamente contratada, com a segunda participante da licitação, e deverá ter reinício no menor prazo possível, tão logo aprovemos o Orçamento da União para 2015. 
	Portanto, eu, junto com a bancada federal - vejo aqui o Deputado Celso Maldaner - e todos integrantes do fórum, empenhados nessa luta, queremos nos congratular e dizer que vamos continuar cobrando a execução da obra até que essa injustiça seja corrigida."
2015-02-05T10:52;WALDIR MARANHÃO, DEPUTADO FEDERAL, ATUAÇÃO, PRESIDÊNCIA, MESA DIRETORA, CONGRATULAÇÕES.;PELA ORDEM;"O SR. ESPERIDIÃO AMIN (Bloco/PP-SC. Pela ordem. Sem revisão do orador.) - Sr. Presidente, antes da orientação do próximo bloco, o Partido Progressista não pode deixar de assinalar a grande satisfação em vê-lo presidir a sessão, na condição de nosso - de todos nós e do Partido Progressista - Vice-Presidente da Casa. Sucesso!
	O SR. PRESIDENTE (Waldir Maranhão) - Amém!
	O SR. ESPERIDIÃO AMIN - Pode ser Amin também! (Risos.)"
2015-02-05T10:52;EDINHO BEZ, DEPUTADO FEDERAL, PMDB, COMPROMISSO SOLENE DE POSSE, CONGRATULAÇÕES.;PELA ORDEM;"O SR. ESPERIDIÃO AMIN (Bloco/PP-SC. Pela ordem. Sem revisão do orador.) - Sr. Presidente, gostaria de formular um cumprimento mais afetuoso ao Deputado Edinho Bez, que é da bancada do seu partido e da bancada de Santa Catarina, por seu retorno a sua Casa.
	Muito obrigado."
2015-02-09T19:48;PL 7735/2014, PROJETO DE LEI ORDINÁRIA, REGULAMENTAÇÃO, ACESSO, PATRIMÔNIO GENÉTICO, PROTEÇÃO, CONHECIMENTO POPULAR, GRUPO INDÍGENA, REPARTIÇÃO, BENEFÍCIOS, EXPLORAÇÃO ECONÔMICA, CONSERVAÇÃO, USO SUSTENTÁVEL, BIODIVERSIDADE, TROCA, EXPRESSÃO VOCABULAR, POPULAÇÃO INDÍGENA, CONTRARIO, PP, APOIO, PARECER, ALCEU MOREIRA, RELATOR.;PELA ORDEM;"O SR. ESPERIDIÃO AMIN (Bloco/PP-SC. Pela ordem. Sem revisão do orador.) - Sr. Presidente, V.Exa. fez um resumo adequado da situação desse projeto. Aqui já foi comentado também que esse projeto, que é muito importante, serviu para trancar a pauta faz tempo.
	O SR. PRESIDENTE (Eduardo Cunha) - Por 1 ano!
	O SR. ESPERIDIÃO AMIN - E ninguém aqui é tolo o suficiente para não perceber a manobra procrastinatória - esse é um palavrão, mas é isso mesmo - que isso representou. 
	O Relator, o Deputado Alceu Moreira, fez um trabalho que merece o nosso respeito. E a sua manifestação a propósito das emendas merece ser acolhida ou, quem sabe, até rebatida por alguém. Agora, essa arguição do Deputado Sarney Filho, com o maior respeito, de querer mudar a designação para ""povos indígenas"" é muito mais do que colocar um bode na sala; isso é trazer uma matéria sobre a qual o Judiciário já falou - a expressão ""povos indígenas"" não é adequada -, para complicar um projeto de lei que já serviu de mata-burro, que já serviu para trancar a pauta da Casa, para trazer aqui uma matéria ideológica, num momento em que se reclama da PEC 215.
Dessa forma, quero antecipar que o nosso partido vai se posicionar contra a inserção dessa expressão.
	Muito obrigado."
2015-02-11T10:18;"CÂMARA DOS DEPUTADOS, LEGISLATURA CORRENTE, ATUAÇÃO, ELOGIO.
PORTARIA, MINISTÉRIO DO MEIO AMBIENTE, PROIBIÇÃO, PESCA, ESPÉCIE AMEAÇADA DE EXTINÇÃO, ACORDO, MINISTÉRIO DA PESCA E AQUICULTURA, INDÚSTRIA, ATIVIDADE PESQUEIRA, PESCADOR ARTESANAL, SANTA CATARINA, EXPECTATIVA.";BREVES COMUNICAÇÕES;"O SR. ESPERIDIÃO AMIN (Bloco/PP-SC. Sem revisão do orador.) - Sr. Presidente, Sras. e Srs. Deputados, neste início de legislatura nós já temos alguma coisa para comemorar, sem dúvida alguma. Essas últimas votações e a criação da Comissão Especial da Reforma Política são afirmações da Casa.
	Eu quero registrar uma preocupação catarinense que deveria ser brasileira, a possibilidade de haver um acordo entre o Ministério do Meio Ambiente e o Ministério da Pesca a respeito, Deputado Edinho Bez, da famosa lista da Portaria nº 445, do Ministério do Meio Ambiente, que causou grande tumulto na indústria da pesca e entre os pescadores artesanais de Santa Catarina e do Brasil.
	Faço votos de que haja um acordo entre esses dois Ministérios no grupo de trabalho que está tratando dessa lista de peixes cuja captura será proibida.
	O SR. PRESIDENTE (Carlos Manato) - Isso acontecerá, nobre Deputado."
2015-02-24T17:18;PLP 177/2012, PROJETO DE LEI COMPLEMENTAR, ALTERAÇÃO, LEI DE RESPONSABILIDADE FISCAL, LEI DE IMPROBIDADE ADMINISTRATIVA, LEI DE INELEGIBILIDADE, NORMAS, PARCERIA, CONVÊNIO, PODER PÚBLICO, ORGANIZAÇÃO NÃO GOVERNAMENTAL (ONG),  RESPONSABILIDADE, AGENTE PÚBLICO, GESTOR,  PENALIDADE, IMPROBIDADE ADMINISTRATIVA, APROVAÇÃO, ELOGIO.;PELA ORDEM;"O SR. ESPERIDIÃO AMIN (Bloco/PP-SC. Pela ordem. Sem revisão do orador.) - Sr. Presidente, o aplauso eu iria pedir para V.Exa., mas, diante dessa provocação, eu sou obrigado a me dispensar.
	Mas quero cumprimentar V.Exa., sim, e agradecer aos queridos companheiros e companheiras. Acho que o Senado vai certamente aperfeiçoar o projeto, mas a Câmara não se omitiu. Tivemos três CPI sobre esse assunto, mas ninguém foi punido. Repito: três CPI e nenhuma punição. Escândalos não faltaram. Então, a Câmara deu o seu passo. 
	Quero agradecer aos consultores da Casa que redigiram o projeto. Quero agradecer pelas emendas que o aperfeiçoaram. Quero agradecer ao Deputado Afonso Florence e ao Deputado Décio Lima, do PT, pela audiência pública que nós realizamos, coordenada por V.Exa., Deputado Afonso Florence, lá na Comissão de Finanças e Tributação, em que recebemos aperfeiçoamentos e de onde saiu o substitutivo.
	Então, Sr. Presidente, sob a sua direção, a Mesa Diretora, a Mesa que preside os trabalhos desta Casa, e V.Exa. dão ao Senado a oportunidade de aperfeiçoar o projeto, que não colide com a Lei nº 13.019, absolutamente, mas, é verdade, criminaliza o mau uso do dinheiro público que é repassado para organizações vitais da sociedade brasileira, como são as ONG. Benditas sejam! E a maior oportunidade que se pode dar às de boa conduta é a de separá-las das que se desencaminham.
	Muito obrigado.
	O SR. PRESIDENTE (Eduardo Cunha) - Obrigado, Deputado."
